step,loss,lr
24350,4.293438,0.024866
24400,4.193660,0.024865
24450,4.747811,0.024865
24500,4.668582,0.024864
24550,5.009627,0.024863
24600,4.605559,0.024863
24650,4.655381,0.024862
24700,4.547315,0.024862
24750,3.971545,0.024861
24800,4.010680,0.024861
24850,4.773958,0.024860
24900,4.394553,0.024859
24950,3.974805,0.024859
25000,4.850134,0.024858
25050,4.202361,0.024858
25100,4.788557,0.024857
25150,3.862095,0.024856
25200,3.546856,0.024856
25250,3.522359,0.024855
25300,4.600035,0.024855
25350,4.297236,0.024854
25400,4.837336,0.024853
25450,4.408230,0.024853
25500,3.828001,0.024852
25550,4.243342,0.024852
25600,4.278874,0.024851
25650,4.210845,0.024850
25700,4.174476,0.024850
25750,4.578738,0.024849
25800,4.695856,0.024849
25850,4.222252,0.024848
25900,3.994997,0.024847
25950,3.835405,0.024847
26000,3.913854,0.024846
26050,4.987312,0.024846
26100,5.092131,0.024845
26150,4.390641,0.024844
26200,4.288535,0.024844
26250,4.701783,0.024843
26300,3.842848,0.024842
26350,4.718720,0.024842
26400,4.165243,0.024841
26450,4.721768,0.024841
26500,4.020317,0.024840
26550,4.430170,0.024839
26600,4.427890,0.024839
26650,4.433226,0.024838
26700,4.056109,0.024837
26750,3.956132,0.024837
26800,4.256593,0.024836
26850,4.043797,0.024835
26900,4.276833,0.024835
26950,4.146592,0.024834
27000,4.128973,0.024834
27050,4.399185,0.024833
27100,4.706223,0.024832
27150,4.220283,0.024832
27200,4.157625,0.024831
27250,3.891039,0.024830
27300,4.417876,0.024830
27350,4.402959,0.024829
27400,4.452638,0.024828
27450,4.073098,0.024828
27500,4.246557,0.024827
27550,4.392022,0.024826
27600,4.959214,0.024826
27650,4.808252,0.024825
27700,4.170173,0.024825
27750,3.758271,0.024824
27800,4.030576,0.024823
27850,4.411294,0.024823
27900,4.503354,0.024822
27950,4.271807,0.024821
28000,4.549804,0.024821
28050,4.364333,0.024820
28100,4.323347,0.024819
28150,3.024412,0.024819
28200,4.271027,0.024818
28250,4.079982,0.024817
28300,4.271914,0.024817
28350,3.856715,0.024816
28400,4.582287,0.024815
28450,4.309772,0.024815
28500,4.533747,0.024814
28550,3.902569,0.024813
28600,4.298823,0.024813
28650,4.427261,0.024812
28700,4.179721,0.024811
28750,4.474681,0.024810
28800,4.618204,0.024810
28850,4.202096,0.024809
28900,3.689994,0.024808
28950,4.267555,0.024808
29000,4.175364,0.024807
29050,3.890341,0.024806
29100,4.563416,0.024806
29150,4.066524,0.024805
29200,4.067546,0.024804
29250,3.806753,0.024804
29300,4.112151,0.024803
29350,4.991124,0.024802
29400,4.501063,0.024802
29450,4.265618,0.024801
29500,5.133250,0.024800
29550,3.949822,0.024799
29600,3.519453,0.024799
29650,3.639786,0.024798
29700,4.296368,0.024797
29750,4.050111,0.024797
29800,4.301081,0.024796
29850,3.550973,0.024795
29900,4.270393,0.024795
29950,3.945882,0.024794
30000,3.942751,0.024793
30050,4.576006,0.024792
30100,4.174289,0.024792
30150,3.962926,0.024791
30200,3.840931,0.024790
30250,4.908256,0.024790
30300,4.435702,0.024789
30350,4.227676,0.024788
30400,4.194547,0.024787
30450,4.478893,0.024787
30500,4.129454,0.024786
30550,3.879882,0.024785
30600,4.769001,0.024784
30650,3.980409,0.024784
30700,3.769505,0.024783
30750,4.061740,0.024782
30800,4.378336,0.024782
30850,4.634113,0.024781
30900,3.826703,0.024780
30950,4.456773,0.024779
31000,4.635732,0.024779
31050,4.575735,0.024778
31100,4.271254,0.024777
31150,3.649767,0.024776
31200,4.438274,0.024776
31250,4.260347,0.024775
31300,4.218364,0.024774
31350,3.930118,0.024773
31400,4.787066,0.024773
31450,3.876745,0.024772
31500,4.287702,0.024771
31550,4.628012,0.024770
31600,4.727315,0.024770
31650,4.806882,0.024769
31700,4.804768,0.024768
31750,4.240667,0.024767
31800,4.248541,0.024767
31850,3.832431,0.024766
31900,4.276646,0.024765
31950,4.202521,0.024764
32000,3.965119,0.024764
32050,4.543473,0.024763
32100,3.956793,0.024762
32150,3.837968,0.024761
32200,3.192342,0.024761
32250,3.684645,0.024760
32300,3.538548,0.024759
32350,4.239103,0.024758
32400,3.485833,0.024758
32450,4.002266,0.024757
32500,3.596213,0.024756
32550,3.923494,0.024755
32600,4.145160,0.024754
32650,3.969346,0.024754
32700,3.903105,0.024753
32750,3.677184,0.024752
32800,4.368613,0.024751
32850,4.030585,0.024751
32900,3.911857,0.024750
32950,4.053265,0.024749
33000,4.300355,0.024748
33050,3.672230,0.024747
33100,4.115048,0.024747
33150,4.048770,0.024746
33200,4.295460,0.024745
33250,4.441859,0.024744
33300,4.443050,0.024743
33350,3.801003,0.024743
33400,3.550014,0.024742
33450,4.417612,0.024741
33500,3.966553,0.024740
33550,3.739573,0.024740
33600,4.560613,0.024739
33650,4.266582,0.024738
33700,4.898690,0.024737
33750,4.774809,0.024736
33800,4.559670,0.024736
33850,4.013705,0.024735
33900,3.490830,0.024734
33950,4.180902,0.024733
34000,3.749298,0.024732
34050,4.287809,0.024731
34100,5.225692,0.024731
34150,4.226084,0.024730
34200,3.924227,0.024729
34250,4.359500,0.024728
34300,4.304399,0.024727
34350,4.005182,0.024727
34400,4.724482,0.024726
34450,4.507376,0.024725
34500,4.149358,0.024724
34550,3.693471,0.024723
34600,3.657644,0.024722
34650,3.829305,0.024722
34700,4.565443,0.024721
34750,4.057702,0.024720
34800,4.175119,0.024719
34850,4.294805,0.024718
34900,4.445147,0.024718
34950,4.371492,0.024717
35000,3.036627,0.024716
35050,3.184148,0.024715
35100,4.431912,0.024714
35150,4.025768,0.024713
35200,4.092428,0.024713
35250,4.246176,0.024712
35300,3.889678,0.024711
35350,4.081239,0.024710
35400,4.549034,0.024709
35450,4.531774,0.024708
35500,3.837982,0.024707
35550,3.483895,0.024707
35600,4.447016,0.024706
35650,4.166914,0.024705
35700,4.456368,0.024704
35750,3.776393,0.024703
35800,3.526886,0.024702
35850,4.070916,0.024702
35900,4.391633,0.024701
35950,3.785681,0.024700
36000,4.507608,0.024699
36050,4.046006,0.024698
36100,3.830483,0.024697
36150,3.795254,0.024696
36200,4.416183,0.024696
36250,4.626458,0.024695
36300,4.311225,0.024694
36350,4.581415,0.024693
36400,4.496964,0.024692
36450,3.804377,0.024691
36500,4.419880,0.024690
36550,3.881645,0.024689
36600,4.032659,0.024689
36650,3.720761,0.024688
36700,3.787715,0.024687
36750,3.989756,0.024686
36800,3.654410,0.024685
36850,4.192092,0.024684
36900,4.263097,0.024683
36950,4.913186,0.024682
37000,4.509281,0.024682
37050,4.096432,0.024681
37100,4.490934,0.024680
37150,4.371194,0.024679
37200,4.245341,0.024678
37250,3.965764,0.024677
37300,4.461978,0.024676
37350,4.387361,0.024675
37400,4.400816,0.024675
37450,4.116921,0.024674
37500,4.543434,0.024673
37550,4.454828,0.024672
37600,4.318227,0.024671
37650,3.939969,0.024670
37700,4.185968,0.024669
37750,4.210816,0.024668
37800,3.938053,0.024667
37850,4.617215,0.024666
37900,3.984181,0.024666
37950,4.109283,0.024665
38000,3.969914,0.024664
38050,3.932630,0.024663
38100,4.275960,0.024662
38150,4.148502,0.024661
38200,4.669786,0.024660
38250,4.110347,0.024659
38300,3.651838,0.024658
38350,3.840446,0.024657
38400,4.582097,0.024656
38450,4.055737,0.024656
38500,3.696299,0.024655
38550,4.061488,0.024654
38600,4.357282,0.024653
38650,4.232295,0.024652
38700,3.918947,0.024651
38750,4.083299,0.024650
38800,3.157429,0.024649
38850,3.524315,0.024648
38900,4.445452,0.024647
38950,4.677938,0.024646
39000,4.794366,0.024645
39050,3.469770,0.024644
39100,2.997174,0.024644
39150,4.553577,0.024643
39200,3.817322,0.024642
39250,4.723426,0.024641
39300,3.729699,0.024640
39350,3.865800,0.024639
39400,3.746327,0.024638
39450,3.759786,0.024637
39500,4.729777,0.024636
39550,4.353355,0.024635
39600,4.830899,0.024634
39650,4.478993,0.024633
39700,3.600203,0.024632
39750,4.560969,0.024631
39800,4.373033,0.024630
39850,4.336782,0.024629
39900,4.254961,0.024629
39950,4.352317,0.024628
40000,3.444985,0.024627
40050,5.082159,0.024626
40100,4.721874,0.024625
40150,4.593998,0.024624
40200,4.487214,0.024623
40250,4.432411,0.024622
40300,4.355491,0.024621
40350,4.322407,0.024620
40400,4.268421,0.024619
40450,4.240105,0.024618
40500,4.214747,0.024617
40550,4.161336,0.024616
40600,4.150359,0.024615
40650,4.118900,0.024614
40700,4.235298,0.024613
40750,4.608114,0.024612
40800,4.306186,0.024611
40850,4.339753,0.024610
40900,3.847673,0.024609
40950,4.179749,0.024608
41000,3.997432,0.024607
41050,3.681940,0.024606
41100,4.122870,0.024605
41150,4.123707,0.024604
41200,4.037913,0.024603
41250,4.441493,0.024602
41300,4.359967,0.024601
41350,3.874512,0.024600
41400,4.354613,0.024599
41450,4.067620,0.024598
41500,4.506190,0.024597
41550,3.730862,0.024597
41600,3.473359,0.024596
41650,3.314385,0.024595
41700,3.208128,0.024594
41750,3.101228,0.024593
41800,3.053382,0.024592
41850,3.001382,0.024591
41900,2.932949,0.024590
41950,2.890482,0.024589
42000,2.851589,0.024588
42050,3.859052,0.024587
42100,4.554802,0.024586
42150,4.625464,0.024585
42200,4.277367,0.024584
42250,3.998720,0.024583
42300,4.492373,0.024582
42350,4.408672,0.024581
42400,4.150852,0.024580
42450,4.234766,0.024578
42500,3.514352,0.024577
42550,4.423547,0.024576
42600,3.984951,0.024575
42650,4.306400,0.024574
42700,4.616634,0.024573
42750,3.919975,0.024572
42800,4.574002,0.024571
42850,4.325638,0.024570
42900,4.111613,0.024569
42950,4.753742,0.024568
43000,4.211548,0.024567
43050,4.067365,0.024566
43100,4.055726,0.024565
43150,4.902767,0.024564
43200,4.137969,0.024563
43250,3.550461,0.024562
43300,3.921246,0.024561
43350,2.281819,0.024560
43400,3.321837,0.024559
43450,4.820328,0.024558
43500,4.036304,0.024557
43550,2.774008,0.024556
43600,4.546095,0.024555
43650,4.338121,0.024554
43700,3.931989,0.024553
43750,3.659263,0.024552
43800,3.912147,0.024551
43850,4.887532,0.024550
43900,4.161667,0.024549
43950,3.657209,0.024548
44000,3.622665,0.024547
44050,3.286032,0.024546
44100,4.265604,0.024544
44150,3.493453,0.024543
44200,3.721436,0.024542
44250,3.969538,0.024541
44300,4.219210,0.024540
44350,3.837346,0.024539
44400,4.065681,0.024538
44450,4.537206,0.024537
44500,4.106267,0.024536
44550,4.148675,0.024535
44600,4.169037,0.024534
44650,3.641050,0.024533
44700,3.866813,0.024532
44750,3.295428,0.024531
44800,4.276388,0.024530
44850,4.715745,0.024529
44900,4.492409,0.024528
44950,4.276780,0.024526
45000,4.125437,0.024525
45050,4.693973,0.024524
45100,3.970032,0.024523
45150,3.601047,0.024522
45200,4.217436,0.024521
45250,3.870884,0.024520
45300,3.643341,0.024519
45350,4.055366,0.024518
45400,3.898974,0.024517
45450,4.259610,0.024516
45500,4.155305,0.024515
45550,4.316717,0.024514
45600,4.433184,0.024512
45650,3.950680,0.024511
45700,4.120452,0.024510
45750,4.371528,0.024509
45800,4.191651,0.024508
45850,4.068773,0.024507
45900,3.984758,0.024506
45950,3.930724,0.024505
46000,3.870342,0.024504
46050,4.140392,0.024503
46100,4.178638,0.024502
46150,3.886183,0.024500
46200,4.285686,0.024499
46250,4.292779,0.024498
46300,3.698715,0.024497
46350,3.556361,0.024496
46400,4.217335,0.024495
46450,3.864679,0.024494
46500,3.744061,0.024493
46550,4.419639,0.024492
46600,3.897740,0.024490
46650,4.019642,0.024489
46700,4.190110,0.024488
46750,3.872109,0.024487
46800,3.965304,0.024486
46850,3.967115,0.024485
46900,4.041604,0.024484
46950,3.699028,0.024483
47000,4.572703,0.024482
47050,4.646054,0.024480
47100,4.126544,0.024479
47150,4.541683,0.024478
47200,4.004877,0.024477
47250,3.947653,0.024476
47300,3.966548,0.024475
47350,4.245892,0.024474
47400,4.308725,0.024473
47450,3.797742,0.024471
47500,3.575573,0.024470
47550,4.303018,0.024469
47600,3.935123,0.024468
47650,3.861484,0.024467
47700,3.569687,0.024466
47750,4.457244,0.024465
47800,3.963079,0.024464
47850,4.095907,0.024462
47900,3.573613,0.024461
47950,3.489463,0.024460
48000,4.041181,0.024459
48050,4.749946,0.024458
48100,4.534512,0.024457
48150,4.060457,0.024456
48200,4.119177,0.024454
48250,3.954931,0.024453
48300,4.433510,0.024452
48350,4.758528,0.024451
48400,3.847198,0.024450
48450,3.845329,0.024449
48500,4.455719,0.024447
48550,3.816036,0.024446
48600,4.419301,0.024445
48650,4.015077,0.024444
48700,3.675055,0.024443
48750,3.998181,0.024442
48800,4.090459,0.024441
48850,3.724705,0.024439
48900,3.975958,0.024438
48950,4.121495,0.024437
49000,3.963441,0.024436
49050,2.948362,0.024435
49100,4.461490,0.024434
49150,3.849025,0.024432
49200,4.417722,0.024431
49250,4.557838,0.024430
49300,3.766291,0.024429
49350,4.206853,0.024428
49400,4.375917,0.024426
49450,3.314729,0.024425
49500,4.257274,0.024424
49550,3.901378,0.024423
49600,3.812949,0.024422
49650,4.455711,0.024421
49700,3.976274,0.024419
49750,3.769064,0.024418
49800,3.899783,0.024417
49850,4.106973,0.024416
49900,4.304063,0.024415
49950,4.072846,0.024413
50000,4.558109,0.024412
50050,4.454962,0.024411
50100,4.199557,0.024410
50150,4.064337,0.024409
50200,3.958304,0.024408
50250,3.884552,0.024406
50300,3.812658,0.024405
50350,3.900586,0.024404
50400,3.577589,0.024403
50450,4.757161,0.024402
50500,4.337269,0.024400
50550,4.581617,0.024399
50600,3.920273,0.024398
50650,3.590682,0.024397
50700,4.275597,0.024396
50750,3.841052,0.024394
50800,3.982948,0.024393
50850,3.970735,0.024392
50900,4.669721,0.024391
50950,4.204734,0.024389
51000,4.326880,0.024388
51050,4.488440,0.024387
51100,3.901468,0.024386
51150,4.053233,0.024385
51200,4.286002,0.024383
51250,4.537072,0.024382
51300,4.132700,0.024381
51350,4.056024,0.024380
51400,3.963622,0.024379
51450,3.545364,0.024377
51500,3.964770,0.024376
51550,3.723608,0.024375
51600,4.291025,0.024374
51650,4.017482,0.024372
51700,4.402168,0.024371
51750,4.087347,0.024370
51800,3.714297,0.024369
51850,3.894593,0.024367
51900,4.196818,0.024366
51950,4.155003,0.024365
52000,3.967501,0.024364
52050,4.118898,0.024363
52100,3.900348,0.024361
52150,3.682486,0.024360
52200,3.580556,0.024359
52250,3.500866,0.024358
52300,4.053974,0.024356
52350,3.630118,0.024355
52400,3.300082,0.024354
52450,4.011648,0.024353
52500,4.086782,0.024351
52550,4.301871,0.024350
52600,3.866575,0.024349
52650,3.916796,0.024348
52700,4.367833,0.024346
52750,3.777813,0.024345
52800,3.486903,0.024344
52850,3.326828,0.024343
52900,4.163298,0.024341
52950,4.199064,0.024340
53000,4.215462,0.024339
53050,4.353846,0.024338
53100,3.882418,0.024336
53150,3.965858,0.024335
53200,4.086306,0.024334
53250,3.744290,0.024332
53300,3.771259,0.024331
53350,3.254919,0.024330
53400,4.144577,0.024329
53450,3.879973,0.024327
53500,4.317004,0.024326
53550,4.011479,0.024325
53600,3.786397,0.024324
53650,3.065769,0.024322
53700,4.010259,0.024321
53750,3.614651,0.024320
53800,3.790330,0.024318
53850,4.327723,0.024317
