step,loss,lr
11700,1.427690,0.024993
11750,1.418579,0.024993
11800,1.426941,0.024993
11850,1.424641,0.024993
11900,1.401896,0.024993
11950,1.419890,0.024993
12000,1.423086,0.024993
12050,1.423081,0.024992
12100,1.424384,0.024992
12150,1.422633,0.024992
12200,1.425854,0.024992
12250,1.431394,0.024992
12300,1.420108,0.024992
12350,1.405001,0.024992
12400,1.404757,0.024992
12450,1.413343,0.024992
12500,1.410473,0.024992
12550,1.422918,0.024992
12600,1.426302,0.024992
12650,1.424266,0.024992
12700,1.423296,0.024992
12750,1.427962,0.024992
12800,1.394291,0.024991
12850,1.408765,0.024991
12900,1.413025,0.024991
12950,1.419837,0.024991
13000,1.427312,0.024991
13050,1.416759,0.024991
13100,1.425897,0.024991
13150,1.426581,0.024991
13200,1.426527,0.024991
13250,1.402896,0.024991
13300,1.413981,0.024991
13350,1.414352,0.024991
13400,1.415943,0.024991
13450,1.427726,0.024990
13500,1.418646,0.024990
13550,1.419431,0.024990
13600,1.426520,0.024990
13650,1.433500,0.024990
13700,1.408366,0.024990
13750,1.408175,0.024990
13800,1.408303,0.024990
13850,1.423824,0.024990
13900,1.412783,0.024990
13950,1.413137,0.024990
14000,1.421449,0.024990
14050,1.427546,0.024990
14100,1.433792,0.024989
14150,1.403050,0.024989
14200,1.404596,0.024989
14250,1.419687,0.024989
14300,1.409723,0.024989
14350,1.420043,0.024989
14400,1.414141,0.024989
14450,1.417254,0.024989
14500,1.426457,0.024989
14550,1.420023,0.024989
14600,1.410630,0.024989
14650,1.409800,0.024989
14700,1.408795,0.024988
14750,1.416518,0.024988
14800,1.424060,0.024988
14850,1.423164,0.024988
14900,1.427157,0.024988
14950,1.427174,0.024988
15000,1.425987,0.024988
15000,0.051231,0.232402,0.181171
15050,1.406593,0.024988
15100,1.408307,0.024988
15150,1.401240,0.024988
15200,1.413917,0.024988
15250,1.417905,0.024988
15300,1.421568,0.024987
15350,1.428672,0.024987
15400,1.419181,0.024987
15450,1.425624,0.024987
15500,1.410841,0.024987
15550,1.400942,0.024987
15600,1.403241,0.024987
15650,1.416518,0.024987
15700,1.423092,0.024987
15750,1.427072,0.024987
15800,1.427262,0.024987
15850,1.425771,0.024986
15900,1.429712,0.024986
15950,1.416955,0.024986
16000,1.405778,0.024986
16050,1.408567,0.024986
16100,1.409339,0.024986
16150,1.413936,0.024986
16200,1.421108,0.024986
16250,1.426758,0.024986
16300,1.423531,0.024986
16350,1.423257,0.024985
16400,1.420372,0.024985
16450,1.403430,0.024985
16500,1.404034,0.024985
16550,1.411981,0.024985
16600,1.415035,0.024985
16650,1.420092,0.024985
16700,1.425351,0.024985
16750,1.418630,0.024985
16800,1.429322,0.024985
16850,1.417422,0.024985
16900,1.400777,0.024984
16950,1.405550,0.024984
17000,1.407287,0.024984
17050,1.412522,0.024984
17100,1.413820,0.024984
17150,1.421475,0.024984
17200,1.422370,0.024984
17250,1.420689,0.024984
17300,1.416331,0.024984
17350,1.396669,0.024984
17400,1.412172,0.024983
17450,1.409079,0.024983
17500,1.415336,0.024983
17550,1.407715,0.024983
17600,1.425080,0.024983
17650,1.423723,0.024983
17700,1.419565,0.024983
17750,1.419235,0.024983
17800,1.410812,0.024983
17850,1.397458,0.024983
17900,1.409449,0.024982
17950,1.411210,0.024982
18000,1.409917,0.024982
18050,1.418438,0.024982
18100,1.415744,0.024982
18150,1.424014,0.024982
18200,1.417801,0.024982
18250,1.397029,0.024982
18300,1.399704,0.024982
18350,1.409379,0.024981
18400,1.412007,0.024981
18450,1.413235,0.024981
18500,1.418827,0.024981
18550,1.421509,0.024981
18600,1.420095,0.024981
18650,1.422592,0.024981
18700,1.397242,0.024981
18750,1.406277,0.024981
18800,1.406770,0.024981
18850,1.408235,0.024980
18900,1.413831,0.024980
18950,1.415395,0.024980
19000,1.415315,0.024980
19050,1.415972,0.024980
19100,1.414349,0.024980
19150,1.404940,0.024980
19200,1.405423,0.024980
19250,1.410700,0.024980
19300,1.407072,0.024979
19350,1.407189,0.024979
19400,1.412730,0.024979
19450,1.412791,0.024979
19500,1.432494,0.024979
19550,1.416367,0.024979
19600,1.400377,0.024979
19650,1.397038,0.024979
19700,1.407239,0.024978
19750,1.409220,0.024978
19800,1.415355,0.024978
19850,1.416217,0.024978
19900,1.413310,0.024978
19950,1.423713,0.024978
20000,1.418697,0.024978
20000,0.067999,0.230347,0.162347
20050,1.405929,0.024978
20100,1.403630,0.024978
20150,1.402198,0.024977
20200,1.408328,0.024977
20250,1.409610,0.024977
20300,1.417214,0.024977
20350,1.414485,0.024977
20400,1.416740,0.024977
20450,1.417611,0.024977
20500,1.412519,0.024977
20550,1.392923,0.024976
20600,1.396714,0.024976
20650,1.404072,0.024976
20700,1.407758,0.024976
20750,1.408177,0.024976
20800,1.411154,0.024976
20850,1.417154,0.024976
20900,1.423905,0.024976
20950,1.407866,0.024976
21000,1.399982,0.024975
21050,1.403307,0.024975
21100,1.399670,0.024975
21150,1.415772,0.024975
21200,1.414268,0.024975
21250,1.408492,0.024975
21300,1.414290,0.024975
21350,1.427488,0.024975
21400,1.421657,0.024974
21450,1.399790,0.024974
21500,1.397695,0.024974
21550,1.406195,0.024974
21600,1.409804,0.024974
21650,1.406219,0.024974
21700,1.420967,0.024974
21750,1.414255,0.024974
21800,1.426116,0.024973
21850,1.417720,0.024973
21900,1.396434,0.024973
21950,1.404498,0.024973
22000,1.398803,0.024973
22050,1.407580,0.024973
22100,1.404167,0.024973
22150,1.416842,0.024972
22200,1.414491,0.024972
22250,1.411406,0.024972
22300,1.414576,0.024972
22350,1.387580,0.024972
22400,1.396408,0.024972
22450,1.397283,0.024972
22500,1.404972,0.024972
22550,1.416870,0.024971
22600,1.411851,0.024971
22650,1.410732,0.024971
22700,1.415156,0.024971
22750,1.424012,0.024971
22800,1.395393,0.024971
22850,1.387209,0.024971
22900,1.405238,0.024970
22950,1.416794,0.024970
23000,1.403800,0.024970
23050,1.413518,0.024970
23100,1.415065,0.024970
23150,1.408817,0.024970
23200,1.420821,0.024970
23250,1.390701,0.024970
23300,1.395315,0.024969
23350,1.395180,0.024969
23400,1.403275,0.024969
23450,1.402790,0.024969
23500,1.405800,0.024969
23550,1.412506,0.024969
23600,1.418796,0.024969
23650,1.410642,0.024968
23700,1.400453,0.024968
23750,1.392135,0.024968
23800,1.400593,0.024968
23850,1.401623,0.024968
23900,1.408970,0.024968
23950,1.409691,0.024968
24000,1.414738,0.024967
24050,1.409448,0.024967
24100,1.423258,0.024967
24150,1.392337,0.024967
24200,1.392608,0.024967
24250,1.393391,0.024967
24300,1.406095,0.024967
24350,1.412742,0.024966
24400,1.404462,0.024966
24450,1.424508,0.024966
24500,1.420616,0.024966
24550,1.409118,0.024966
24600,1.407573,0.024966
24650,1.397178,0.024966
24700,1.392662,0.024965
24750,1.409338,0.024965
24800,1.413198,0.024965
24850,1.405375,0.024965
24900,1.420269,0.024965
24950,1.409310,0.024965
25000,1.412485,0.024965
25000,0.048745,0.234669,0.185923
25050,1.411367,0.024964
25100,1.396941,0.024964
25150,1.401836,0.024964
25200,1.401270,0.024964
25250,1.410407,0.024964
25300,1.413213,0.024964
25350,1.410925,0.024964
25400,1.415747,0.024963
25450,1.422548,0.024963
25500,1.409191,0.024963
25550,1.398666,0.024963
25600,1.401224,0.024963
25650,1.398568,0.024963
25700,1.404756,0.024962
25750,1.413365,0.024962
25800,1.409023,0.024962
25850,1.414558,0.024962
25900,1.406187,0.024962
25950,1.416928,0.024962
26000,1.398444,0.024962
26050,1.392902,0.024961
26100,1.401563,0.024961
26150,1.406813,0.024961
26200,1.404494,0.024961
26250,1.417916,0.024961
26300,1.412887,0.024961
26350,1.418589,0.024960
26400,1.417629,0.024960
26450,1.399048,0.024960
26500,1.401829,0.024960
26550,1.391457,0.024960
26600,1.399717,0.024960
26650,1.405478,0.024960
26700,1.414080,0.024959
26750,1.407755,0.024959
26800,1.415394,0.024959
26850,1.409107,0.024959
26900,1.385550,0.024959
26950,1.387442,0.024959
27000,1.400659,0.024958
27050,1.409200,0.024958
27100,1.412485,0.024958
27150,1.409992,0.024958
27200,1.411020,0.024958
27250,1.411406,0.024958
27300,1.411071,0.024957
27350,1.397282,0.024957
27400,1.390003,0.024957
27450,1.391982,0.024957
27500,1.392146,0.024957
27550,1.407720,0.024957
27600,1.416863,0.024956
27650,1.399632,0.024956
27700,1.422490,0.024956
27750,1.416136,0.024956
27800,1.396152,0.024956
27850,1.397049,0.024956
27900,1.403605,0.024955
27950,1.396777,0.024955
28000,1.410865,0.024955
28050,1.399418,0.024955
28100,1.415948,0.024955
28150,1.413528,0.024955
28200,1.411873,0.024954
28250,1.401123,0.024954
28300,1.394416,0.024954
28350,1.395083,0.024954
28400,1.393856,0.024954
28450,1.410337,0.024954
28500,1.399201,0.024953
28550,1.406317,0.024953
28600,1.421870,0.024953
28650,1.420450,0.024953
28700,1.400965,0.024953
28750,1.388405,0.024953
28800,1.394649,0.024952
28850,1.398228,0.024952
28900,1.396826,0.024952
28950,1.405584,0.024952
29000,1.401529,0.024952
29050,1.408024,0.024952
29100,1.411205,0.024951
29150,1.405381,0.024951
29200,1.397897,0.024951
29250,1.402733,0.024951
29300,1.405355,0.024951
29350,1.407117,0.024951
29400,1.406921,0.024950
29450,1.421085,0.024950
29500,1.408525,0.024950
29550,1.413300,0.024950
29600,1.397638,0.024950
29650,1.393525,0.024950
29700,1.402934,0.024949
29750,1.396609,0.024949
29800,1.411758,0.024949
29850,1.406047,0.024949
29900,1.400039,0.024949
29950,1.408900,0.024948
30000,1.407027,0.024948
30000,0.067620,0.237900,0.170280
30050,1.408059,0.024948
30100,1.384005,0.024948
30150,1.391929,0.024948
30200,1.402816,0.024948
30250,1.400481,0.024947
30300,1.410577,0.024947
30350,1.409258,0.024947
30400,1.407621,0.024947
30450,1.416003,0.024947
30500,1.412307,0.024946
30550,1.390197,0.024946
30600,1.391645,0.024946
30650,1.407508,0.024946
30700,1.406504,0.024946
30750,1.404551,0.024946
30800,1.405309,0.024945
30850,1.404897,0.024945
30900,1.410350,0.024945
30950,1.416658,0.024945
31000,1.386870,0.024945
31050,1.398144,0.024944
31100,1.395823,0.024944
31150,1.391594,0.024944
31200,1.409040,0.024944
31250,1.414003,0.024944
31300,1.411650,0.024944
31350,1.416135,0.024943
31400,1.404339,0.024943
31450,1.398232,0.024943
31500,1.381901,0.024943
31550,1.398839,0.024943
31600,1.405647,0.024942
31650,1.406487,0.024942
31700,1.409150,0.024942
31750,1.414897,0.024942
31800,1.402704,0.024942
31850,1.410347,0.024941
31900,1.392007,0.024941
31950,1.398472,0.024941
32000,1.401951,0.024941
32050,1.401645,0.024941
32100,1.405505,0.024941
32150,1.398870,0.024940
32200,1.405007,0.024940
32250,1.401288,0.024940
32300,1.409812,0.024940
32350,1.398266,0.024940
32400,1.385610,0.024939
32450,1.388753,0.024939
32500,1.396549,0.024939
32550,1.397620,0.024939
32600,1.408784,0.024939
32650,1.412803,0.024938
32700,1.406553,0.024938
32750,1.415409,0.024938
32800,1.404191,0.024938
32850,1.387308,0.024938
32900,1.396691,0.024937
32950,1.397818,0.024937
33000,1.397111,0.024937
33050,1.406827,0.024937
33100,1.410525,0.024937
33150,1.409576,0.024936
33200,1.413249,0.024936
33250,1.400235,0.024936
33300,1.394226,0.024936
33350,1.396114,0.024936
33400,1.394072,0.024935
33450,1.411322,0.024935
33500,1.402898,0.024935
33550,1.419111,0.024935
33600,1.409451,0.024935
33650,1.409667,0.024934
33700,1.400439,0.024934
33750,1.389919,0.024934
33800,1.396018,0.024934
33850,1.397150,0.024934
33900,1.400162,0.024933
33950,1.402491,0.024933
34000,1.405778,0.024933
34050,1.401881,0.024933
34100,1.405017,0.024933
34150,1.400867,0.024932
34200,1.394379,0.024932
34250,1.399882,0.024932
34300,1.408291,0.024932
34350,1.402670,0.024932
34400,1.410620,0.024931
34450,1.407206,0.024931
34500,1.395210,0.024931
34550,1.405978,0.024931
34600,1.405223,0.024931
34650,1.391095,0.024930
34700,1.397853,0.024930
34750,1.398343,0.024930
34800,1.404796,0.024930
34850,1.398438,0.024930
34900,1.399887,0.024929
34950,1.409178,0.024929
35000,1.417001,0.024929
35000,0.075814,0.244505,0.168691
35050,1.411060,0.024929
35100,1.383386,0.024928
35150,1.393167,0.024928
35200,1.389027,0.024928
35250,1.401316,0.024928
35300,1.396290,0.024928
35350,1.410710,0.024927
35400,1.408393,0.024927
35450,1.408620,0.024927
35500,1.403246,0.024927
35550,1.386143,0.024927
35600,1.393519,0.024926
35650,1.396252,0.024926
35700,1.400023,0.024926
35750,1.404388,0.024926
35800,1.404710,0.024926
35850,1.407371,0.024925
35900,1.409054,0.024925
35950,1.409242,0.024925
36000,1.391042,0.024925
36050,1.388567,0.024924
36100,1.393661,0.024924
36150,1.400873,0.024924
36200,1.392716,0.024924
36250,1.407821,0.024924
36300,1.405773,0.024923
36350,1.408794,0.024923
36400,1.410975,0.024923
36450,1.391469,0.024923
36500,1.392011,0.024923
36550,1.389721,0.024922
36600,1.394228,0.024922
36650,1.405945,0.024922
36700,1.412151,0.024922
36750,1.408086,0.024921
36800,1.410562,0.024921
36850,1.411007,0.024921
36900,1.396675,0.024921
36950,1.397787,0.024921
37000,1.397462,0.024920
37050,1.401010,0.024920
37100,1.411454,0.024920
37150,1.411061,0.024920
37200,1.421344,0.024919
37250,1.406204,0.024919
37300,1.402411,0.024919
37350,1.392195,0.024919
37400,1.378547,0.024919
37450,1.393813,0.024918
37500,1.391654,0.024918
37550,1.398387,0.024918
37600,1.408849,0.024918
37650,1.399276,0.024917
37700,1.412970,0.024917
37750,1.407357,0.024917
37800,1.399123,0.024917
37850,1.388033,0.024917
37900,1.389435,0.024916
37950,1.396722,0.024916
38000,1.397012,0.024916
38050,1.403301,0.024916
38100,1.404000,0.024915
38150,1.414057,0.024915
38200,1.407410,0.024915
38250,1.399623,0.024915
38300,1.389622,0.024914
38350,1.387426,0.024914
38400,1.388796,0.024914
38450,1.403168,0.024914
38500,1.399173,0.024914
38550,1.394204,0.024913
38600,1.404762,0.024913
38650,1.416455,0.024913
38700,1.400516,0.024913
38750,1.387729,0.024912
38800,1.392113,0.024912
38850,1.392767,0.024912
38900,1.398204,0.024912
38950,1.409933,0.024911
39000,1.409825,0.024911
39050,1.407780,0.024911
39100,1.406490,0.024911
39150,1.408329,0.024911
39200,1.379991,0.024910
39250,1.396551,0.024910
39300,1.393326,0.024910
39350,1.396126,0.024910
39400,1.397864,0.024909
39450,1.402674,0.024909
39500,1.414514,0.024909
39550,1.413612,0.024909
39600,1.411414,0.024908
39650,1.381679,0.024908
39700,1.380306,0.024908
39750,1.394032,0.024908
39800,1.391511,0.024907
39850,1.395313,0.024907
39900,1.403327,0.024907
39950,1.397579,0.024907
40000,1.408760,0.024906
40000,0.104863,0.253931,0.149067
40050,1.404382,0.024906
40100,1.395477,0.024906
40150,1.385213,0.024906
40200,1.405992,0.024906
40250,1.395651,0.024905
40300,1.398854,0.024905
40350,1.396233,0.024905
40400,1.409409,0.024905
40450,1.408387,0.024904
40500,1.400745,0.024904
40550,1.387195,0.024904
40600,1.397943,0.024904
40650,1.384101,0.024903
40700,1.391916,0.024903
40750,1.386606,0.024903
40800,1.396096,0.024903
40850,1.396784,0.024902
40900,1.405549,0.024902
40950,1.405457,0.024902
41000,1.393667,0.024902
41050,1.385310,0.024901
41100,1.385006,0.024901
41150,1.395433,0.024901
41200,1.401151,0.024901
41250,1.400670,0.024900
41300,1.398333,0.024900
41350,1.399938,0.024900
41400,1.407931,0.024900
41450,1.394845,0.024899
41500,1.383908,0.024899
41550,1.378434,0.024899
41600,1.393452,0.024899
41650,1.406901,0.024898
41700,1.399531,0.024898
41750,1.412733,0.024898
41800,1.406936,0.024898
41850,1.413409,0.024897
41900,1.392874,0.024897
41950,1.395704,0.024897
42000,1.396543,0.024897
42050,1.393850,0.024896
42100,1.406750,0.024896
42150,1.406128,0.024896
42200,1.394784,0.024896
42250,1.408763,0.024895
42300,1.397964,0.024895
42350,1.397171,0.024895
42400,1.382412,0.024895
42450,1.389900,0.024894
42500,1.396140,0.024894
42550,1.398019,0.024894
42600,1.404147,0.024894
42650,1.406233,0.024893
42700,1.411350,0.024893
42750,1.400802,0.024893
42800,1.395207,0.024893
42850,1.383708,0.024892
42900,1.380121,0.024892
42950,1.391743,0.024892
43000,1.396133,0.024892
43050,1.390442,0.024891
43100,1.403683,0.024891
43150,1.403920,0.024891
43200,1.402397,0.024891
43250,1.414258,0.024890
43300,1.389627,0.024890
43350,1.385738,0.024890
43400,1.385812,0.024889
43450,1.394854,0.024889
43500,1.403420,0.024889
43550,1.408708,0.024889
43600,1.412505,0.024888
43650,1.400729,0.024888
43700,1.404722,0.024888
43750,1.382816,0.024888
43800,1.384508,0.024887
43850,1.388550,0.024887
43900,1.402161,0.024887
43950,1.403523,0.024887
44000,1.395655,0.024886
44050,1.402216,0.024886
44100,1.407441,0.024886
44150,1.401534,0.024886
44200,1.385021,0.024885
44250,1.386564,0.024885
44300,1.389945,0.024885
44350,1.381398,0.024884
44400,1.393810,0.024884
44450,1.396920,0.024884
44500,1.403411,0.024884
44550,1.419903,0.024883
44600,1.401960,0.024883
44650,1.393795,0.024883
44700,1.378180,0.024883
44750,1.387812,0.024882
44800,1.386105,0.024882
44850,1.387220,0.024882
44900,1.401556,0.024882
44950,1.401856,0.024881
45000,1.405283,0.024881
45000,0.040338,0.201471,0.161133
45050,1.399767,0.024881
45100,1.386207,0.024880
45150,1.381289,0.024880
45200,1.388474,0.024880
45250,1.391728,0.024880
45300,1.394941,0.024879
45350,1.404671,0.024879
45400,1.395531,0.024879
45450,1.412800,0.024879
45500,1.401154,0.024878
45550,1.398252,0.024878
45600,1.380492,0.024878
45650,1.382913,0.024877
45700,1.386439,0.024877
45750,1.389425,0.024877
45800,1.397218,0.024877
45850,1.398974,0.024876
45900,1.405123,0.024876
45950,1.412417,0.024876
46000,1.384095,0.024876
46050,1.395286,0.024875
46100,1.391100,0.024875
46150,1.396522,0.024875
46200,1.395672,0.024874
46250,1.406739,0.024874
46300,1.390644,0.024874
46350,1.394863,0.024874
46400,1.406575,0.024873
46450,1.401025,0.024873
46500,1.383424,0.024873
46550,1.392317,0.024872
46600,1.385862,0.024872
46650,1.385939,0.024872
46700,1.398401,0.024872
46750,1.407346,0.024871
46800,1.407282,0.024871
46850,1.407794,0.024871
46900,1.398519,0.024871
46950,1.390091,0.024870
47000,1.402503,0.024870
47050,1.392220,0.024870
47100,1.402228,0.024869
47150,1.400726,0.024869
47200,1.403932,0.024869
47250,1.408104,0.024869
47300,1.402825,0.024868
47350,1.397483,0.024868
47400,1.377760,0.024868
47450,1.392375,0.024867
47500,1.391825,0.024867
47550,1.398233,0.024867
47600,1.400820,0.024867
47650,1.397697,0.024866
47700,1.404356,0.024866
47750,1.408560,0.024866
47800,1.411560,0.024865
47850,1.382266,0.024865
47900,1.388354,0.024865
47950,1.388429,0.024865
48000,1.390629,0.024864
48050,1.396439,0.024864
48100,1.397081,0.024864
48150,1.397652,0.024863
48200,1.397687,0.024863
48250,1.404769,0.024863
48300,1.380597,0.024863
48350,1.382330,0.024862
48400,1.384783,0.024862
48450,1.401093,0.024862
48500,1.397745,0.024861
48550,1.393548,0.024861
48600,1.400462,0.024861
48650,1.411102,0.024860
48700,1.396056,0.024860
48750,1.386176,0.024860
48800,1.385774,0.024860
48850,1.394737,0.024859
48900,1.392464,0.024859
48950,1.397588,0.024859
49000,1.399371,0.024858
49050,1.407040,0.024858
49100,1.403476,0.024858
49150,1.399282,0.024858
49200,1.388822,0.024857
49250,1.377036,0.024857
49300,1.381150,0.024857
49350,1.394198,0.024856
49400,1.395883,0.024856
49450,1.400143,0.024856
49500,1.408944,0.024855
49550,1.407611,0.024855
49600,1.407766,0.024855
49650,1.388494,0.024855
49700,1.380612,0.024854
49750,1.396915,0.024854
49800,1.390416,0.024854
49850,1.403321,0.024853
49900,1.391376,0.024853
49950,1.404185,0.024853
50000,1.403202,0.024852
50000,0.060922,0.241208,0.180285
50050,1.402264,0.024852
50100,1.388606,0.024852
50150,1.384580,0.024852
50200,1.388375,0.024851
50250,1.398405,0.024851
50300,1.390695,0.024851
50350,1.399396,0.024850
50400,1.399011,0.024850
50450,1.402998,0.024850
50500,1.404280,0.024849
50550,1.392190,0.024849
50600,1.386613,0.024849
50650,1.385677,0.024849
50700,1.390722,0.024848
50750,1.386454,0.024848
50800,1.388093,0.024848
50850,1.400078,0.024847
50900,1.408665,0.024847
50950,1.396139,0.024847
51000,1.393864,0.024846
51050,1.382493,0.024846
51100,1.381544,0.024846
51150,1.389920,0.024845
51200,1.390250,0.024845
51250,1.393148,0.024845
51300,1.404997,0.024845
51350,1.402995,0.024844
51400,1.400717,0.024844
51450,1.398079,0.024844
51500,1.388905,0.024843
51550,1.388400,0.024843
51600,1.391751,0.024843
51650,1.393307,0.024842
51700,1.405243,0.024842
51750,1.398719,0.024842
51800,1.402568,0.024841
51850,1.400652,0.024841
51900,1.401926,0.024841
51950,1.376277,0.024841
52000,1.390332,0.024840
52050,1.388276,0.024840
52100,1.390415,0.024840
52150,1.401972,0.024839
52200,1.391147,0.024839
52250,1.401674,0.024839
52300,1.404480,0.024838
52350,1.405772,0.024838
52400,1.381674,0.024838
52450,1.392023,0.024837
52500,1.393085,0.024837
52550,1.388458,0.024837
52600,1.383419,0.024836
52650,1.400515,0.024836
52700,1.391954,0.024836
52750,1.401210,0.024836
52800,1.410950,0.024835
52850,1.383510,0.024835
52900,1.383868,0.024835
52950,1.384561,0.024834
53000,1.388103,0.024834
53050,1.398136,0.024834
53100,1.400172,0.024833
53150,1.401506,0.024833
