timestamp,step,loss,perplexity,learning_rate,tokens_per_sec,tokens_total,tokens_billions,elapsed_hours,val_loss
2026-02-20T16:54:23.558945,15500,3.748030,42.44,2.000000e-04,25990,380928000,0.3809,4.0713,
2026-02-20T16:54:24.722602,15500,3.748030,42.44,2.000000e-04,25988,380928000,0.3809,4.0716,3.673471
2026-02-20T16:55:13.396740,15550,3.783489,43.97,2.000000e-04,25986,382156800,0.3822,4.0851,
2026-02-20T16:55:58.625595,15600,3.750945,42.56,2.000000e-04,25989,383385600,0.3834,4.0977,
2026-02-20T16:56:44.460324,15650,3.744627,42.29,2.000000e-04,25992,384614400,0.3846,4.1104,
2026-02-20T16:57:29.678420,15700,3.730898,41.72,2.000000e-04,25996,385843200,0.3858,4.1230,
2026-02-20T16:58:14.871944,15750,3.712631,40.96,2.000000e-04,25999,387072000,0.3871,4.1355,
2026-02-20T16:59:00.069229,15800,3.721173,41.31,2.000000e-04,26003,388300800,0.3883,4.1481,
2026-02-20T16:59:45.012375,15850,3.740064,42.10,2.000000e-04,26007,389529600,0.3895,4.1606,
2026-02-20T17:00:30.062443,15900,3.745828,42.34,2.000000e-04,26011,390758400,0.3908,4.1731,
2026-02-20T17:01:15.282797,15950,3.743155,42.23,2.000000e-04,26014,391987200,0.3920,4.1856,
2026-02-20T17:02:00.342233,16000,3.734969,41.89,2.000000e-04,26018,393216000,0.3932,4.1981,
2026-02-20T17:02:01.504890,16000,3.734969,41.89,2.000000e-04,26016,393216000,0.3932,4.1985,3.651253
2026-02-20T17:03:25.376380,16050,3.748861,42.47,2.000000e-04,25953,394444800,0.3944,4.2218,
2026-02-20T17:04:10.789347,16100,3.760441,42.97,2.000000e-04,25956,395673600,0.3957,4.2344,
2026-02-20T17:04:55.707819,16150,3.763462,43.10,2.000000e-04,25960,396902400,0.3969,4.2469,
2026-02-20T17:05:40.779790,16200,3.763022,43.08,2.000000e-04,25964,398131200,0.3981,4.2594,
2026-02-20T17:06:26.587408,16250,3.755476,42.75,2.000000e-04,25967,399360000,0.3994,4.2721,
2026-02-20T17:07:11.507032,16300,3.777164,43.69,2.000000e-04,25971,400588800,0.4006,4.2846,
2026-02-20T17:07:56.649780,16350,3.749413,42.50,2.000000e-04,25975,401817600,0.4018,4.2971,
