timestamp,step,recon_loss,pos_sim,neg_sim,wo_sim,eff_rank,lr,elapsed_hours
2026-03-07T15:10:19.118556,500,12.993302,0.6754,0.4716,0.9171,21,7.500000e-05,0.1104
2026-03-07T15:14:25.836594,1000,10.725173,0.5981,0.3745,0.9169,21,1.500000e-04,0.1789
2026-03-07T15:18:31.624075,1500,9.148969,0.6335,0.1977,0.9183,24,2.250000e-04,0.2472
2026-03-07T15:22:37.950977,2000,7.847642,0.7494,0.2148,0.9394,31,3.000000e-04,0.3156
2026-03-07T15:26:48.845357,2500,6.347836,0.6551,0.1941,0.9039,40,2.999953e-04,0.3853
2026-03-07T15:30:53.806075,3000,4.513411,0.7673,0.4303,0.8795,65,2.999812e-04,0.4533
2026-03-07T15:35:00.972494,3500,2.733003,0.7328,0.5952,0.8771,74,2.999576e-04,0.5220
2026-03-07T15:39:06.552071,4000,1.829294,0.8259,0.5890,0.8961,77,2.999246e-04,0.5902
2026-03-07T15:43:13.085120,4500,1.283944,0.8181,0.5444,0.8877,78,2.998821e-04,0.6587
2026-03-07T15:47:19.293991,5000,1.081599,0.7959,0.4909,0.9078,79,2.998302e-04,0.7271
2026-03-07T15:51:26.267964,5500,0.852384,0.8066,0.5915,0.9250,72,2.997689e-04,0.7957
2026-03-07T15:55:31.992421,6000,0.832790,0.8586,0.8192,0.8454,61,2.996982e-04,0.8640
2026-03-07T15:59:38.574760,6500,0.805511,0.8700,0.8208,0.8418,62,2.996180e-04,0.9324
2026-03-07T16:03:44.680579,7000,0.688932,0.8585,0.8371,0.8548,65,2.995284e-04,1.0008
2026-03-07T16:07:50.885931,7500,0.649627,0.8790,0.8948,0.8815,64,2.994294e-04,1.0692
2026-03-07T16:11:56.593431,8000,0.699148,0.8782,0.8613,0.8900,57,2.993210e-04,1.1375
2026-03-07T16:16:04.036795,8500,0.602568,0.8613,0.8309,0.8850,58,2.992032e-04,1.2062
2026-03-07T16:20:11.931078,9000,0.638945,0.8704,0.8658,0.8169,57,2.990760e-04,1.2750
2026-03-07T16:24:18.293827,9500,0.543483,0.8804,0.8470,0.9126,57,2.989395e-04,1.3435
2026-03-07T16:28:23.719362,10000,0.542083,0.9021,0.8971,0.8877,55,2.987935e-04,1.4117
2026-03-07T16:32:38.653278,10500,0.528723,0.9095,0.8290,0.9077,55,2.986382e-04,1.4825
