timestamp,step,recon_loss,pos_sim,neg_sim,wo_sim,eff_rank,lr,elapsed_hours
2026-03-08T17:42:40.259771,500,31.852647,0.8527,0.6921,0.9474,16,7.500000e-05,0.0764
2026-03-08T17:47:06.210718,1000,20.405960,0.8097,0.6274,0.9818,14,1.500000e-04,0.1503
2026-03-08T17:51:33.173798,1500,15.901335,0.8178,0.6504,0.9867,15,2.250000e-04,0.2245
2026-03-08T17:56:00.156349,2000,14.303849,0.8345,0.7759,0.9717,16,3.000000e-04,0.2986
2026-03-08T18:00:28.563436,2500,13.526428,0.7866,0.6608,0.9558,16,2.999953e-04,0.3732
2026-03-08T18:04:56.888965,3000,12.585670,0.7927,0.5533,0.9541,16,2.999812e-04,0.4477
2026-03-08T18:09:24.044304,3500,12.283264,0.7996,0.6861,0.9161,17,2.999576e-04,0.5219
2026-03-08T18:13:51.442582,4000,11.843838,0.8669,0.6390,0.9743,17,2.999246e-04,0.5962
2026-03-08T18:18:20.397008,4500,11.790566,0.8901,0.5430,0.9212,18,2.998821e-04,0.6709
2026-03-08T18:22:47.503569,5000,11.548807,0.8808,0.6498,0.9270,18,2.998302e-04,0.7451
2026-03-08T18:27:17.228658,5500,11.456834,0.9164,0.7137,0.9701,18,2.997689e-04,0.8200
2026-03-08T18:31:44.587718,6000,11.209759,0.8809,0.6693,0.9380,19,2.996982e-04,0.8943
2026-03-08T18:36:14.379717,6500,10.782154,0.8479,0.6333,0.9358,18,2.996180e-04,0.9693
2026-03-08T18:40:41.572243,7000,11.061790,0.9107,0.6663,0.9319,19,2.995284e-04,1.0435
2026-03-08T18:45:09.963518,7500,10.898418,0.8807,0.6977,0.9408,18,2.994294e-04,1.1180
2026-03-08T18:49:38.281058,8000,10.666606,0.8839,0.5971,0.9431,19,2.993210e-04,1.1926
2026-03-08T18:54:07.613806,8500,10.234590,0.8956,0.7888,0.8920,19,2.992032e-04,1.2674
2026-03-08T18:58:34.985025,9000,10.383404,0.8887,0.7588,0.7992,19,2.990760e-04,1.3416
2026-03-08T19:03:01.531227,9500,10.413447,0.8849,0.7287,0.9463,19,2.989395e-04,1.4157
2026-03-08T19:07:27.865302,10000,10.412612,0.8815,0.7099,0.9510,19,2.987935e-04,1.4897
