timestamp,step,recon_loss,token_acc,exact_match,em_ema,lr,elapsed_hours,analogy_avg,clustering_gap,direction_consistency,word_order_sim,effective_rank90,effective_rank95,para_loss,para_token_acc,parse_loss,parse_token_acc,geo_scale,wo_loss,hrepul_loss,brepul_loss,analogy_loss,dircon_loss,cluster_loss
2026-03-11T15:07:59.075047,56000,0.159381,0.9747,0.8462,0.4852,1.962029e-04,1.4425,0.7675,0.0646,0.1336,0.8703,26,34,3.171768,0.0000,0.545244,0.9254,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-03-11T15:08:44.531828,56500,0.151815,0.9684,0.8462,0.4888,1.961328e-04,1.4551,0.7704,0.0617,0.1396,0.8721,26,34,3.159394,0.0000,0.522912,0.9851,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-03-11T15:09:30.289938,57000,0.152840,0.9684,0.9231,0.4931,1.960620e-04,1.4678,0.7463,0.0604,0.1524,0.8617,26,34,3.003388,0.0000,0.538581,0.9701,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-03-11T15:10:16.398487,57500,0.158249,0.9810,0.9231,0.4974,1.959906e-04,1.4806,0.7665,0.0564,0.1520,0.8689,26,34,3.150085,0.0000,0.553681,0.9701,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-03-11T15:11:02.291374,58000,0.171527,0.9873,0.9231,0.5017,1.959185e-04,1.4934,0.7701,0.0539,0.1532,0.8708,26,34,3.135743,0.0000,0.505471,0.9552,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2026-03-11T15:16:00.712688,58500,0.175272,0.9620,0.6923,0.5036,1.958459e-04,1.5763,0.8043,0.1516,0.1684,0.4540,23,31,3.062401,0.0000,0.526002,0.8209,0.0998,0.030960,0.452566,0.135211,0.063089,0.401489,0.142620
2026-03-11T15:20:56.714960,59000,0.163043,0.9430,0.7692,0.5062,1.957726e-04,1.6585,0.8125,0.1635,0.2110,0.3037,22,30,3.142172,0.0000,0.507433,0.8209,0.1998,0.010107,0.372224,0.071086,0.030512,0.278555,0.058276
2026-03-11T15:25:53.134059,59500,0.126171,0.9557,0.7692,0.5089,1.956986e-04,1.7408,0.8120,0.1940,0.2120,0.2652,21,28,3.085849,0.0000,0.547824,0.7015,0.2998,0.003950,0.299525,0.032841,0.016477,0.246316,0.018691
2026-03-11T15:30:48.668815,60000,0.154991,0.9304,0.5385,0.5092,1.956241e-04,1.8229,0.8303,0.2095,0.2086,0.2537,19,27,3.101996,0.0000,0.534777,0.6716,0.3998,0.003767,0.237327,0.014960,0.009593,0.209344,0.020918
2026-03-11T15:35:49.741402,60500,0.148830,0.9684,0.6923,0.5110,1.955489e-04,1.9065,0.8480,0.1773,0.2105,0.2540,19,27,3.055709,0.0000,0.521872,0.6866,0.4998,0.002630,0.190800,0.007788,0.009292,0.210204,0.017075
2026-03-11T15:40:45.105195,61000,0.124609,0.9241,0.6923,0.5128,1.954731e-04,1.9886,0.8278,0.1618,0.2083,0.2100,20,27,3.110725,0.0000,0.520173,0.7910,0.5998,0.001426,0.160740,0.004053,0.006837,0.206620,0.005866
2026-03-11T15:45:41.067664,61500,0.178520,0.9430,0.6154,0.5138,1.953967e-04,2.0708,0.8503,0.1846,0.2109,0.1794,19,26,3.123313,0.0000,0.560835,0.7015,0.6998,0.000555,0.133108,0.002411,0.005000,0.205964,0.001509
2026-03-11T15:50:36.792291,62000,0.184162,0.9430,0.6923,0.5156,1.953196e-04,2.1529,0.8207,0.1622,0.2000,0.1830,20,27,3.063357,0.0000,0.547625,0.6866,0.7998,0.000747,0.112962,0.001615,0.001821,0.205582,0.002479
2026-03-11T15:55:32.905080,62500,0.176744,0.9430,0.6154,0.5166,1.952420e-04,2.2352,0.8318,0.1561,0.1878,0.1935,19,26,3.147189,0.0000,0.540976,0.8060,0.8998,0.001305,0.103743,0.000988,0.003869,0.197139,0.003856
2026-03-11T15:58:23.935860,63000,0.183091,0.9494,0.7692,0.5191,1.951637e-04,2.2827,0.8339,0.1610,0.2038,0.2762,20,27,3.073273,0.0000,0.526902,0.8806,0.9998,0.000269,0.060385,0.000816,0.001452,0.098859,0.001059
2026-03-11T16:01:19.674162,63500,0.157410,0.9304,0.5385,0.5193,1.950847e-04,2.3315,0.8291,0.1498,0.1925,0.3041,22,29,3.106761,0.0000,0.514236,0.8657,1.0000,0.000680,0.060327,0.000919,0.001697,0.107634,0.001035
