timestamp,step,recon_loss,para_sim,neg_sim,word_order_sim,lr,elapsed_hours
2026-03-06T15:41:25.549587,500,4.310883,0.5531,0.3642,0.9056,7.500000e-05,0.0672
2026-03-06T15:44:27.623122,1000,3.203480,0.6551,0.8324,0.9874,1.500000e-04,0.1178
2026-03-06T15:47:24.727920,1500,2.850197,0.3067,0.2066,0.8322,2.250000e-04,0.1670
2026-03-06T15:50:26.105431,2000,2.616731,0.6229,0.7557,0.8237,3.000000e-04,0.2174
