timestamp,step,recon_loss,token_acc,exact_match,em_ema,lr,elapsed_hours,analogy_avg,clustering_gap,direction_consistency,word_order_sim,effective_rank90,effective_rank95
2026-03-12T13:44:04.126092,5000,6.173665,0.1646,0.0000,0.0000,1.999882e-04,0.6147,0.5741,0.1498,0.0810,0.9233,37,45
2026-03-12T14:21:09.662296,10000,5.964687,0.2278,0.0000,0.0000,1.999161e-04,1.2329,0.6419,0.0664,0.1787,0.9867,39,47
