timestamp,step,recon_loss,pos_sim,neg_sim,wo_sim,eff_rank,lr,elapsed_hours
2026-03-07T13:08:26.488840,500,12.907521,0.6185,0.2501,0.9585,20,7.500000e-05,0.0763
2026-03-07T13:12:00.812321,1000,10.527332,0.5551,0.0592,0.9515,18,1.500000e-04,0.1358
2026-03-07T13:15:31.256296,1500,8.982229,0.3965,-0.0913,0.9780,19,2.250000e-04,0.1943
2026-03-07T13:18:57.593857,2000,7.494290,0.4284,-0.1690,0.9449,26,3.000000e-04,0.2516
2026-03-07T13:22:26.608222,2500,6.275991,0.4899,-0.3366,0.9503,27,2.999953e-04,0.3096
2026-03-07T13:25:56.541491,3000,4.586723,0.5862,0.0988,0.8664,42,2.999812e-04,0.3680
2026-03-07T13:29:24.419819,3500,2.693782,0.4296,0.1269,0.8652,47,2.999576e-04,0.4257
2026-03-07T13:32:53.481676,4000,1.086708,0.6747,0.2436,0.8385,43,2.999246e-04,0.4838
2026-03-07T13:36:22.272556,4500,0.287126,0.5680,0.2319,0.8238,40,2.998821e-04,0.5418
2026-03-07T13:39:50.369281,5000,-0.606466,0.6722,0.4051,0.8116,36,2.998302e-04,0.5996
2026-03-07T13:43:22.321694,5500,-1.154939,0.4386,0.1593,0.8179,33,2.997689e-04,0.6584
2026-03-07T13:46:52.257697,6000,-1.669372,0.4446,0.0542,0.8751,31,2.996982e-04,0.7168
