step,sg_loss,cbow_loss,var_loss,lr
1292950,2.636343,2.746357,2.044940,0.007046
1293000,2.770943,3.066483,2.151313,0.007045
1293050,2.721679,2.981269,2.114181,0.007044
1293100,2.804809,3.127408,2.178135,0.007043
1293150,2.788257,3.080438,2.154814,0.007042
1293200,2.788791,3.101377,2.167238,0.007041
1293250,2.791326,3.084491,2.159418,0.007041
1293300,2.782874,3.076663,2.159687,0.007040
1293350,2.782583,3.085108,2.159695,0.007039
1293400,2.780032,3.085996,2.161866,0.007038
1293450,2.803070,3.129891,2.172145,0.007037
1293500,2.816594,3.155770,2.190527,0.007036
1293550,2.804656,3.123593,2.174524,0.007035
1293600,2.773548,3.073326,2.162930,0.007034
1293650,2.774416,3.084326,2.159452,0.007034
1293700,2.774068,3.050539,2.151524,0.007033
1293750,2.790351,3.117381,2.173039,0.007032
1293800,2.810716,3.144406,2.186949,0.007031
1293850,2.759975,3.042557,2.144013,0.007030
1293900,2.771511,3.093164,2.155916,0.007029
1293950,2.783613,3.061951,2.151729,0.007028
1294000,2.803749,3.111554,2.172138,0.007027
1294050,2.781579,3.082237,2.156982,0.007027
1294100,2.768625,3.004317,2.131700,0.007026
1294150,2.796309,3.079273,2.153983,0.007025
1294200,2.814336,3.153847,2.188121,0.007024
1294250,2.785647,3.093012,2.167526,0.007023
1294300,2.775240,3.049806,2.149493,0.007022
1294350,2.792030,3.098258,2.163957,0.007021
1294400,2.781420,3.092263,2.162073,0.007020
1294450,2.751421,3.021618,2.130180,0.007020
1294500,2.734222,2.994858,2.122923,0.007019
1294550,2.792180,3.081184,2.157199,0.007018
1294600,2.807391,3.114548,2.177927,0.007017
1294650,2.810982,3.115822,2.171521,0.007016
1294700,2.738095,2.994000,2.114768,0.007015
1294750,2.769549,3.058060,2.147946,0.007014
1294800,2.755360,3.029739,2.132538,0.007013
1294850,2.775660,3.061142,2.142090,0.007012
1294900,2.779885,3.075202,2.156046,0.007012
1294950,2.590641,2.834697,2.033874,0.007011
1295000,2.797337,3.127256,2.176678,0.007010
1295000,2.797337,3.127256,2.176678,0.007010,0.700000,0.335278,0.325595,-0.009683
1295050,2.783094,3.102973,2.161026,0.007009
1295100,2.721115,2.951294,2.113920,0.007008
1295150,2.802603,3.114864,2.159883,0.007007
1295200,2.825049,3.153800,2.188497,0.007006
1295250,2.743032,2.988047,2.130174,0.007005
1295300,2.784383,3.073983,2.160760,0.007005
1295350,2.787093,3.097694,2.161432,0.007004
1295400,2.722898,2.954364,2.102172,0.007003
1295450,2.803983,3.102350,2.166048,0.007002
1295500,2.724165,2.970940,2.107514,0.007001
1295550,2.729655,2.988213,2.117779,0.007000
1295600,2.679246,2.946779,2.086000,0.006999
1295650,2.802681,3.114616,2.173072,0.006998
1295700,2.729315,3.019542,2.127994,0.006998
1295750,2.828797,3.120594,2.179357,0.006997
1295800,2.759954,3.031827,2.139746,0.006996
1295850,2.759764,3.041544,2.141659,0.006995
1295900,2.802082,3.142536,2.178048,0.006994
1295950,2.752994,3.054257,2.150541,0.006993
1296000,2.796774,3.116206,2.176230,0.006992
1296050,2.788030,3.077788,2.163176,0.006991
1296100,2.779692,3.090384,2.157826,0.006991
1296150,2.716550,2.953930,2.100550,0.006990
1296200,2.780185,3.089209,2.157565,0.006989
1296250,2.719347,3.009926,2.116536,0.006988
1296300,2.780741,3.061903,2.150883,0.006987
1296350,2.771774,3.053601,2.153071,0.006986
1296400,2.773948,3.085059,2.155457,0.006985
1296450,2.802049,3.114026,2.170314,0.006984
1296500,2.757665,3.045426,2.135265,0.006984
1296550,2.761194,3.050831,2.143700,0.006983
1296600,2.784515,3.049132,2.148704,0.006982
1296650,2.744563,3.037531,2.136768,0.006981
1296700,2.756560,3.043761,2.142672,0.006980
1296750,2.807870,3.130515,2.175631,0.006979
1296800,2.819233,3.033078,2.157914,0.006978
1296850,2.772518,3.068934,2.148791,0.006977
1296900,2.770467,3.047853,2.139440,0.006977
1296950,2.754055,3.019794,2.136081,0.006976
1297000,2.782722,3.066597,2.159421,0.006975
1297050,2.679811,2.874512,2.078028,0.006974
1297100,2.473454,2.524300,1.911743,0.006973
1297150,2.753633,3.064020,2.137561,0.006972
1297200,2.462261,2.731582,1.962003,0.006971
1297250,2.739460,3.009175,2.125236,0.006970
1297300,2.742728,3.028042,2.136046,0.006970
1297350,2.752884,3.041709,2.143219,0.006969
1297400,2.751438,3.044736,2.135248,0.006968
1297450,2.733067,2.981852,2.114028,0.006967
1297500,2.730778,2.983377,2.112273,0.006966
1297550,2.724311,2.983354,2.116202,0.006965
1297600,2.702705,2.961859,2.098629,0.006964
1297650,2.794512,3.103353,2.173300,0.006963
1297700,2.818820,3.139283,2.185013,0.006963
1297750,2.743485,2.976555,2.121128,0.006962
1297800,2.755297,3.054710,2.141514,0.006961
1297850,2.756958,3.023369,2.136242,0.006960
1297900,2.784421,3.111720,2.169966,0.006959
1297950,2.778037,3.080202,2.154672,0.006958
1298000,2.794245,3.113097,2.175791,0.006957
1298050,2.781229,3.117184,2.164227,0.006956
1298100,2.780274,3.072095,2.156428,0.006956
1298150,2.702577,2.931695,2.094189,0.006955
1298200,2.774682,3.080266,2.152614,0.006954
1298250,2.785506,3.094560,2.167777,0.006953
1298300,2.793718,3.112696,2.167733,0.006952
1298350,2.797996,3.128493,2.179974,0.006951
1298400,2.750306,3.049689,2.140070,0.006950
1298450,2.752129,3.015528,2.124104,0.006949
1298500,2.725646,2.958820,2.106390,0.006949
1298550,2.807684,3.129922,2.176218,0.006948
1298600,2.800270,3.125016,2.174106,0.006947
1298650,2.749111,3.004535,2.131927,0.006946
1298700,2.781989,3.070572,2.163589,0.006945
1298750,2.818244,3.136642,2.183984,0.006944
1298800,2.759519,3.033935,2.144656,0.006943
1298850,2.713900,3.005396,2.132395,0.006942
1298900,2.775290,3.105325,2.161650,0.006942
1298950,2.818911,3.135110,2.182867,0.006941
1299000,2.785341,3.127694,2.169578,0.006940
1299050,2.798483,3.117452,2.171416,0.006939
1299100,2.743209,3.006947,2.135327,0.006938
1299150,2.728304,2.995046,2.120755,0.006937
1299200,2.775127,3.086533,2.153031,0.006936
1299250,2.748830,3.033797,2.141431,0.006935
1299300,2.774733,3.074775,2.153189,0.006935
1299350,2.718642,2.974246,2.111468,0.006934
1299400,2.786919,3.091105,2.152736,0.006933
1299450,2.778619,3.053535,2.148152,0.006932
1299500,2.713613,2.969070,2.111637,0.006931
1299550,2.810692,3.152009,2.181695,0.006930
1299600,2.746758,3.006412,2.128202,0.006929
1299650,2.759098,3.037471,2.138376,0.006928
1299700,2.781509,3.119445,2.167296,0.006928
1299750,2.819711,3.172049,2.194183,0.006927
1299800,2.784669,3.099465,2.157975,0.006926
1299850,2.778507,3.093429,2.161757,0.006925
1299900,2.768662,3.078894,2.147458,0.006924
1299950,2.765305,3.078658,2.156333,0.006923
1300000,2.779924,3.064808,2.155693,0.006922
1300000,2.779924,3.064808,2.155693,0.006922,0.700000,0.359451,0.331386,-0.028065
1300050,2.730571,3.002708,2.121591,0.006921
1300100,2.772608,3.057812,2.149316,0.006921
1300150,2.693946,2.837036,2.072277,0.006920
1300200,2.732125,2.977847,2.117305,0.006919
1300250,2.765486,3.050884,2.150879,0.006918
1300300,2.747261,3.033351,2.133942,0.006917
1300350,2.711939,2.971416,2.109788,0.006916
1300400,2.773028,2.992969,2.128114,0.006915
1300450,2.784151,3.073823,2.152606,0.006914
1300500,2.832381,3.143289,2.185059,0.006914
1300550,2.809036,3.154731,2.186040,0.006913
1300600,2.802483,3.133930,2.175467,0.006912
1300650,2.789580,3.114608,2.166751,0.006911
1300700,2.775535,3.087593,2.160344,0.006910
1300750,2.730654,3.017211,2.131646,0.006909
1300800,2.782465,3.089139,2.160373,0.006908
1300850,2.795951,3.103308,2.168755,0.006907
1300900,2.757058,3.062373,2.144806,0.006907
1300950,2.778746,3.071496,2.158520,0.006906
1301000,2.760516,3.092727,2.153861,0.006905
1301050,2.786254,3.083249,2.164526,0.006904
1301100,2.778834,3.061786,2.154484,0.006903
1301150,2.794602,3.094661,2.168466,0.006902
1301200,2.752795,2.998103,2.114719,0.006901
1301250,2.769599,3.038096,2.141514,0.006900
1301300,2.754482,3.031990,2.143247,0.006900
1301350,2.779722,3.076634,2.156607,0.006899
1301400,2.742414,3.003078,2.130289,0.006898
1301450,2.747457,3.005703,2.130641,0.006897
1301500,2.769599,3.097962,2.164311,0.006896
1301550,2.707450,3.017585,2.115938,0.006895
1301600,2.754291,3.039560,2.135612,0.006894
1301650,2.744381,2.972138,2.120586,0.006893
1301700,2.729567,2.946089,2.113906,0.006893
1301750,2.765780,3.050929,2.141485,0.006892
1301800,2.738244,2.989776,2.116727,0.006891
1301850,2.789971,3.117165,2.165023,0.006890
1301900,2.786948,3.052226,2.149920,0.006889
1301950,2.777623,3.053283,2.157698,0.006888
1302000,2.774935,3.078897,2.157990,0.006887
1302050,2.756902,3.011458,2.125767,0.006886
1302100,2.788548,3.110381,2.163940,0.006886
1302150,2.759368,3.063736,2.146231,0.006885
1302200,2.787416,3.096052,2.169001,0.006884
1302250,2.798136,3.125596,2.176146,0.006883
1302300,2.808928,3.149755,2.187762,0.006882
1302350,2.674325,2.844486,2.079105,0.006881
1302400,2.734202,2.996291,2.111362,0.006880
1302450,2.763836,3.028200,2.141314,0.006880
1302500,2.775841,3.077846,2.157141,0.006879
1302550,2.807677,3.136220,2.179240,0.006878
1302600,2.782202,3.078287,2.157310,0.006877
1302650,2.797425,3.148492,2.184890,0.006876
1302700,2.758305,3.096765,2.152676,0.006875
1302750,2.787104,3.103380,2.166303,0.006874
1302800,2.758329,3.043282,2.134560,0.006873
1302850,2.731697,2.983229,2.125735,0.006873
1302900,2.690031,2.886305,2.088236,0.006872
1302950,2.729021,2.968449,2.110626,0.006871
1303000,2.810452,3.137129,2.175231,0.006870
1303050,2.753518,3.041390,2.146598,0.006869
1303100,2.802452,3.107965,2.163775,0.006868
1303150,2.772880,3.097157,2.159681,0.006867
1303200,2.796754,3.091097,2.159254,0.006866
1303250,2.787973,3.107748,2.162726,0.006866
1303300,2.833754,3.160010,2.193551,0.006865
1303350,2.804256,3.127302,2.177378,0.006864
1303400,2.820010,3.138180,2.184668,0.006863
1303450,2.734579,2.986955,2.124111,0.006862
1303500,2.676075,2.890411,2.077438,0.006861
1303550,2.758899,3.062162,2.145875,0.006860
1303600,2.755661,3.004851,2.129933,0.006859
1303650,2.797289,3.133589,2.177855,0.006859
1303700,2.765025,3.048040,2.145347,0.006858
1303750,2.755157,3.002895,2.121099,0.006857
1303800,2.785283,3.117061,2.164824,0.006856
1303850,2.745205,3.056083,2.138934,0.006855
1303900,2.633905,2.821352,2.057718,0.006854
1303950,2.787123,3.095649,2.158848,0.006853
1304000,2.768025,3.063184,2.151414,0.006852
1304050,2.791219,3.092924,2.162644,0.006852
1304100,2.819051,3.175179,2.194894,0.006851
1304150,2.698233,2.914538,2.082111,0.006850
1304200,2.657405,2.829974,2.048646,0.006849
1304250,2.772892,3.056704,2.144144,0.006848
1304300,2.783848,3.088558,2.157155,0.006847
1304350,2.770597,3.064762,2.147316,0.006846
1304400,2.793569,3.119746,2.175844,0.006846
1304450,2.688600,2.956824,2.091739,0.006845
1304500,2.757014,3.049343,2.143827,0.006844
1304550,2.795607,3.098627,2.172467,0.006843
1304600,2.838395,3.203601,2.208746,0.006842
1304650,2.799651,3.136156,2.176279,0.006841
1304700,2.764142,3.061005,2.143429,0.006840
1304750,2.767276,3.041664,2.146303,0.006839
1304800,2.733034,2.977152,2.119205,0.006839
1304850,2.791000,3.102621,2.163232,0.006838
1304900,2.797331,3.137430,2.175967,0.006837
1304950,2.763386,3.057738,2.143461,0.006836
1305000,2.708691,2.973501,2.103356,0.006835
1305000,2.708691,2.973501,2.103356,0.006835,0.700000,0.302476,0.326780,0.024305
1305050,2.777747,3.075805,2.150161,0.006834
1305100,2.751716,3.042233,2.140305,0.006833
1305150,2.775387,3.057070,2.147923,0.006832
1305200,2.782948,3.068767,2.159916,0.006832
1305250,2.779816,3.072649,2.159286,0.006831
1305300,2.757473,3.052736,2.141978,0.006830
1305350,2.804295,3.084307,2.161082,0.006829
1305400,2.732102,3.037422,2.130159,0.006828
1305450,2.750694,2.984717,2.129812,0.006827
1305500,2.737983,3.004329,2.122995,0.006826
1305550,2.776085,3.107099,2.156904,0.006825
1305600,2.778108,3.068787,2.153885,0.006825
1305650,2.728676,2.982691,2.111062,0.006824
1305700,2.763208,3.068821,2.146887,0.006823
1305750,2.727636,2.956824,2.107180,0.006822
1305800,2.751111,3.024576,2.135856,0.006821
1305850,2.800846,3.146181,2.186166,0.006820
1305900,2.779102,3.061599,2.152963,0.006819
1305950,2.707676,2.971682,2.107472,0.006819
1306000,2.744121,3.031432,2.139047,0.006818
1306050,2.777854,3.044842,2.146144,0.006817
1306100,2.810276,3.165557,2.194875,0.006816
1306150,2.754532,3.058629,2.148800,0.006815
1306200,2.741356,3.010723,2.124755,0.006814
1306250,2.669075,2.819423,2.040550,0.006813
1306300,2.784818,3.053190,2.156160,0.006812
1306350,2.758629,3.061493,2.144005,0.006812
1306400,2.769519,3.055672,2.151200,0.006811
1306450,2.785508,3.096321,2.162107,0.006810
1306500,2.788464,3.105149,2.162511,0.006809
1306550,2.791360,3.109239,2.174245,0.006808
1306600,2.736260,3.009894,2.126432,0.006807
1306650,2.775329,3.068948,2.153312,0.006806
1306700,2.811801,3.151145,2.185477,0.006805
1306750,2.790337,3.119985,2.173021,0.006805
1306800,2.737545,3.002074,2.129949,0.006804
1306850,2.791934,3.084834,2.157772,0.006803
1306900,2.810009,3.100736,2.171713,0.006802
1306950,2.742929,3.010213,2.133546,0.006801
1307000,2.765499,3.048831,2.149579,0.006800
1307050,2.748704,3.044542,2.129522,0.006799
1307100,2.765096,3.052011,2.142841,0.006799
1307150,2.719162,2.970175,2.109903,0.006798
1307200,2.774600,3.072746,2.150685,0.006797
1307250,2.794235,3.123170,2.168530,0.006796
1307300,2.725003,2.963010,2.107766,0.006795
1307350,2.753888,3.045789,2.141282,0.006794
1307400,2.745091,3.036566,2.140174,0.006793
1307450,2.756179,3.039554,2.139413,0.006792
1307500,2.800234,3.102348,2.166375,0.006792
1307550,2.784390,3.082128,2.165437,0.006791
1307600,2.744934,3.009160,2.121779,0.006790
1307650,2.784157,3.060278,2.160171,0.006789
1307700,2.779403,3.049768,2.146714,0.006788
1307750,2.745099,3.021086,2.131452,0.006787
1307800,2.772096,3.034676,2.140353,0.006786
1307850,2.776032,3.085839,2.155995,0.006786
1307900,2.762035,3.025598,2.137764,0.006785
1307950,2.725411,2.985544,2.118064,0.006784
1308000,2.797115,3.096453,2.164410,0.006783
1308050,2.728093,2.981018,2.117701,0.006782
1308100,2.780226,3.101230,2.160456,0.006781
1308150,2.768768,3.056687,2.144787,0.006780
1308200,2.751516,3.022639,2.131761,0.006779
1308250,2.803217,3.108554,2.165758,0.006779
1308300,2.836841,3.163427,2.180520,0.006778
1308350,2.807068,3.108073,2.170107,0.006777
1308400,2.779409,3.078667,2.156566,0.006776
1308450,2.749510,3.032484,2.137245,0.006775
1308500,2.761322,3.035535,2.135264,0.006774
1308550,2.760151,3.033255,2.138038,0.006773
1308600,2.735231,2.983639,2.122232,0.006772
1308650,2.771649,3.069488,2.155982,0.006772
1308700,2.770457,3.038832,2.145349,0.006771
1308750,2.771252,3.039820,2.146509,0.006770
1308800,2.792410,3.070024,2.157741,0.006769
1308850,2.779305,3.086152,2.161598,0.006768
1308900,2.755217,3.027250,2.134152,0.006767
1308950,2.758351,3.043955,2.138940,0.006766
1309000,2.744744,2.997830,2.121897,0.006766
1309050,2.796714,3.028028,2.149124,0.006765
1309100,2.726578,2.974493,2.103070,0.006764
1309150,2.797335,3.086071,2.168095,0.006763
1309200,2.767081,3.064930,2.150607,0.006762
1309250,2.719183,2.974322,2.113557,0.006761
1309300,2.787810,3.059394,2.155316,0.006760
1309350,2.802004,3.067936,2.159526,0.006759
1309400,2.778557,3.083581,2.161891,0.006759
1309450,2.792422,3.078931,2.156410,0.006758
1309500,2.706445,2.944044,2.107093,0.006757
1309550,2.750812,3.027423,2.136804,0.006756
1309600,2.736915,2.962644,2.117506,0.006755
1309650,2.744622,2.995090,2.122104,0.006754
1309700,2.597369,2.787990,2.041163,0.006753
1309750,2.738531,2.998046,2.127582,0.006753
1309800,2.692973,2.943462,2.100468,0.006752
1309850,2.712509,2.960144,2.107152,0.006751
1309900,2.773550,3.061150,2.147447,0.006750
1309950,2.716875,2.931930,2.108213,0.006749
1310000,2.733465,3.003864,2.130891,0.006748
1310000,2.733465,3.003864,2.130891,0.006748,0.700000,0.370610,0.335019,-0.035591
1310050,2.706686,2.928551,2.095580,0.006747
1310100,2.729734,2.945352,2.106104,0.006746
1310150,2.722352,2.903852,2.101137,0.006746
1310200,2.778379,3.083599,2.160847,0.006745
1310250,2.786059,3.088300,2.159615,0.006744
1310300,2.761130,3.028623,2.146022,0.006743
1310350,2.628822,2.805183,2.044051,0.006742
1310400,2.716618,2.956947,2.095835,0.006741
1310450,2.758134,3.017238,2.143923,0.006740
1310500,2.785072,3.078990,2.158459,0.006740
1310550,2.812651,3.095046,2.164477,0.006739
1310600,2.798714,3.083240,2.160517,0.006738
1310650,2.792768,3.088733,2.166511,0.006737
1310700,2.784887,3.089227,2.163519,0.006736
1310750,2.779374,3.080943,2.160173,0.006735
1310800,2.765568,3.033354,2.134273,0.006734
1310850,2.689297,2.931825,2.095719,0.006733
1310900,2.754225,3.040194,2.141307,0.006733
1310950,2.769834,3.075646,2.151481,0.006732
1311000,2.675553,2.927476,2.088288,0.006731
1311050,2.711484,2.990088,2.100595,0.006730
1311100,2.727847,3.017932,2.121439,0.006729
1311150,2.729390,3.007840,2.111917,0.006728
1311200,2.741249,2.967381,2.115638,0.006727
1311250,2.698672,2.968383,2.107157,0.006727
1311300,2.746189,2.989740,2.130868,0.006726
1311350,2.728113,2.988766,2.120482,0.006725
1311400,2.762267,3.083772,2.150037,0.006724
1311450,2.731066,3.003192,2.116428,0.006723
1311500,2.721997,2.954944,2.113022,0.006722
1311550,2.755228,2.989708,2.131686,0.006721
1311600,2.728978,2.971098,2.116503,0.006720
1311650,2.747186,3.021184,2.137628,0.006720
1311700,2.768197,3.051937,2.146435,0.006719
1311750,2.721356,2.977945,2.115320,0.006718
1311800,2.729451,2.984551,2.116316,0.006717
1311850,2.794366,3.081201,2.162429,0.006716
1311900,2.752093,3.039753,2.139612,0.006715
1311950,2.739360,2.967675,2.118827,0.006714
1312000,2.739961,3.017122,2.131652,0.006714
1312050,2.773490,3.083798,2.154167,0.006713
1312100,2.759175,3.033815,2.137442,0.006712
1312150,2.764207,3.009919,2.131297,0.006711
1312200,2.773536,3.060234,2.151574,0.006710
1312250,2.742509,3.021093,2.135795,0.006709
1312300,2.783012,3.069151,2.158445,0.006708
1312350,2.689683,2.957048,2.100099,0.006707
1312400,2.736859,3.032961,2.136133,0.006707
1312450,2.751015,3.045128,2.144226,0.006706
1312500,2.713785,2.969881,2.096115,0.006705
1312550,2.714495,2.966964,2.109280,0.006704
1312600,2.713312,2.939535,2.099947,0.006703
1312650,2.763037,3.008371,2.134881,0.006702
1312700,2.775424,3.078087,2.158704,0.006701
1312750,2.759514,3.035086,2.137626,0.006701
1312800,2.761077,3.059622,2.148637,0.006700
1312850,2.743410,3.035314,2.131744,0.006699
1312900,2.776089,3.078360,2.151343,0.006698
1312950,2.771038,3.019151,2.134700,0.006697
1313000,2.748695,3.001814,2.131811,0.006696
1313050,2.791548,3.107472,2.168278,0.006695
1313100,2.759455,3.018912,2.142862,0.006695
1313150,2.776174,3.106824,2.162042,0.006694
1313200,2.737115,2.993148,2.123557,0.006693
1313250,2.720476,2.965677,2.109405,0.006692
1313300,2.775666,3.064616,2.151609,0.006691
1313350,2.676577,2.889472,2.078446,0.006690
1313400,2.749521,3.036299,2.136579,0.006689
1313450,2.798576,3.118656,2.180067,0.006688
1313500,2.752314,3.035593,2.139319,0.006688
1313550,2.674816,2.867424,2.073172,0.006687
1313600,2.766956,3.039274,2.141173,0.006686
1313650,2.741846,3.014905,2.131306,0.006685
1313700,2.759053,3.037525,2.146522,0.006684
1313750,2.783790,3.101388,2.162227,0.006683
1313800,2.767997,3.109612,2.163414,0.006682
1313850,2.758110,3.059757,2.141837,0.006682
1313900,2.742790,3.007230,2.131598,0.006681
1313950,2.614734,2.669877,1.998963,0.006680
1314000,2.783506,3.052044,2.152285,0.006679
1314050,2.750369,3.030759,2.137555,0.006678
1314100,2.769454,3.065908,2.145254,0.006677
1314150,2.780812,3.095813,2.158490,0.006676
1314200,2.773514,3.024047,2.140022,0.006676
1314250,2.739616,3.012957,2.127090,0.006675
1314300,2.728311,2.979628,2.119262,0.006674
1314350,2.700390,2.936487,2.101476,0.006673
1314400,2.749916,3.034781,2.131901,0.006672
1314450,2.786223,3.069413,2.153091,0.006671
1314500,2.748261,3.023464,2.135935,0.006670
1314550,2.787735,3.065073,2.159237,0.006669
1314600,2.742553,3.078909,2.139388,0.006669
1314650,2.706713,2.938995,2.106747,0.006668
1314700,2.818280,3.166692,2.184407,0.006667
1314750,2.631262,2.807189,2.051009,0.006666
1314800,2.735575,2.977211,2.115793,0.006665
1314850,2.767073,3.005960,2.127703,0.006664
1314900,2.641221,2.898714,2.070286,0.006663
1314950,2.779107,3.048217,2.142157,0.006663
1315000,2.741466,2.971202,2.120197,0.006662
1315000,2.741466,2.971202,2.120197,0.006662,0.700000,0.359954,0.362589,0.002635
1315050,2.771394,3.056174,2.149039,0.006661
1315100,2.787990,3.080869,2.164170,0.006660
1315150,2.807385,3.165734,2.182130,0.006659
1315200,2.772993,3.097779,2.159888,0.006658
1315250,2.746033,3.013731,2.130752,0.006657
1315300,2.671365,2.858916,2.065695,0.006657
1315350,2.743307,2.967098,2.130434,0.006656
1315400,2.774807,3.074802,2.149816,0.006655
1315450,2.744485,2.976204,2.121078,0.006654
1315500,2.787552,3.114299,2.171668,0.006653
1315550,2.780964,3.062982,2.154260,0.006652
1315600,2.765881,3.086663,2.144439,0.006651
1315650,2.767604,3.028886,2.141438,0.006650
1315700,2.798817,3.136589,2.180025,0.006650
1315750,2.736931,2.974891,2.121473,0.006649
1315800,2.669099,2.843124,2.072039,0.006648
1315850,2.716761,2.927979,2.100412,0.006647
1315900,2.735084,2.963049,2.117164,0.006646
1315950,2.774640,3.051471,2.148193,0.006645
1316000,2.780327,3.060452,2.144838,0.006644
1316050,2.773820,3.064920,2.149413,0.006644
1316100,2.701688,2.963698,2.100485,0.006643
1316150,2.750736,3.060104,2.139683,0.006642
1316200,2.753031,3.010046,2.128709,0.006641
1316250,2.713720,2.909573,2.092312,0.006640
1316300,2.747500,3.014292,2.124774,0.006639
1316350,2.749100,3.002125,2.128514,0.006638
1316400,2.788905,3.095846,2.166506,0.006638
1316450,2.764746,3.030872,2.137319,0.006637
1316500,2.765408,3.054293,2.144830,0.006636
1316550,2.731507,3.007933,2.122729,0.006635
1316600,2.815549,3.125124,2.183129,0.006634
1316650,2.751464,3.032372,2.133305,0.006633
1316700,2.784112,3.051573,2.154342,0.006632
1316750,2.768910,3.067215,2.152684,0.006632
1316800,2.813913,3.150352,2.177051,0.006631
1316850,2.795502,3.139200,2.175523,0.006630
1316900,2.756303,3.063104,2.144810,0.006629
1316950,2.766910,3.034299,2.147091,0.006628
1317000,2.760759,3.044740,2.141615,0.006627
1317050,2.787619,3.074951,2.151526,0.006626
1317100,2.774376,3.006172,2.151851,0.006625
1317150,2.827135,3.183789,2.194693,0.006625
1317200,2.782179,3.098019,2.165721,0.006624
1317250,2.663412,2.895814,2.079806,0.006623
1317300,2.799625,3.071718,2.161700,0.006622
1317350,2.770314,3.079680,2.158429,0.006621
1317400,2.794965,3.124444,2.168285,0.006620
1317450,2.741635,3.033210,2.136982,0.006619
1317500,2.747887,2.972106,2.111306,0.006619
1317550,2.753365,3.010073,2.131964,0.006618
1317600,2.763722,3.010297,2.137279,0.006617
1317650,2.804433,3.134483,2.181711,0.006616
1317700,2.744480,3.034439,2.136963,0.006615
1317750,2.742598,3.019796,2.134829,0.006614
1317800,2.805415,3.149491,2.183907,0.006613
1317850,2.753377,3.035693,2.141990,0.006613
1317900,2.786523,3.076309,2.162939,0.006612
1317950,2.801932,3.123177,2.173064,0.006611
1318000,2.791548,3.112517,2.168586,0.006610
1318050,2.796882,3.085604,2.167126,0.006609
1318100,2.746133,3.014736,2.131591,0.006608
1318150,2.798950,3.107299,2.161462,0.006607
1318200,2.761746,3.028384,2.137616,0.006607
1318250,2.770991,3.054352,2.141374,0.006606
1318300,2.724077,2.959603,2.111977,0.006605
1318350,2.723917,2.970175,2.118225,0.006604
1318400,2.754393,2.992914,2.123593,0.006603
1318450,2.691305,2.854494,2.071247,0.006602
1318500,2.710944,2.975274,2.113329,0.006601
1318550,2.753048,3.047075,2.135158,0.006600
1318600,2.807588,3.090141,2.176477,0.006600
1318650,2.773319,3.056236,2.152583,0.006599
1318700,2.766617,3.069866,2.155641,0.006598
1318750,2.767828,3.085808,2.157683,0.006597
1318800,2.734438,2.979877,2.116363,0.006596
1318850,2.779430,3.105918,2.172332,0.006595
1318900,2.720686,2.975659,2.116120,0.006594
1318950,2.788287,3.084708,2.157128,0.006594
1319000,2.783826,3.097046,2.163241,0.006593
1319050,2.681192,2.854576,2.075194,0.006592
1319100,2.681058,2.876535,2.077831,0.006591
1319150,2.770881,3.058034,2.148448,0.006590
1319200,2.751510,3.052699,2.151302,0.006589
1319250,2.745820,3.011395,2.132099,0.006588
1319300,2.716522,2.915067,2.099739,0.006588
1319350,2.757423,3.051957,2.141287,0.006587
1319400,2.756146,3.035176,2.144430,0.006586
1319450,2.714410,2.966746,2.101958,0.006585
1319500,2.809543,3.173129,2.181294,0.006584
1319550,2.777605,3.076923,2.152732,0.006583
1319600,2.761642,3.071132,2.148015,0.006582
1319650,2.795403,3.136764,2.178350,0.006582
1319700,2.757461,3.053017,2.151617,0.006581
1319750,2.768887,3.015493,2.138828,0.006580
1319800,2.729311,2.983964,2.118867,0.006579
1319850,2.766050,3.008686,2.136544,0.006578
1319900,2.803986,3.080202,2.169014,0.006577
1319950,2.794878,3.102929,2.164168,0.006576
1320000,2.769872,3.050409,2.147822,0.006576
1320000,2.769872,3.050409,2.147822,0.006576,0.800000,0.372485,0.344728,-0.027758
1320050,2.802590,3.108010,2.171207,0.006575
1320100,2.787088,3.082654,2.162685,0.006574
1320150,2.779835,3.104023,2.164033,0.006573
1320200,2.759357,3.039017,2.144963,0.006572
1320250,2.767777,3.078236,2.150514,0.006571
1320300,2.770847,3.051437,2.151044,0.006570
1320350,2.616319,2.829751,2.046744,0.006570
1320400,2.639745,2.866148,2.058307,0.006569
1320450,2.723291,2.980124,2.113275,0.006568
1320500,2.763784,3.063767,2.141548,0.006567
1320550,2.738162,3.004785,2.123646,0.006566
1320600,2.749089,3.035980,2.136994,0.006565
1320650,2.775645,3.070140,2.156924,0.006564
1320700,2.720608,2.933444,2.108149,0.006564
1320750,2.730696,2.991892,2.118336,0.006563
1320800,2.738497,2.996270,2.128375,0.006562
1320850,2.718088,2.942251,2.108470,0.006561
1320900,2.767172,3.065793,2.144966,0.006560
1320950,2.807880,3.122864,2.178204,0.006559
1321000,2.764759,3.033829,2.142773,0.006558
1321050,2.780602,3.064328,2.148684,0.006558
1321100,2.734196,2.978658,2.123841,0.006557
1321150,2.794315,3.087315,2.164578,0.006556
1321200,2.771027,3.058498,2.148212,0.006555
1321250,2.793056,3.118234,2.170663,0.006554
1321300,2.751569,2.997105,2.136349,0.006553
1321350,2.792409,3.112565,2.165294,0.006552
1321400,2.804607,3.136493,2.175315,0.006551
1321450,2.661271,2.744892,2.044800,0.006551
