step,sg_loss,cbow_loss,var_loss,lr
133300,3.225924,3.432411,2.382732,0.024743
133350,3.176280,3.300778,2.315800,0.024743
133400,3.236730,3.399039,2.378979,0.024743
133450,3.234727,3.476492,2.391111,0.024742
133500,3.236533,3.438635,2.382526,0.024742
133550,3.279597,3.469456,2.403692,0.024742
133600,3.203958,3.439946,2.373435,0.024742
133650,3.174980,3.371619,2.341358,0.024742
133700,3.256588,3.424084,2.372836,0.024741
133750,3.201295,3.363984,2.346462,0.024741
133800,3.176042,3.347929,2.347173,0.024741
133850,3.160868,3.387928,2.339625,0.024741
133900,3.247017,3.446003,2.379091,0.024741
133950,3.221512,3.369728,2.358030,0.024740
134000,3.227172,3.444257,2.373838,0.024740
134050,3.263541,3.463050,2.396942,0.024740
134100,3.180508,3.270403,2.329075,0.024740
134150,3.079176,3.147677,2.275440,0.024740
134200,3.140875,3.208334,2.296290,0.024739
134250,3.226330,3.408834,2.362250,0.024739
134300,3.213517,3.407942,2.356200,0.024739
134350,3.304685,3.545584,2.420013,0.024739
134400,3.233104,3.423884,2.366216,0.024739
134450,3.230253,3.402124,2.377264,0.024738
134500,2.975216,3.035570,2.195813,0.024738
134550,3.179700,3.379497,2.348461,0.024738
134600,3.135354,3.250467,2.297768,0.024738
134650,3.141608,3.285987,2.313415,0.024738
134700,3.288357,3.519834,2.406429,0.024737
134750,3.197397,3.427702,2.361712,0.024737
134800,3.203388,3.433794,2.371145,0.024737
134850,3.186330,3.366820,2.343454,0.024737
134900,3.230233,3.483041,2.378384,0.024737
134950,3.221759,3.404557,2.365276,0.024736
135000,3.205316,3.367385,2.357084,0.024736
135000,3.205316,3.367385,2.357084,0.024736,0.000000,0.168004,0.167299,-0.000705
135050,3.213006,3.414066,2.360439,0.024736
135100,3.232810,3.348772,2.347253,0.024736
135150,3.244218,3.411300,2.370220,0.024736
135200,3.252936,3.511566,2.403704,0.024735
135250,3.259320,3.458517,2.389755,0.024735
135300,3.151834,3.282793,2.311564,0.024735
135350,3.192745,3.334950,2.343160,0.024735
135400,3.220710,3.394307,2.356360,0.024735
135450,3.218835,3.414677,2.372625,0.024734
135500,3.200483,3.339232,2.350560,0.024734
135550,3.273404,3.465076,2.388883,0.024734
135600,3.143476,3.236021,2.305074,0.024734
135650,3.166844,3.240308,2.304776,0.024734
135700,3.235993,3.384468,2.370771,0.024733
135750,3.047944,3.132765,2.252516,0.024733
135800,3.170897,3.240369,2.297653,0.024733
135850,3.293613,3.508862,2.407413,0.024733
135900,3.315701,3.519832,2.424702,0.024733
135950,3.173165,3.367619,2.339829,0.024732
136000,3.192009,3.367418,2.346397,0.024732
136050,3.147257,3.296171,2.323605,0.024732
136100,3.250381,3.457892,2.382304,0.024732
136150,3.250030,3.469547,2.387140,0.024732
136200,3.203666,3.403669,2.363278,0.024731
136250,3.217198,3.423204,2.363695,0.024731
136300,3.179549,3.355251,2.339647,0.024731
136350,3.204257,3.368428,2.359151,0.024731
136400,3.243441,3.430366,2.373586,0.024731
136450,3.218854,3.436966,2.364356,0.024730
136500,3.099939,3.155131,2.263842,0.024730
136550,3.097270,3.248031,2.290468,0.024730
136600,3.198331,3.405040,2.348330,0.024730
136650,3.213144,3.398148,2.361822,0.024730
136700,3.245813,3.420566,2.380823,0.024729
136750,3.255156,3.429560,2.373922,0.024729
136800,3.190732,3.315055,2.339068,0.024729
136850,3.255498,3.477409,2.401267,0.024729
136900,3.271641,3.467535,2.397424,0.024729
136950,3.218913,3.415766,2.374442,0.024728
137000,2.844356,3.062133,2.158657,0.024728
137050,3.231990,3.496357,2.387571,0.024728
137100,3.185032,3.384013,2.350748,0.024728
137150,3.206932,3.399925,2.364581,0.024728
137200,3.232551,3.447062,2.382194,0.024727
137250,3.178288,3.419292,2.351861,0.024727
137300,3.189560,3.384161,2.362142,0.024727
137350,3.217633,3.421042,2.364450,0.024727
137400,3.388691,3.445351,2.429264,0.024727
137450,3.285753,3.455893,2.397554,0.024726
137500,3.228258,3.431352,2.371407,0.024726
137550,3.220428,3.366137,2.351365,0.024726
137600,3.206738,3.381030,2.363760,0.024726
137650,3.182652,3.333327,2.341283,0.024726
137700,3.225866,3.469006,2.378203,0.024725
137750,3.151827,3.104378,2.279516,0.024725
137800,3.179702,3.419658,2.327272,0.024725
137850,3.183012,3.323459,2.338059,0.024725
137900,3.204609,3.384792,2.347654,0.024725
137950,3.230602,3.384545,2.368125,0.024724
138000,3.268077,3.444367,2.380858,0.024724
138050,3.040949,3.183177,2.266112,0.024724
138100,3.208491,3.369022,2.342934,0.024724
138150,3.216333,3.414616,2.362830,0.024724
138200,3.183598,3.361904,2.349966,0.024723
138250,3.195851,3.405304,2.360920,0.024723
138300,3.193554,3.405272,2.359601,0.024723
138350,3.219788,3.364314,2.354988,0.024723
138400,3.264472,3.438623,2.381301,0.024722
138450,3.250524,3.486323,2.395879,0.024722
138500,3.241789,3.408170,2.372237,0.024722
138550,3.214901,3.402021,2.364139,0.024722
138600,3.145050,3.318558,2.320882,0.024722
138650,3.252094,3.435533,2.392657,0.024721
138700,3.238762,3.418041,2.375424,0.024721
138750,3.238072,3.445109,2.366492,0.024721
138800,3.247833,3.421564,2.379711,0.024721
138850,3.229868,3.446399,2.374418,0.024721
138900,3.182990,3.365036,2.337216,0.024720
138950,3.207336,3.403009,2.361583,0.024720
139000,3.180497,3.331354,2.338637,0.024720
139050,3.219368,3.406185,2.368239,0.024720
139100,3.233615,3.432110,2.377807,0.024720
139150,3.268892,3.483290,2.395929,0.024719
139200,3.148732,3.255992,2.319509,0.024719
139250,3.267519,3.505248,2.413466,0.024719
139300,3.210093,3.468973,2.381486,0.024719
139350,3.230395,3.431456,2.381827,0.024719
139400,3.243787,3.432944,2.391054,0.024718
139450,3.250972,3.388382,2.372292,0.024718
139500,3.179531,3.394789,2.361447,0.024718
139550,3.214772,3.442164,2.370539,0.024718
139600,3.191478,3.304538,2.340546,0.024718
139650,3.222702,3.441585,2.370858,0.024717
139700,3.259244,3.469773,2.397160,0.024717
139750,3.201505,3.368836,2.352772,0.024717
139800,3.263857,3.455555,2.394475,0.024717
139850,3.207656,3.416438,2.365655,0.024716
139900,3.231718,3.452205,2.377121,0.024716
139950,3.244033,3.455998,2.391555,0.024716
140000,3.223134,3.429969,2.378984,0.024716
140000,3.223134,3.429969,2.378984,0.024716,0.000000,0.135467,0.130155,-0.005312
140050,3.011715,3.101349,2.226133,0.024716
140100,3.207215,3.354409,2.351820,0.024715
140150,3.285834,3.453188,2.393819,0.024715
140200,3.196967,3.360830,2.346897,0.024715
140250,3.217011,3.378169,2.353106,0.024715
140300,3.152411,3.273595,2.315567,0.024715
140350,3.166290,3.292002,2.335680,0.024714
140400,3.167719,3.327001,2.328594,0.024714
140450,3.239553,3.390934,2.380306,0.024714
140500,3.232361,3.389134,2.377178,0.024714
140550,3.250352,3.445596,2.384913,0.024714
140600,3.235871,3.413477,2.380632,0.024713
140650,3.078520,2.979670,2.222140,0.024713
140700,3.256451,3.457801,2.390261,0.024713
140750,3.279281,3.482361,2.404610,0.024713
140800,3.247003,3.454694,2.385576,0.024713
140850,3.231246,3.406422,2.364770,0.024712
140900,3.199226,3.364378,2.352928,0.024712
140950,3.225085,3.426771,2.357676,0.024712
141000,3.306098,3.537598,2.421233,0.024712
141050,3.197057,3.337160,2.342655,0.024711
141100,2.984119,3.141683,2.210227,0.024711
141150,3.225387,3.342085,2.337479,0.024711
141200,3.183143,3.356767,2.349702,0.024711
141250,3.209397,3.409259,2.364142,0.024711
141300,3.216549,3.443955,2.380555,0.024710
141350,3.198365,3.366638,2.345535,0.024710
141400,3.261541,3.468078,2.393930,0.024710
141450,3.185968,3.283594,2.334057,0.024710
141500,3.228994,3.388708,2.367453,0.024710
141550,3.199970,3.365943,2.354267,0.024709
141600,3.199066,3.292719,2.333031,0.024709
141650,3.255118,3.501888,2.395300,0.024709
141700,3.243541,3.484218,2.387062,0.024709
141750,3.217746,3.429732,2.371503,0.024709
141800,3.211884,3.401984,2.365018,0.024708
141850,3.184218,3.321000,2.334462,0.024708
141900,3.193112,3.310101,2.339867,0.024708
141950,3.177380,3.300888,2.312924,0.024708
142000,3.270491,3.514373,2.403085,0.024707
142050,3.241860,3.470699,2.384651,0.024707
142100,3.242129,3.376485,2.368874,0.024707
142150,3.196433,3.334407,2.338522,0.024707
142200,3.190740,3.235033,2.312373,0.024707
142250,3.191641,3.304869,2.315952,0.024706
142300,3.263625,3.494579,2.388772,0.024706
142350,3.271940,3.425129,2.386252,0.024706
142400,3.235590,3.431653,2.381314,0.024706
142450,3.208014,3.308285,2.340462,0.024706
142500,3.251407,3.420519,2.372409,0.024705
142550,3.312440,3.536732,2.422364,0.024705
142600,3.251686,3.452600,2.380268,0.024705
142650,3.182105,3.354926,2.338873,0.024705
142700,3.200288,3.408721,2.358676,0.024705
142750,3.232607,3.387817,2.360991,0.024704
142800,3.181797,3.394638,2.350432,0.024704
142850,3.190796,3.409387,2.356229,0.024704
142900,3.267050,3.473104,2.390808,0.024704
142950,3.152019,3.194380,2.291915,0.024703
143000,3.275719,3.434371,2.392330,0.024703
143050,3.292513,3.449193,2.393621,0.024703
143100,3.250864,3.437760,2.379549,0.024703
143150,3.224241,3.434610,2.380052,0.024703
143200,3.214798,3.406736,2.357762,0.024702
143250,3.212743,3.406397,2.347025,0.024702
143300,3.216668,3.443291,2.372800,0.024702
143350,3.221153,3.429016,2.375135,0.024702
143400,3.228716,3.410372,2.371193,0.024702
143450,3.270230,3.443047,2.390128,0.024701
143500,3.208445,3.373121,2.359045,0.024701
143550,3.224410,3.485966,2.381192,0.024701
143600,3.202592,3.420939,2.365318,0.024701
143650,3.232764,3.465284,2.385911,0.024700
143700,3.205626,3.462306,2.374171,0.024700
143750,3.086966,3.091152,2.247624,0.024700
143800,3.231340,3.455642,2.381783,0.024700
143850,3.199852,3.360984,2.354423,0.024700
143900,3.242733,3.506056,2.399134,0.024699
143950,3.187195,3.350500,2.333837,0.024699
144000,3.220173,3.428524,2.375263,0.024699
144050,3.204629,3.423908,2.364985,0.024699
144100,3.229509,3.465768,2.378761,0.024699
144150,3.199553,3.404308,2.366351,0.024698
144200,3.185134,3.376891,2.357825,0.024698
144250,3.171646,3.359999,2.337915,0.024698
144300,3.187041,3.391460,2.354897,0.024698
144350,3.202458,3.471219,2.377057,0.024697
144400,3.199269,3.366565,2.348328,0.024697
144450,3.190040,3.355633,2.349213,0.024697
144500,3.245030,3.454182,2.392335,0.024697
144550,3.213945,3.442873,2.370424,0.024697
144600,3.170861,3.364626,2.342005,0.024696
144650,3.267829,3.539144,2.408309,0.024696
144700,3.129280,3.262487,2.311298,0.024696
144750,3.164590,3.356322,2.332595,0.024696
144800,3.265028,3.443621,2.393128,0.024696
144850,3.185498,3.317929,2.344738,0.024695
144900,3.216497,3.435129,2.367665,0.024695
144950,3.097622,3.270707,2.294143,0.024695
145000,3.181343,3.269152,2.307282,0.024695
145000,3.181343,3.269152,2.307282,0.024695,0.100000,0.144438,0.170065,0.025627
145050,3.153929,3.280463,2.316348,0.024694
145100,3.222891,3.382582,2.370351,0.024694
145150,3.272151,3.522250,2.403079,0.024694
145200,3.200185,3.397863,2.356265,0.024694
145250,3.304156,3.508019,2.411766,0.024694
145300,3.168605,3.169496,2.311047,0.024693
145350,3.216872,3.410437,2.361754,0.024693
145400,3.238190,3.403878,2.365628,0.024693
145450,3.209612,3.444733,2.368835,0.024693
145500,3.192566,3.361110,2.344516,0.024693
145550,3.202323,3.411458,2.359300,0.024692
145600,3.241283,3.476120,2.385517,0.024692
145650,3.190010,3.312533,2.341769,0.024692
145700,3.321536,3.511505,2.417527,0.024692
145750,3.300093,3.509022,2.419519,0.024691
145800,3.254525,3.422209,2.382325,0.024691
145850,3.206722,3.369502,2.352386,0.024691
145900,3.204350,3.314325,2.341252,0.024691
145950,3.227196,3.426749,2.376418,0.024691
146000,3.225263,3.428539,2.370592,0.024690
146050,3.143124,3.280973,2.305268,0.024690
146100,3.161276,3.292591,2.326950,0.024690
146150,3.261069,3.394460,2.378862,0.024690
146200,3.067231,3.216138,2.264288,0.024689
146250,3.262353,3.485767,2.394815,0.024689
146300,3.183887,3.405787,2.354117,0.024689
146350,3.094860,3.228418,2.291429,0.024689
146400,3.189339,3.367646,2.351098,0.024689
146450,3.212679,3.398310,2.367834,0.024688
146500,3.143433,3.224741,2.314804,0.024688
146550,3.228920,3.280443,2.339353,0.024688
146600,3.251372,3.445099,2.390453,0.024688
146650,3.228417,3.371781,2.362777,0.024688
146700,3.219977,3.413585,2.364689,0.024687
146750,3.211791,3.358075,2.357010,0.024687
146800,3.202154,3.376757,2.350114,0.024687
146850,3.266991,3.419290,2.388864,0.024687
146900,3.175397,3.299973,2.325562,0.024686
146950,3.147388,3.350268,2.332748,0.024686
147000,3.135571,3.318394,2.319420,0.024686
147050,3.247469,3.498229,2.400704,0.024686
147100,3.227013,3.388083,2.363624,0.024686
147150,3.136716,3.329142,2.321416,0.024685
147200,3.159567,3.319203,2.325087,0.024685
147250,3.218612,3.364038,2.350006,0.024685
147300,3.271080,3.507611,2.403530,0.024685
147350,3.094992,3.226812,2.271017,0.024684
147400,3.273625,3.537354,2.408752,0.024684
147450,3.215044,3.375214,2.354834,0.024684
147500,3.207477,3.391417,2.365057,0.024684
147550,3.189442,3.362112,2.339291,0.024684
147600,3.221383,3.365967,2.359438,0.024683
147650,3.227175,3.413050,2.370246,0.024683
147700,3.221834,3.392873,2.354270,0.024683
147750,3.094458,3.171708,2.269701,0.024683
147800,3.190967,3.364338,2.336793,0.024682
147850,3.245366,3.465551,2.391458,0.024682
147900,3.235409,3.446234,2.389204,0.024682
147950,3.189426,3.359761,2.335130,0.024682
148000,3.216709,3.202195,2.316931,0.024682
148050,3.125990,3.256481,2.302932,0.024681
148100,3.243022,3.471583,2.390087,0.024681
148150,3.245161,3.477801,2.394085,0.024681
148200,3.230360,3.404774,2.371747,0.024681
148250,3.264065,3.400971,2.380371,0.024680
148300,3.059762,3.093944,2.234558,0.024680
148350,3.152448,3.237264,2.305255,0.024680
148400,3.268363,3.453896,2.397746,0.024680
148450,3.196795,3.366165,2.358128,0.024680
148500,3.262285,3.425546,2.377611,0.024679
148550,3.132665,3.256874,2.306535,0.024679
148600,3.167042,3.380962,2.343552,0.024679
148650,3.179817,3.337056,2.343024,0.024679
148700,3.158240,3.321091,2.328052,0.024679
148750,3.183981,3.363804,2.340760,0.024678
148800,3.242885,3.421268,2.377891,0.024678
148850,3.215669,3.422368,2.371359,0.024678
148900,3.242902,3.477889,2.381877,0.024678
148950,3.205002,3.283077,2.326254,0.024677
149000,3.305534,3.474205,2.410526,0.024677
149050,3.225321,3.360805,2.357624,0.024677
149100,3.123438,3.218040,2.300083,0.024677
149150,3.273801,3.444237,2.391148,0.024677
149200,3.234121,3.402637,2.371882,0.024676
149250,3.230079,3.388651,2.360213,0.024676
149300,3.244795,3.485310,2.387854,0.024676
149350,3.233064,3.444938,2.378722,0.024676
149400,3.220687,3.383531,2.357962,0.024675
149450,3.275020,3.455353,2.386869,0.024675
149500,3.244639,3.432789,2.382844,0.024675
149550,3.239052,3.454973,2.384805,0.024675
149600,3.247151,3.386003,2.369783,0.024675
149650,3.229562,3.463167,2.375280,0.024674
149700,3.215066,3.435124,2.369701,0.024674
149750,3.169762,3.336156,2.333198,0.024674
149800,3.281915,3.547034,2.404915,0.024674
149850,3.215377,3.348589,2.358470,0.024673
149900,3.248921,3.516535,2.396143,0.024673
149950,3.225490,3.478431,2.384012,0.024673
150000,3.170805,3.300795,2.334579,0.024673
150000,3.170805,3.300795,2.334579,0.024673,0.000000,0.156005,0.179459,0.023454
150050,3.185839,3.364400,2.352658,0.024673
150100,3.213374,3.387000,2.346369,0.024672
150150,3.190155,3.368995,2.353969,0.024672
150200,3.234822,3.432062,2.385608,0.024672
150250,3.215348,3.414053,2.351930,0.024672
150300,3.201722,3.443215,2.373218,0.024671
150350,3.260312,3.460252,2.394992,0.024671
150400,3.193989,3.427138,2.361060,0.024671
150450,3.250212,3.405878,2.383770,0.024671
150500,3.239537,3.418422,2.372239,0.024670
150550,3.218972,3.446276,2.377656,0.024670
150600,3.218507,3.483446,2.385579,0.024670
150650,3.249712,3.417900,2.378050,0.024670
150700,3.126538,3.344114,2.315530,0.024670
150750,3.209125,3.418616,2.359970,0.024669
150800,3.232314,3.391654,2.364927,0.024669
150850,3.170777,3.383291,2.343449,0.024669
150900,3.180928,3.368485,2.345563,0.024669
150950,3.244076,3.423533,2.387323,0.024668
151000,3.208033,3.373185,2.357438,0.024668
151050,3.262905,3.519576,2.410076,0.024668
151100,3.218419,3.496640,2.386682,0.024668
151150,3.215305,3.451507,2.368797,0.024668
151200,3.232847,3.424094,2.362528,0.024667
151250,3.187369,3.327936,2.337555,0.024667
151300,3.196837,3.384542,2.362063,0.024667
151350,3.198187,3.366973,2.343109,0.024667
151400,3.117943,3.236325,2.289747,0.024666
151450,3.191810,3.449908,2.362339,0.024666
151500,3.152846,3.298277,2.320188,0.024666
151550,3.307042,3.444067,2.399538,0.024666
151600,3.108231,3.124218,2.268052,0.024666
151650,3.248107,3.477904,2.387599,0.024665
151700,3.263548,3.518696,2.404414,0.024665
151750,3.209660,3.376128,2.364755,0.024665
151800,3.169643,3.343649,2.339347,0.024665
151850,3.317688,3.546580,2.427429,0.024664
151900,3.251817,3.467569,2.391210,0.024664
151950,3.200740,3.425259,2.365220,0.024664
152000,3.178984,3.342890,2.339880,0.024664
152050,3.204955,3.379897,2.355818,0.024664
152100,3.198391,3.367388,2.347295,0.024663
152150,3.164681,3.369063,2.335748,0.024663
152200,3.246790,3.424734,2.378897,0.024663
152250,3.252522,3.481323,2.392331,0.024663
152300,3.208353,3.316927,2.336079,0.024662
152350,3.260044,3.471041,2.395514,0.024662
152400,3.178192,3.376886,2.343475,0.024662
152450,3.156429,3.217765,2.305916,0.024662
152500,3.209592,3.380407,2.353969,0.024661
152550,3.288312,3.530977,2.414607,0.024661
152600,3.198126,3.298157,2.343590,0.024661
152650,3.251966,3.469767,2.379844,0.024661
152700,3.213557,3.350706,2.351653,0.024661
152750,3.240515,3.469670,2.392690,0.024660
152800,3.170545,3.303998,2.336047,0.024660
152850,3.200724,3.379897,2.357863,0.024660
152900,3.238607,3.416184,2.384950,0.024660
152950,3.198792,3.411436,2.353043,0.024659
153000,3.289088,3.530506,2.405188,0.024659
153050,3.234620,3.415301,2.370146,0.024659
153100,3.215803,3.404755,2.363612,0.024659
153150,3.187381,3.333145,2.343103,0.024659
153200,3.203799,3.428624,2.362812,0.024658
153250,3.189612,3.331817,2.339647,0.024658
153300,3.268013,3.453516,2.387639,0.024658
153350,3.252024,3.467994,2.383285,0.024658
153400,3.222629,3.408186,2.363132,0.024657
153450,3.224922,3.424383,2.380122,0.024657
153500,3.244775,3.422546,2.380479,0.024657
153550,2.983229,2.926432,2.170187,0.024657
153600,3.263864,3.379202,2.371656,0.024656
153650,3.154014,3.275990,2.316169,0.024656
153700,3.153150,3.250262,2.292486,0.024656
153750,3.220409,3.393337,2.360083,0.024656
153800,3.248421,3.386511,2.352797,0.024656
153850,3.240782,3.430157,2.372189,0.024655
153900,3.163334,3.359499,2.336848,0.024655
153950,3.221491,3.456431,2.375621,0.024655
154000,3.245209,3.415031,2.371077,0.024655
154050,3.213831,3.429397,2.373326,0.024654
154100,3.061506,3.097976,2.246634,0.024654
154150,3.317245,3.509319,2.410867,0.024654
154200,3.224022,3.373095,2.361821,0.024654
154250,3.226736,3.424839,2.370206,0.024653
154300,3.226423,3.462486,2.376856,0.024653
154350,3.215752,3.437766,2.373661,0.024653
154400,3.244222,3.471043,2.385785,0.024653
154450,3.203739,3.351357,2.355825,0.024653
154500,3.173257,3.280452,2.324341,0.024652
154550,3.276811,3.426665,2.384149,0.024652
154600,3.181601,3.336977,2.352192,0.024652
154650,3.158919,3.385486,2.342246,0.024652
154700,3.233825,3.450844,2.380610,0.024651
154750,3.279101,3.458827,2.390794,0.024651
154800,3.191694,3.386743,2.354931,0.024651
154850,3.202219,3.401300,2.347528,0.024651
154900,3.184725,3.387297,2.349736,0.024650
154950,3.219518,3.447074,2.371365,0.024650
155000,3.209477,3.339394,2.348712,0.024650
155000,3.209477,3.339394,2.348712,0.024650,0.100000,0.204858,0.165068,-0.039790
155050,3.253811,3.476433,2.390608,0.024650
155100,3.194181,3.340426,2.338056,0.024650
155150,3.211020,3.422294,2.373878,0.024649
155200,3.240433,3.301396,2.339206,0.024649
155250,3.293045,3.536602,2.417048,0.024649
155300,3.134065,3.261939,2.290160,0.024649
155350,3.227549,3.409566,2.363816,0.024648
155400,3.228698,3.413845,2.372370,0.024648
155450,3.163867,3.335063,2.336632,0.024648
155500,3.167114,3.316584,2.343051,0.024648
155550,3.173264,3.384920,2.345133,0.024647
155600,3.214669,3.397663,2.363164,0.024647
155650,3.176955,3.335765,2.330094,0.024647
155700,3.206890,3.376775,2.351234,0.024647
155750,3.227610,3.317910,2.354362,0.024647
155800,3.245325,3.464984,2.389286,0.024646
155850,3.232228,3.459061,2.385924,0.024646
155900,3.272961,3.469534,2.399308,0.024646
155950,3.149258,3.332157,2.328910,0.024646
156000,3.205456,3.406562,2.362092,0.024645
156050,3.245988,3.446045,2.393499,0.024645
156100,3.190451,3.330778,2.343646,0.024645
156150,3.220180,3.431047,2.370411,0.024645
156200,3.205229,3.413613,2.358371,0.024644
156250,3.223991,3.419123,2.364530,0.024644
156300,3.196616,3.399331,2.360793,0.024644
156350,3.196849,3.480729,2.377187,0.024644
156400,3.157138,3.341079,2.325752,0.024644
156450,3.246154,3.446107,2.381269,0.024643
156500,3.175914,3.320753,2.337865,0.024643
156550,3.221377,3.432280,2.365945,0.024643
156600,3.223880,3.447296,2.368836,0.024643
156650,3.257364,3.491186,2.400854,0.024642
156700,3.141616,3.317237,2.318564,0.024642
156750,3.192274,3.335456,2.342686,0.024642
156800,3.192122,3.406786,2.350578,0.024642
156850,3.248205,3.438740,2.373802,0.024641
156900,3.232409,3.445651,2.377281,0.024641
156950,3.175079,3.286003,2.324891,0.024641
157000,3.309454,3.517124,2.410601,0.024641
157050,3.234565,3.420602,2.375843,0.024641
157100,3.136259,3.262332,2.307315,0.024640
157150,3.181578,3.343777,2.332033,0.024640
157200,3.212927,3.450076,2.372503,0.024640
157250,3.276616,3.524812,2.404944,0.024640
157300,3.224864,3.502086,2.387417,0.024639
157350,3.214898,3.444475,2.376588,0.024639
157400,3.244047,3.464132,2.389338,0.024639
157450,3.225661,3.469553,2.387099,0.024639
157500,3.168514,3.331450,2.333798,0.024638
157550,3.224675,3.487330,2.391366,0.024638
157600,3.215104,3.459841,2.383528,0.024638
157650,3.168032,3.366905,2.328402,0.024638
157700,3.133867,3.283411,2.296328,0.024637
157750,3.148747,3.319832,2.330059,0.024637
157800,3.241145,3.449045,2.381086,0.024637
157850,3.207911,3.382445,2.353185,0.024637
157900,3.138841,3.262159,2.307305,0.024637
157950,3.151330,3.303014,2.326606,0.024636
158000,3.207082,3.444218,2.372835,0.024636
158050,3.231169,3.486102,2.392120,0.024636
158100,3.208892,3.447498,2.365949,0.024636
158150,3.201957,3.425364,2.357840,0.024635
158200,3.164898,3.364834,2.336374,0.024635
158250,3.200585,3.447512,2.366313,0.024635
158300,3.139865,3.300636,2.307523,0.024635
158350,3.087592,3.249387,2.280786,0.024634
158400,3.193648,3.389473,2.351958,0.024634
158450,3.221429,3.410716,2.365691,0.024634
158500,3.185547,3.338764,2.345476,0.024634
158550,3.164224,3.239175,2.304901,0.024633
158600,3.209914,3.378758,2.360798,0.024633
158650,3.201214,3.321767,2.330136,0.024633
158700,3.236423,3.355094,2.361730,0.024633
158750,3.243331,3.476101,2.380728,0.024633
158800,3.268894,3.514429,2.393650,0.024632
158850,3.171238,3.374945,2.340740,0.024632
158900,3.264621,3.507424,2.403460,0.024632
158950,3.270787,3.544854,2.402808,0.024632
159000,3.189596,3.418352,2.364391,0.024631
159050,3.222134,3.455187,2.383218,0.024631
159100,3.215480,3.420174,2.372191,0.024631
159150,3.216650,3.430167,2.364129,0.024631
159200,3.216581,3.421098,2.367342,0.024630
159250,3.188024,3.437635,2.372996,0.024630
159300,3.194035,3.309154,2.336770,0.024630
159350,3.222439,3.450795,2.376991,0.024630
159400,3.224340,3.406507,2.374817,0.024629
159450,3.188699,3.336274,2.335279,0.024629
159500,3.172427,3.282575,2.317332,0.024629
159550,3.239873,3.479460,2.377786,0.024629
159600,3.132858,3.228354,2.292523,0.024628
159650,3.018765,3.046056,2.213579,0.024628
159700,3.224880,3.401612,2.372596,0.024628
159750,3.198646,3.405809,2.361478,0.024628
159800,3.199979,3.374099,2.335091,0.024628
159850,3.236541,3.437320,2.371400,0.024627
159900,3.121094,3.247784,2.289427,0.024627
159950,3.137647,3.199831,2.295073,0.024627
160000,3.080897,3.098086,2.248769,0.024627
160000,3.080897,3.098086,2.248769,0.024627,0.000000,0.198493,0.172446,-0.026046
160050,3.284575,3.503595,2.407814,0.024626
160100,2.998665,3.140554,2.224072,0.024626
160150,3.170225,3.344704,2.340762,0.024626
160200,3.262052,3.426014,2.382433,0.024626
160250,3.158874,3.325768,2.321908,0.024625
160300,3.179746,3.347826,2.340758,0.024625
160350,3.238108,3.420168,2.376451,0.024625
160400,3.218879,3.422204,2.380165,0.024625
160450,3.196375,3.464212,2.359529,0.024624
160500,3.228380,3.455404,2.381219,0.024624
160550,3.235737,3.429445,2.382821,0.024624
160600,3.222720,3.441510,2.369957,0.024624
160650,3.150925,3.284729,2.304531,0.024623
160700,3.147583,3.293143,2.326687,0.024623
160750,3.225090,3.411486,2.376843,0.024623
160800,3.083083,3.229468,2.286584,0.024623
160850,3.208585,3.362789,2.338311,0.024623
160900,3.252832,3.474227,2.393814,0.024622
160950,3.212190,3.456106,2.377122,0.024622
161000,3.192667,3.414546,2.366787,0.024622
161050,3.196686,3.454707,2.373179,0.024622
161100,3.157973,3.337739,2.331549,0.024621
161150,3.237960,3.472380,2.378313,0.024621
161200,3.249707,3.411363,2.379081,0.024621
161250,3.220780,3.406444,2.368614,0.024621
161300,3.200430,3.371386,2.351381,0.024620
161350,3.221029,3.410185,2.372271,0.024620
161400,3.129586,3.262119,2.301547,0.024620
161450,3.189955,3.355168,2.342748,0.024620
161500,3.187464,3.352855,2.346887,0.024619
161550,3.182041,3.343223,2.343764,0.024619
161600,3.229954,3.429895,2.374990,0.024619
161650,3.149795,3.122849,2.261057,0.024619
161700,3.259226,3.401396,2.379245,0.024618
161750,3.235000,3.425093,2.379290,0.024618
161800,3.220286,3.365321,2.357735,0.024618
161850,3.148554,3.361888,2.329665,0.024618
161900,3.178900,3.329811,2.335579,0.024617
161950,3.223287,3.440197,2.362143,0.024617
162000,3.260394,3.484198,2.394849,0.024617
162050,3.193505,3.365924,2.340477,0.024617
162100,3.234778,3.403164,2.373093,0.024617
162150,3.206385,3.354379,2.343170,0.024616
162200,3.262694,3.468738,2.401550,0.024616
162250,3.197305,3.375146,2.349543,0.024616
162300,3.106878,3.234104,2.295127,0.024616
162350,3.067643,3.242407,2.275834,0.024615
162400,3.189869,3.364269,2.341261,0.024615
162450,3.217181,3.443978,2.372004,0.024615
162500,3.209448,3.347087,2.355219,0.024615
162550,3.153023,3.358872,2.321625,0.024614
162600,3.203647,3.394291,2.349861,0.024614
162650,3.175265,3.353422,2.341177,0.024614
162700,3.167093,3.258092,2.314853,0.024614
162750,3.270966,3.496641,2.401648,0.024613
162800,3.187415,3.389787,2.354502,0.024613
162850,3.155554,3.331167,2.324247,0.024613
162900,3.177438,3.394413,2.341238,0.024613
162950,3.188755,3.382541,2.349973,0.024612
163000,3.171639,3.331547,2.337489,0.024612
163050,3.215649,3.402975,2.358596,0.024612
