step,recon_loss,pred_loss,total_loss,lr
90850,0.584673,4.064124,4.356461,0.000284
90900,0.718692,4.418639,4.777985,0.000284
90950,0.713581,4.450587,4.807377,0.000284
91000,0.619988,4.237753,4.547747,0.000284
91050,0.551578,4.007262,4.283051,0.000284
91100,0.414907,3.657792,3.865245,0.000284
91150,0.411134,3.624911,3.830478,0.000284
91200,0.469016,3.791607,4.026115,0.000284
91250,0.559191,4.045552,4.325147,0.000284
91300,0.573490,4.216200,4.502945,0.000284
91350,0.444004,3.979619,4.201621,0.000284
91400,0.335378,3.513168,3.680857,0.000284
91450,0.503622,3.764776,4.016587,0.000284
91500,0.816299,4.359707,4.767856,0.000284
91550,0.828195,4.403627,4.817725,0.000284
91600,0.720656,4.287956,4.648284,0.000284
91650,0.711697,4.138491,4.494340,0.000284
91700,0.723591,4.093144,4.454940,0.000284
91750,0.758468,4.240846,4.620080,0.000284
91800,0.669529,4.034750,4.369514,0.000284
91850,0.545766,3.764145,4.037029,0.000284
91900,0.639679,4.033267,4.353106,0.000284
91950,0.756322,4.359696,4.737857,0.000284
92000,0.718315,4.264918,4.624075,0.000284
92050,0.933206,4.222650,4.689253,0.000284
92100,1.113011,4.282058,4.838564,0.000284
92150,0.980612,4.095506,4.585812,0.000284
92200,0.919940,4.058386,4.518356,0.000284
92250,0.756913,4.158554,4.537011,0.000284
92300,0.566887,4.008083,4.291526,0.000284
92350,0.520039,3.902563,4.162583,0.000284
92400,0.523268,3.937263,4.198897,0.000284
92450,0.592626,3.954024,4.250337,0.000284
92500,0.681152,4.121736,4.462313,0.000284
92550,0.690284,4.231257,4.576399,0.000284
92600,0.549737,4.006958,4.281827,0.000284
92650,0.545435,3.996095,4.268812,0.000284
92700,0.675466,4.298028,4.635761,0.000284
92750,0.634620,4.131090,4.448400,0.000284
92800,0.808564,4.106171,4.510453,0.000284
92850,0.842021,4.232817,4.653828,0.000284
92900,0.677199,4.252007,4.590607,0.000284
92950,0.641472,4.069985,4.390721,0.000284
93000,0.626712,4.092354,4.405711,0.000284
93050,0.673719,4.384242,4.721102,0.000284
93100,0.736652,4.389574,4.757901,0.000284
93150,0.737378,4.292265,4.660954,0.000284
93200,0.690922,4.225574,4.571035,0.000284
93250,0.653010,4.169939,4.496444,0.000284
93300,0.570956,4.028844,4.314323,0.000284
93350,0.477908,3.925919,4.164873,0.000284
93400,0.393553,3.810157,4.006933,0.000284
93450,0.527241,4.053200,4.316820,0.000284
93500,0.624610,4.179341,4.491646,0.000284
93550,0.590823,4.002422,4.297833,0.000284
93600,0.637359,3.996064,4.314744,0.000284
93650,0.631046,3.945515,4.261038,0.000284
93700,0.455990,3.704025,3.932020,0.000283
93750,0.518233,3.917766,4.176882,0.000283
93800,0.684671,4.336755,4.679090,0.000283
93850,0.559639,4.161725,4.441544,0.000283
93900,0.426720,3.893634,4.106994,0.000283
93950,0.453917,3.932663,4.159621,0.000283
94000,0.659971,4.181796,4.511781,0.000283
94050,0.715813,4.225982,4.583888,0.000283
94100,0.550133,4.016926,4.291992,0.000283
94150,0.446697,3.877108,4.100456,0.000283
94200,0.411643,3.882578,4.088400,0.000283
94250,0.451488,3.988268,4.214012,0.000283
94300,0.537041,4.109098,4.377619,0.000283
94350,0.574554,4.173931,4.461208,0.000283
94400,0.526806,4.078911,4.342314,0.000283
94450,0.540336,3.871083,4.141251,0.000283
94500,0.622680,3.890293,4.201633,0.000283
94550,0.630203,4.100184,4.415286,0.000283
94600,0.598255,4.188876,4.488004,0.000283
94650,0.509678,4.066845,4.321684,0.000283
94700,0.463163,3.902612,4.134194,0.000283
94750,0.415532,3.723584,3.931349,0.000283
94800,0.347038,3.464403,3.637922,0.000283
94850,0.329062,3.345375,3.509906,0.000283
94900,0.509458,3.840439,4.095168,0.000283
94950,0.590894,3.996438,4.291886,0.000283
95000,0.591684,3.917446,4.213288,0.000283
95050,0.713877,4.290309,4.647248,0.000283
95100,0.624982,4.186664,4.499155,0.000283
95150,0.541874,4.050024,4.320961,0.000283
95200,0.495206,3.931114,4.178717,0.000283
95250,0.376703,3.396603,3.584954,0.000283
95300,0.593230,3.867176,4.163791,0.000283
95350,0.738955,4.450279,4.819757,0.000283
95400,0.609735,4.199746,4.504613,0.000283
95450,0.572763,4.019278,4.305660,0.000283
95500,0.507170,3.817641,4.071226,0.000283
95550,0.370734,3.504475,3.689842,0.000283
95600,0.353713,3.505008,3.681865,0.000283
95650,0.509603,3.881680,4.136481,0.000283
95700,0.610187,4.023579,4.328672,0.000283
95750,0.632833,4.024344,4.340760,0.000283
95800,0.660837,4.167202,4.497621,0.000283
95850,0.614293,4.258479,4.565625,0.000283
95900,0.559859,4.256776,4.536705,0.000283
95950,0.616278,4.282381,4.590520,0.000283
96000,0.566808,4.079775,4.363179,0.000283
96050,0.454402,3.799860,4.027061,0.000283
96100,0.422597,3.654860,3.866158,0.000283
96150,0.457747,3.734618,3.963492,0.000283
96200,0.490608,4.013960,4.259265,0.000283
96250,0.472013,4.072899,4.308906,0.000283
96300,0.491564,3.982588,4.228370,0.000283
96350,0.494182,3.860020,4.107111,0.000283
96400,0.444923,3.687760,3.910221,0.000283
96450,0.553562,3.959877,4.236658,0.000283
96500,0.512373,3.905119,4.161305,0.000282
96550,0.457819,3.700094,3.929003,0.000282
96600,0.550942,3.868453,4.143924,0.000282
96650,0.590922,4.105508,4.400969,0.000282
96700,0.613865,4.255538,4.562471,0.000282
96750,0.684156,4.392478,4.734556,0.000282
96800,0.710740,4.476717,4.832087,0.000282
96850,0.589681,4.229282,4.524122,0.000282
96900,0.593085,4.211215,4.507757,0.000282
96950,0.678350,4.261318,4.600494,0.000282
97000,0.696500,3.984129,4.332379,0.000282
97050,0.579300,3.611408,3.901058,0.000282
97100,0.611182,3.789542,4.095133,0.000282
97150,0.601508,3.905954,4.206708,0.000282
97200,0.522719,3.901044,4.162404,0.000282
97250,0.624177,4.176245,4.488334,0.000282
97300,0.721251,4.302892,4.663518,0.000282
97350,0.657576,4.233174,4.561962,0.000282
97400,0.508821,4.104560,4.358970,0.000282
97450,0.510175,4.067190,4.322277,0.000282
97500,0.494538,3.910350,4.157619,0.000282
97550,0.421888,3.763877,3.974820,0.000282
97600,0.494650,3.782008,4.029333,0.000282
97650,0.583474,3.807103,4.098841,0.000282
97700,0.593187,3.942498,4.239092,0.000282
97750,0.476874,3.811301,4.049738,0.000282
97800,0.333146,3.488775,3.655348,0.000282
97850,0.296791,3.409077,3.557472,0.000282
97900,0.342943,3.435224,3.606696,0.000282
97950,0.561956,3.607320,3.888298,0.000282
98000,0.563518,3.555291,3.837050,0.000282
98050,0.298402,3.164369,3.313570,0.000282
98100,0.475023,3.663038,3.900549,0.000282
98150,0.801506,4.463432,4.864185,0.000282
98200,0.787770,4.376382,4.770267,0.000282
98250,0.721410,4.085514,4.446219,0.000282
98300,0.714010,3.993112,4.350117,0.000282
98350,0.734237,4.273227,4.640345,0.000282
98400,0.681642,4.130875,4.471696,0.000282
98450,0.529555,3.800105,4.064882,0.000282
98500,0.474632,3.938948,4.176264,0.000282
98550,0.548741,4.074286,4.348656,0.000282
98600,0.662537,4.166751,4.498019,0.000282
98650,0.591179,4.160437,4.456026,0.000282
98700,0.437489,3.837883,4.056628,0.000282
98750,0.463207,3.694560,3.926163,0.000282
98800,0.525055,3.931500,4.194027,0.000282
98850,0.577619,4.078136,4.366946,0.000282
98900,0.593351,4.101359,4.398035,0.000282
98950,0.577990,4.112937,4.401932,0.000282
99000,0.533614,4.085582,4.352389,0.000282
99050,0.488006,4.006850,4.250853,0.000282
99100,0.517462,4.016825,4.275556,0.000282
99150,0.643538,4.059083,4.380852,0.000282
99200,0.625512,3.900484,4.213240,0.000282
99250,0.498651,3.751202,4.000527,0.000281
99300,0.530651,3.779890,4.045215,0.000281
99350,0.577804,3.772687,4.061589,0.000281
99400,0.588813,4.050299,4.344705,0.000281
99450,0.562055,4.172094,4.453121,0.000281
99500,0.621460,4.092060,4.402791,0.000281
99550,0.541247,3.731077,4.001701,0.000281
99600,0.362538,3.208829,3.390098,0.000281
99650,0.418358,3.380696,3.589875,0.000281
99700,0.462095,3.690702,3.921750,0.000281
99750,0.534994,3.931030,4.198527,0.000281
99800,0.616825,4.118790,4.427203,0.000281
99850,0.526949,3.988286,4.251761,0.000281
99900,0.487811,3.903324,4.147230,0.000281
99950,0.596711,4.039006,4.337362,0.000281
100000,0.592381,3.941820,4.238010,0.000281
100050,0.418327,3.378193,3.587356,0.000281
100100,0.365750,3.251567,3.434442,0.000281
100150,0.425394,3.499037,3.711734,0.000281
100200,0.440386,3.558835,3.779028,0.000281
100250,0.494167,3.784903,4.031987,0.000281
100300,0.590822,4.065045,4.360456,0.000281
100350,0.590885,4.081545,4.376988,0.000281
100400,0.643567,4.076063,4.397846,0.000281
100450,0.657002,4.100260,4.428761,0.000281
100500,0.544061,4.054088,4.326118,0.000281
100550,0.569767,4.193170,4.478053,0.000281
100600,0.602285,4.317199,4.618341,0.000281
100650,0.593702,4.291307,4.588158,0.000281
100700,0.683181,4.233268,4.574858,0.000281
100750,0.627352,4.088695,4.402371,0.000281
100800,0.551070,3.979377,4.254912,0.000281
100850,0.624209,4.046120,4.358225,0.000281
100900,0.576791,3.984302,4.272697,0.000281
100950,0.561362,4.056189,4.336870,0.000281
101000,0.526850,4.049690,4.313115,0.000281
101050,0.441103,3.801304,4.021856,0.000281
101100,0.479278,3.705658,3.945297,0.000281
101150,0.468963,3.427763,3.662245,0.000281
101200,0.397423,3.144020,3.342732,0.000281
101250,0.371980,3.050291,3.236282,0.000281
101300,0.432796,3.466854,3.683252,0.000281
101350,0.646860,4.147402,4.470832,0.000281
101400,0.734510,4.312816,4.680071,0.000281
101450,0.630641,4.268485,4.583806,0.000281
101500,0.533911,4.091821,4.358776,0.000281
101550,0.461386,3.735590,3.966283,0.000281
101600,0.517849,3.759740,4.018665,0.000281
101650,0.604461,4.072481,4.374712,0.000281
101700,0.605088,4.154415,4.456959,0.000281
101750,0.546090,4.074993,4.348038,0.000281
101800,0.440084,3.931649,4.151691,0.000281
101850,0.433149,3.885767,4.102342,0.000281
101900,0.442351,3.875632,4.096808,0.000280
101950,0.463707,3.886803,4.118657,0.000280
102000,0.520233,3.959840,4.219957,0.000280
102050,0.521962,3.976745,4.237727,0.000280
102100,0.548181,4.020627,4.294717,0.000280
102150,0.454644,3.810473,4.037795,0.000280
102200,0.447909,3.678521,3.902475,0.000280
102250,0.527349,3.785386,4.049061,0.000280
102300,0.412136,3.630991,3.837059,0.000280
102350,0.309013,3.373285,3.527792,0.000280
102400,0.261542,3.215868,3.346639,0.000280
102450,0.238292,3.164427,3.283573,0.000280
102500,0.245909,3.149969,3.272924,0.000280
102550,0.754130,3.867052,4.244117,0.000280
102600,1.103327,4.457555,5.009218,0.000280
102650,0.668077,3.961294,4.295333,0.000280
102700,0.475035,3.874115,4.111632,0.000280
102750,0.546651,4.059346,4.332671,0.000280
102800,0.438715,3.671906,3.891263,0.000280
102850,0.360644,3.413183,3.593505,0.000280
102900,0.452812,3.744936,3.971342,0.000280
102950,0.429214,3.755106,3.969713,0.000280
103000,0.291131,3.418631,3.564197,0.000280
103050,0.265064,3.359547,3.492079,0.000280
103100,0.280755,3.356019,3.496396,0.000280
103150,0.423967,3.701676,3.913659,0.000280
103200,0.514181,3.897516,4.154606,0.000280
103250,0.445988,3.713974,3.936968,0.000280
103300,0.562757,3.985328,4.266706,0.000280
103350,0.698180,4.163291,4.512381,0.000280
103400,0.535560,3.752681,4.020461,0.000280
103450,0.327977,3.395811,3.559799,0.000280
103500,0.293380,3.428301,3.574991,0.000280
103550,0.338400,3.605534,3.774734,0.000280
103600,0.341041,3.510999,3.681519,0.000280
103650,0.456286,3.600097,3.828240,0.000280
103700,0.641689,3.875514,4.196359,0.000280
103750,0.620053,3.775971,4.085998,0.000280
103800,0.530222,3.602725,3.867836,0.000280
103850,0.535776,3.534278,3.802166,0.000280
103900,0.549633,3.515873,3.790689,0.000280
103950,0.521493,3.483425,3.744171,0.000280
104000,0.509078,3.406943,3.661482,0.000280
104050,0.643135,3.791130,4.112697,0.000280
104100,0.717369,4.226732,4.585416,0.000280
104150,0.634668,4.064501,4.381836,0.000280
104200,0.714906,3.879623,4.237076,0.000280
104250,0.777442,4.040662,4.429383,0.000280
104300,0.674009,4.043565,4.380569,0.000280
104350,0.541549,3.666189,3.936964,0.000280
104400,0.505166,3.675871,3.928454,0.000280
104450,0.475483,3.861189,4.098930,0.000280
104500,0.445110,3.818315,4.040870,0.000279
104550,0.415970,3.572825,3.780810,0.000279
104600,0.406766,3.460543,3.663926,0.000279
104650,0.544285,3.811859,4.084002,0.000279
104700,0.632933,3.862687,4.179153,0.000279
104750,0.575415,3.586922,3.874629,0.000279
104800,0.580580,3.777333,4.067623,0.000279
104850,0.648672,4.127805,4.452141,0.000279
104900,0.595120,3.928342,4.225902,0.000279
104950,0.514885,3.782948,4.040391,0.000279
105000,0.529179,4.006055,4.270645,0.000279
105050,0.465071,3.789844,4.022380,0.000279
105100,0.357401,3.503526,3.682227,0.000279
105150,0.427396,3.723465,3.937163,0.000279
105200,0.419880,3.654697,3.864637,0.000279
105250,0.398208,3.556291,3.755396,0.000279
105300,0.518158,3.629624,3.888703,0.000279
105350,0.588508,3.803001,4.097256,0.000279
105400,0.571213,4.076130,4.361736,0.000279
105450,0.604031,4.072992,4.375008,0.000279
105500,0.597144,4.067396,4.365968,0.000279
105550,0.527892,4.066233,4.330179,0.000279
105600,0.528854,4.087103,4.351530,0.000279
105650,0.462448,3.881523,4.112747,0.000279
105700,0.465926,3.853904,4.086867,0.000279
105750,0.469482,3.902849,4.137590,0.000279
105800,0.384909,3.687358,3.879812,0.000279
105850,0.391929,3.615728,3.811693,0.000279
105900,0.462501,3.740351,3.971602,0.000279
105950,0.501010,3.915760,4.166265,0.000279
106000,0.553961,4.144790,4.421771,0.000279
106050,0.486860,4.039422,4.282852,0.000279
106100,0.329605,3.618718,3.783520,0.000279
106150,0.417233,3.716874,3.925490,0.000279
106200,0.454047,3.819561,4.046584,0.000279
106250,0.358310,3.624040,3.803195,0.000279
106300,0.319887,3.504662,3.664606,0.000279
106350,0.294812,3.429727,3.577133,0.000279
106400,0.283919,3.357744,3.499704,0.000279
106450,0.427573,3.540873,3.754659,0.000279
106500,0.634756,4.015612,4.332990,0.000279
106550,0.625608,4.206331,4.519135,0.000279
106600,0.468138,3.932779,4.166848,0.000279
106650,0.400653,3.741601,3.941927,0.000279
106700,0.429883,3.782236,3.997178,0.000279
106750,0.402198,3.771025,3.972124,0.000279
106800,0.380215,3.804483,3.994591,0.000279
106850,0.471038,4.028842,4.264361,0.000279
106900,0.527791,4.007920,4.271816,0.000279
106950,0.427200,3.280326,3.493926,0.000279
107000,0.294850,2.459404,2.606829,0.000278
107050,0.233691,2.105696,2.222541,0.000278
107100,0.391782,2.735878,2.931769,0.000278
107150,0.863611,4.018099,4.449905,0.000278
107200,1.129374,4.613271,5.177958,0.000278
107250,0.888286,4.482120,4.926263,0.000278
107300,0.679770,4.191790,4.531675,0.000278
107350,0.583506,3.977700,4.269453,0.000278
107400,0.500861,3.995991,4.246422,0.000278
107450,0.492751,4.043532,4.289908,0.000278
107500,0.480335,3.950178,4.190346,0.000278
107550,0.464472,3.870527,4.102763,0.000278
107600,0.470595,3.886140,4.121437,0.000278
107650,0.567638,4.112144,4.395963,0.000278
107700,0.478494,3.847111,4.086358,0.000278
107750,0.463161,3.723748,3.955328,0.000278
107800,0.526429,4.018161,4.281376,0.000278
107850,0.539911,4.077247,4.347203,0.000278
107900,0.595521,4.052746,4.350506,0.000278
107950,0.535360,3.990181,4.257861,0.000278
108000,0.487716,3.957624,4.201482,0.000278
108050,0.428678,3.802582,4.016921,0.000278
108100,0.365897,3.516016,3.698964,0.000278
108150,0.388574,3.486328,3.680615,0.000278
108200,0.464069,3.709959,3.941993,0.000278
108250,0.492308,3.844554,4.090709,0.000278
108300,0.477863,3.731400,3.970331,0.000278
108350,0.439752,3.636981,3.856857,0.000278
108400,0.479040,3.888335,4.127855,0.000278
108450,0.584016,4.104274,4.396282,0.000278
108500,0.624496,4.158628,4.470876,0.000278
108550,0.589949,4.100219,4.395194,0.000278
108600,0.518719,3.973556,4.232915,0.000278
108650,0.463942,3.733731,3.965702,0.000278
108700,0.426067,3.523923,3.736957,0.000278
108750,0.411846,3.576942,3.782865,0.000278
108800,0.430950,3.636889,3.852364,0.000278
108850,0.371173,3.381974,3.567560,0.000278
108900,0.491422,3.705255,3.950966,0.000278
108950,0.614311,4.096367,4.403523,0.000278
109000,0.484369,3.826208,4.068392,0.000278
109050,0.444987,3.711134,3.933628,0.000278
109100,0.461478,3.687832,3.918571,0.000278
109150,0.476468,3.815441,4.053675,0.000278
109200,0.504085,4.006299,4.258342,0.000278
109250,0.534530,4.109215,4.376480,0.000278
109300,0.528904,4.147013,4.411465,0.000278
109350,0.454675,3.934063,4.161401,0.000278
109400,0.397739,3.738018,3.936888,0.000278
109450,0.362392,3.650577,3.831773,0.000278
109500,0.320003,3.498301,3.658303,0.000277
109550,0.491291,3.877181,4.122827,0.000277
109600,0.585341,4.109272,4.401942,0.000277
109650,0.457403,3.869714,4.098415,0.000277
109700,0.420376,3.829309,4.039497,0.000277
109750,0.371673,3.784418,3.970254,0.000277
109800,0.400728,3.716691,3.917055,0.000277
109850,0.579913,3.793785,4.083741,0.000277
109900,0.554868,3.787853,4.065286,0.000277
109950,0.365242,3.516673,3.699294,0.000277
110000,0.437448,3.748885,3.967609,0.000277
110050,0.525824,4.053828,4.316740,0.000277
110100,0.463131,3.975121,4.206686,0.000277
110150,0.381641,3.879682,4.070502,0.000277
110200,0.347513,3.814436,3.988192,0.000277
110250,0.383387,3.837149,4.028843,0.000277
110300,0.417093,3.813453,4.022000,0.000277
110350,0.471918,3.841830,4.077789,0.000277
110400,0.495378,3.881969,4.129659,0.000277
110450,0.442241,3.763399,3.984519,0.000277
110500,0.524017,3.992876,4.254885,0.000277
110550,0.611517,4.198233,4.503992,0.000277
110600,0.469056,3.750302,3.984830,0.000277
110650,0.324095,3.339942,3.501989,0.000277
110700,0.372851,3.558316,3.744742,0.000277
110750,0.382152,3.599964,3.791040,0.000277
110800,0.428944,3.536359,3.750831,0.000277
110850,0.482639,3.716337,3.957656,0.000277
110900,0.346877,3.585479,3.758917,0.000277
110950,0.279965,3.375236,3.515219,0.000277
111000,0.364205,3.681190,3.863292,0.000277
111050,0.346552,3.856800,4.030076,0.000277
111100,0.238176,3.584413,3.703501,0.000277
111150,0.299000,3.578518,3.728018,0.000277
111200,0.404030,3.728840,3.930855,0.000277
111250,0.483711,4.023468,4.265324,0.000277
111300,0.448525,3.900071,4.124333,0.000277
111350,0.347408,3.483964,3.657668,0.000277
111400,0.377101,3.505435,3.693986,0.000277
111450,0.349116,3.360378,3.534936,0.000277
111500,0.255348,3.053073,3.180747,0.000277
111550,0.286615,3.140253,3.283561,0.000277
111600,0.339548,3.290679,3.460454,0.000277
111650,0.477589,3.581314,3.820109,0.000277
111700,0.535370,3.844690,4.112376,0.000277
111750,0.425688,3.794073,4.006917,0.000277
111800,0.380997,3.707562,3.898061,0.000277
111850,0.379486,3.572894,3.762637,0.000277
111900,0.486369,3.687766,3.930951,0.000276
111950,0.470995,3.303830,3.539327,0.000276
112000,0.262788,2.234330,2.365724,0.000276
112050,0.162100,1.683318,1.764368,0.000276
112100,0.159795,1.561397,1.641295,0.000276
112150,0.168408,1.519551,1.603755,0.000276
112200,0.159752,1.466966,1.546842,0.000276
112250,0.207251,1.501807,1.605433,0.000276
112300,0.640761,3.008697,3.329078,0.000276
112350,0.854998,4.302004,4.729503,0.000276
112400,0.613360,4.043891,4.350571,0.000276
112450,0.485555,3.826638,4.069415,0.000276
112500,0.444437,3.691720,3.913939,0.000276
112550,0.426174,3.574212,3.787299,0.000276
112600,0.433381,3.665362,3.882052,0.000276
112650,0.424097,3.753532,3.965580,0.000276
112700,0.501021,3.947516,4.198027,0.000276
112750,0.557770,4.122953,4.401838,0.000276
112800,0.504518,3.920466,4.172725,0.000276
112850,0.524016,3.743935,4.005942,0.000276
112900,0.547197,3.749415,4.023013,0.000276
112950,0.604600,3.920676,4.222976,0.000276
113000,0.634231,4.036558,4.353674,0.000276
113050,0.498704,3.669721,3.919073,0.000276
113100,0.449010,3.608671,3.833176,0.000276
113150,0.438226,3.747167,3.966280,0.000276
113200,0.324926,3.350856,3.513319,0.000276
113250,0.271611,3.089021,3.224826,0.000276
113300,0.339405,3.337736,3.507438,0.000276
113350,0.448896,3.842697,4.067145,0.000276
113400,0.478263,4.015783,4.254914,0.000276
113450,0.526340,4.020586,4.283756,0.000276
113500,0.593498,4.156468,4.453217,0.000276
113550,0.576514,4.143795,4.432052,0.000276
113600,0.490130,3.943216,4.188281,0.000276
113650,0.439273,3.850329,4.069965,0.000276
113700,0.515673,3.946808,4.204644,0.000276
113750,0.538275,4.026940,4.296077,0.000276
113800,0.442279,3.969588,4.190727,0.000276
113850,0.497890,3.847418,4.096363,0.000276
113900,0.557544,3.625994,3.904766,0.000276
113950,0.498667,3.422836,3.672170,0.000276
114000,0.447400,3.313607,3.537306,0.000276
114050,0.439795,3.270357,3.490255,0.000276
114100,0.438748,3.228051,3.447425,0.000276
114150,0.424829,3.175190,3.387604,0.000276
114200,0.484230,3.333396,3.575511,0.000276
114250,0.586035,3.759246,4.052263,0.000276
114300,0.661177,4.279334,4.609922,0.000275
114350,0.660471,4.336651,4.666886,0.000275
114400,0.666938,4.228707,4.562176,0.000275
114450,0.607854,4.041456,4.345383,0.000275
114500,0.539689,3.818323,4.088168,0.000275
114550,0.517892,3.766865,4.025810,0.000275
114600,0.498943,3.668505,3.917976,0.000275
114650,0.545505,3.733959,4.006712,0.000275
114700,0.693350,4.061613,4.408288,0.000275
114750,0.959690,4.403491,4.883336,0.000275
114800,0.769220,3.927165,4.311775,0.000275
114850,0.543016,3.748142,4.019650,0.000275
114900,0.509453,3.815702,4.070429,0.000275
114950,0.337471,3.430268,3.599003,0.000275
115000,0.319061,3.286806,3.446337,0.000275
115050,0.304406,3.141445,3.293648,0.000275
115100,0.265875,3.034172,3.167110,0.000275
115150,0.311619,3.186014,3.341823,0.000275
115200,0.411326,3.354301,3.559964,0.000275
115250,0.589483,3.723024,4.017766,0.000275
115300,0.648972,4.025547,4.350033,0.000275
115350,0.541660,3.802922,4.073753,0.000275
115400,0.449058,3.537180,3.761709,0.000275
115450,0.423302,3.565985,3.777636,0.000275
115500,0.427717,3.710469,3.924328,0.000275
115550,0.314372,3.351645,3.508831,0.000275
115600,0.269670,2.921141,3.055976,0.000275
115650,0.474627,3.490562,3.727876,0.000275
115700,0.612844,4.156815,4.463237,0.000275
115750,0.471871,3.938412,4.174347,0.000275
115800,0.366321,3.699811,3.882972,0.000275
115850,0.369908,3.691179,3.876133,0.000275
115900,0.388785,3.717979,3.912372,0.000275
115950,0.417937,3.712192,3.921161,0.000275
116000,0.375833,3.575543,3.763459,0.000275
116050,0.430607,3.705946,3.921250,0.000275
116100,0.627144,4.132134,4.445706,0.000275
116150,1.768145,4.663698,5.547770,0.000275
116200,4.351431,5.442973,7.618688,0.000275
116250,5.685868,5.691082,8.534016,0.000275
116300,4.034544,4.960481,6.977753,0.000275
116350,1.908888,4.313025,5.267470,0.000275
116400,1.107922,4.196258,4.750219,0.000275
116450,0.875810,4.070722,4.508627,0.000275
116500,0.692475,3.811954,4.158191,0.000275
116550,0.562232,3.715854,3.996970,0.000275
116600,0.471064,3.714205,3.949737,0.000275
116650,0.509894,3.834907,4.089853,0.000274
116700,0.608532,4.032872,4.337138,0.000274
116750,0.792157,4.257068,4.653146,0.000274
116800,0.958418,4.443631,4.922840,0.000274
116850,0.804673,4.193496,4.595832,0.000274
116900,0.712690,4.093523,4.449868,0.000274
116950,0.728254,4.148487,4.512614,0.000274
117000,0.698950,4.106735,4.456210,0.000274
117050,0.791835,4.371789,4.767707,0.000274
117100,0.745640,4.273248,4.646068,0.000274
117150,0.593930,3.898810,4.195776,0.000274
117200,0.590966,3.727240,4.022723,0.000274
117250,0.645156,3.802716,4.125294,0.000274
117300,0.659977,4.033418,4.363406,0.000274
117350,0.615953,3.944219,4.252196,0.000274
117400,0.537627,3.682792,3.951605,0.000274
117450,0.536889,3.619729,3.888174,0.000274
117500,0.596806,3.734987,4.033389,0.000274
117550,0.692367,4.018651,4.364835,0.000274
117600,0.673268,4.088909,4.425543,0.000274
117650,0.602281,3.753113,4.054253,0.000274
117700,0.622314,3.812454,4.123611,0.000274
117750,0.585382,4.095036,4.387727,0.000274
117800,0.534818,4.024408,4.291817,0.000274
117850,0.505695,3.914852,4.167700,0.000274
117900,0.447365,3.839699,4.063382,0.000274
117950,0.401643,3.773873,3.974695,0.000274
118000,0.421985,3.870733,4.081726,0.000274
118050,0.435467,3.883009,4.100742,0.000274
118100,0.440886,3.727057,3.947501,0.000274
118150,0.422676,3.585274,3.796612,0.000274
118200,0.430688,3.796456,4.011800,0.000274
118250,0.496755,3.999450,4.247828,0.000274
118300,0.489474,3.898983,4.143721,0.000274
118350,0.437084,3.743362,3.961904,0.000274
118400,0.446447,3.596732,3.819956,0.000274
118450,0.547776,3.741325,4.015213,0.000274
118500,0.613857,4.013110,4.320039,0.000274
118550,0.517959,3.945464,4.204443,0.000274
118600,0.428088,3.768993,3.983037,0.000274
118650,0.415844,3.851547,4.059469,0.000274
118700,0.437381,3.949586,4.168276,0.000274
118750,0.565836,3.997853,4.280771,0.000274
118800,0.542155,3.926589,4.197666,0.000274
118850,0.446199,3.805303,4.028403,0.000274
118900,0.440851,3.739145,3.959571,0.000274
118950,0.395708,3.660804,3.858658,0.000273
119000,0.384773,3.644603,3.836989,0.000273
119050,0.407450,3.610016,3.813741,0.000273
119100,0.512324,3.722327,3.978489,0.000273
119150,0.519707,3.857607,4.117460,0.000273
119200,0.401456,3.795897,3.996625,0.000273
119250,0.376204,3.809152,3.997254,0.000273
119300,0.449884,3.926455,4.151397,0.000273
119350,0.458903,3.816341,4.045792,0.000273
119400,0.370658,3.567652,3.752982,0.000273
119450,0.409975,3.689834,3.894822,0.000273
119500,0.587131,4.065583,4.359149,0.000273
119550,0.661988,4.147636,4.478630,0.000273
119600,0.660450,4.136216,4.466441,0.000273
119650,0.645269,4.156948,4.479583,0.000273
119700,0.499187,3.872193,4.121787,0.000273
119750,0.496373,3.784053,4.032239,0.000273
119800,0.546814,3.764264,4.037671,0.000273
119850,0.468413,3.780276,4.014483,0.000273
119900,0.428606,3.877422,4.091725,0.000273
119950,0.393818,3.757788,3.954697,0.000273
120000,0.355364,3.551902,3.729583,0.000273
120050,0.311869,3.325058,3.480992,0.000273
120100,0.255381,3.213387,3.341078,0.000273
120150,0.324062,3.370922,3.532953,0.000273
120200,0.454090,3.713455,3.940500,0.000273
120250,0.484983,3.824188,4.066679,0.000273
120300,0.470392,3.861282,4.096478,0.000273
120350,0.431506,3.884279,4.100032,0.000273
120400,0.419684,3.791763,4.001605,0.000273
120450,0.442556,3.715068,3.936346,0.000273
120500,0.458410,3.717880,3.947085,0.000273
120550,0.450215,3.763122,3.988230,0.000273
120600,0.381061,3.662091,3.852621,0.000273
120650,0.400263,3.682199,3.882330,0.000273
120700,0.550025,4.031332,4.306344,0.000273
120750,0.545550,4.068790,4.341565,0.000273
120800,0.446106,3.779491,4.002544,0.000273
120850,0.451312,3.726332,3.951988,0.000273
120900,0.421916,3.656103,3.867060,0.000273
120950,0.555102,3.919364,4.196914,0.000273
121000,0.644199,4.184966,4.507065,0.000273
121050,0.517178,4.043537,4.302127,0.000273
121100,0.519915,4.098090,4.358048,0.000273
121150,0.518550,4.120912,4.380186,0.000273
