step,recon_loss,pred_loss,total_loss,lr
157500,1.330164,3.197961,3.863043,0.000254
157550,0.595847,2.369958,2.667881,0.000254
157600,0.370205,2.028889,2.213991,0.000254
157650,0.302614,1.908698,2.060005,0.000254
157700,0.246964,1.800431,1.923913,0.000254
157750,0.315974,2.113649,2.271636,0.000254
157800,0.469727,3.120118,3.354981,0.000254
157850,0.460931,3.679219,3.909685,0.000254
157900,0.429163,3.729739,3.944320,0.000254
157950,0.476040,3.885159,4.123179,0.000254
158000,0.505813,3.897528,4.150434,0.000254
158050,0.471458,3.660281,3.896010,0.000254
158100,0.463726,3.685433,3.917296,0.000254
158150,0.644507,4.068424,4.390677,0.000254
158200,0.724453,4.070585,4.432811,0.000254
158250,0.644084,3.869465,4.191507,0.000254
158300,0.455951,3.530988,3.758963,0.000254
158350,0.353895,3.437279,3.614226,0.000254
158400,0.374151,3.510755,3.697831,0.000254
158450,0.363747,3.475817,3.657691,0.000254
158500,0.336659,3.394996,3.563325,0.000254
158550,0.284818,3.281192,3.423601,0.000254
158600,0.278386,3.280718,3.419910,0.000254
158650,0.521814,3.658911,3.919818,0.000254
158700,0.643513,3.987106,4.308863,0.000254
158750,0.447072,3.789550,4.013086,0.000254
158800,0.432413,3.838329,4.054536,0.000254
158850,0.328883,3.435056,3.599497,0.000253
158900,0.303794,3.082342,3.234239,0.000253
158950,0.409406,3.257184,3.461887,0.000253
159000,0.336540,3.194330,3.362600,0.000253
159050,0.265859,3.249198,3.382128,0.000253
159100,0.260729,3.303930,3.434294,0.000253
159150,0.394863,3.579026,3.776458,0.000253
159200,0.526335,3.915679,4.178847,0.000253
159250,0.459771,3.732505,3.962391,0.000253
159300,1.138053,3.796503,4.365530,0.000253
159350,1.380032,4.009986,4.700002,0.000253
159400,0.690200,3.888893,4.233993,0.000253
159450,0.491447,3.738145,3.983868,0.000253
159500,0.356254,3.477008,3.655135,0.000253
159550,0.254429,3.361151,3.488366,0.000253
159600,0.364508,3.603308,3.785562,0.000253
159650,0.375547,3.630450,3.818224,0.000253
159700,0.255779,3.290746,3.418635,0.000253
159750,0.235459,3.254278,3.372008,0.000253
159800,0.264538,3.410529,3.542798,0.000253
159850,0.293575,3.440530,3.587318,0.000253
159900,0.344459,3.483932,3.656161,0.000253
159950,0.373060,3.601002,3.787532,0.000253
160000,0.321769,3.542094,3.702979,0.000253
160050,0.541329,3.800906,4.071570,0.000253
160100,0.674370,4.078957,4.416142,0.000253
160150,0.511522,4.017220,4.272981,0.000253
160200,0.594316,4.080976,4.378134,0.000253
160250,0.686261,3.994085,4.337215,0.000253
160300,0.640798,3.855778,4.176177,0.000253
160350,0.519842,3.756883,4.016805,0.000253
160400,0.398314,3.748983,3.948140,0.000253
160450,0.398788,3.863748,4.063142,0.000253
160500,0.404157,3.881180,4.083258,0.000253
160550,0.344652,3.730243,3.902569,0.000253
160600,0.333609,3.697241,3.864046,0.000253
160650,0.598437,3.734889,4.034107,0.000252
160700,0.655321,3.782925,4.110586,0.000252
160750,0.429604,3.751733,3.966535,0.000252
160800,0.350519,3.479662,3.654921,0.000252
160850,0.318125,3.370769,3.529832,0.000252
160900,0.399866,3.569314,3.769247,0.000252
160950,0.504644,3.909315,4.161637,0.000252
161000,0.481130,4.022729,4.263294,0.000252
161050,0.372485,3.761776,3.948019,0.000252
161100,0.329977,3.651375,3.816364,0.000252
161150,0.341804,3.723344,3.894246,0.000252
161200,1.700404,4.181033,5.031235,0.000252
161250,2.080301,4.494307,5.534457,0.000252
161300,0.765379,3.996539,4.379228,0.000252
161350,0.380376,3.504278,3.694466,0.000252
161400,0.370646,3.191123,3.376446,0.000252
161450,0.343006,2.586588,2.758091,0.000252
161500,0.282165,2.671386,2.812469,0.000252
161550,0.269768,3.228230,3.363114,0.000252
161600,0.252119,3.293013,3.419072,0.000252
161650,0.272921,3.384557,3.521017,0.000252
161700,0.281804,3.455284,3.596186,0.000252
161750,0.332007,3.515008,3.681011,0.000252
161800,0.580955,4.061936,4.352413,0.000252
161850,0.622961,4.320032,4.631513,0.000252
161900,0.396576,3.777311,3.975599,0.000252
161950,0.398266,3.650247,3.849380,0.000252
162000,0.498183,3.996169,4.245261,0.000252
162050,0.473970,4.057038,4.294023,0.000252
162100,0.394452,3.884389,4.081616,0.000252
162150,0.351962,3.778712,3.954693,0.000252
162200,0.390300,3.750607,3.945757,0.000252
162250,0.423675,3.304726,3.516563,0.000252
162300,0.532161,3.374674,3.640755,0.000252
162350,0.715680,4.089635,4.447475,0.000252
162400,0.674757,4.103407,4.440786,0.000251
162450,0.431403,3.635927,3.851629,0.000251
162500,0.339658,3.424759,3.594588,0.000251
162550,0.377380,3.627105,3.815795,0.000251
162600,0.364158,3.794557,3.976636,0.000251
162650,0.350861,3.709178,3.884608,0.000251
162700,0.333403,3.615098,3.781800,0.000251
162750,0.287095,3.538172,3.681720,0.000251
162800,0.242032,3.429850,3.550866,0.000251
162850,0.308703,3.530801,3.685152,0.000251
162900,0.415272,3.738298,3.945934,0.000251
162950,0.379035,3.723212,3.912729,0.000251
163000,0.382168,3.696071,3.887156,0.000251
163050,1.278119,4.099142,4.738202,0.000251
163100,1.578701,4.054575,4.843926,0.000251
163150,0.843123,3.751186,4.172747,0.000251
163200,0.598047,3.954152,4.253176,0.000251
163250,0.476166,3.858119,4.096202,0.000251
163300,0.330474,3.484405,3.649643,0.000251
163350,0.288090,3.405810,3.549855,0.000251
163400,0.289081,3.497176,3.641716,0.000251
163450,0.244390,3.459590,3.581785,0.000251
163500,0.290938,3.541892,3.687361,0.000251
163550,0.379269,3.756566,3.946200,0.000251
163600,0.434769,3.878727,4.096111,0.000251
163650,0.496590,3.888263,4.136558,0.000251
163700,0.384048,3.631764,3.823788,0.000251
163750,0.308819,3.495737,3.650146,0.000251
163800,0.366524,3.723484,3.906746,0.000251
163850,0.356613,3.850237,4.028543,0.000251
163900,0.331764,3.797984,3.963866,0.000251
163950,0.435266,3.891861,4.109494,0.000251
164000,0.356488,3.310713,3.488957,0.000251
164050,0.146879,2.511657,2.585096,0.000251
164100,0.210997,2.747667,2.853166,0.000251
164150,0.358556,3.381249,3.560526,0.000250
164200,0.429209,3.751155,3.965759,0.000250
164250,0.345570,3.535189,3.707974,0.000250
164300,0.406394,3.548802,3.752000,0.000250
164350,0.518237,3.734490,3.993608,0.000250
164400,0.934130,3.496513,3.963578,0.000250
164450,1.233071,3.299916,3.916451,0.000250
164500,0.752539,3.074419,3.450688,0.000250
164550,0.365158,2.809388,2.991967,0.000250
164600,0.422838,3.290243,3.501662,0.000250
164650,0.438379,3.641985,3.861174,0.000250
164700,0.288493,3.294088,3.438335,0.000250
164750,0.223779,3.150497,3.262386,0.000250
164800,0.245626,3.174105,3.296918,0.000250
164850,0.877825,3.355273,3.794185,0.000250
164900,1.297891,3.760830,4.409775,0.000250
164950,0.850387,3.904447,4.329641,0.000250
165000,0.533715,3.693850,3.960708,0.000250
165050,0.416648,3.528914,3.737237,0.000250
165100,0.319879,3.415627,3.575566,0.000250
165150,0.268504,3.312997,3.447249,0.000250
165200,0.236942,3.253689,3.372160,0.000250
165250,0.257286,3.276360,3.405003,0.000250
165300,0.421044,3.588441,3.798963,0.000250
165350,0.449231,3.608443,3.833058,0.000250
165400,0.334827,3.270537,3.437950,0.000250
165450,0.388884,3.377126,3.571568,0.000250
165500,0.466262,3.688300,3.921431,0.000250
165550,0.602113,3.726761,4.027818,0.000250
165600,1.209923,3.729887,4.334848,0.000250
165650,0.997577,3.456026,3.954814,0.000250
165700,0.378557,3.369383,3.558662,0.000250
165750,0.389283,3.535677,3.730319,0.000250
165800,0.260418,3.215729,3.345939,0.000250
165850,0.212250,3.133506,3.239631,0.000250
165900,0.300798,3.499678,3.650078,0.000249
165950,0.430312,3.913316,4.128472,0.000249
166000,0.418667,3.637286,3.846620,0.000249
166050,0.375736,3.404771,3.592639,0.000249
166100,0.281509,3.311343,3.452098,0.000249
166150,0.280643,3.366792,3.507114,0.000249
166200,0.396211,3.740766,3.938872,0.000249
166250,0.358678,3.604864,3.784203,0.000249
166300,0.285605,3.239829,3.382631,0.000249
166350,0.331537,3.285992,3.451760,0.000249
166400,0.418246,3.651776,3.860899,0.000249
166450,0.417313,3.741875,3.950532,0.000249
166500,0.467806,3.879007,4.112910,0.000249
166550,0.483804,3.954627,4.196529,0.000249
166600,0.320543,3.414179,3.574450,0.000249
166650,0.251382,3.171878,3.297569,0.000249
166700,0.356906,3.454141,3.632594,0.000249
166750,0.891126,3.860448,4.306010,0.000249
166800,1.502566,4.124749,4.876032,0.000249
166850,1.100862,3.761438,4.311869,0.000249
166900,0.495809,3.413241,3.661146,0.000249
166950,0.403718,3.457746,3.659606,0.000249
167000,0.319947,3.602321,3.762295,0.000249
167050,0.339481,3.748118,3.917858,0.000249
167100,0.393296,3.805156,4.001804,0.000249
167150,0.331401,3.676414,3.842114,0.000249
167200,0.270006,3.524463,3.659466,0.000249
167250,0.280784,3.587986,3.728378,0.000249
167300,0.315295,3.651690,3.809338,0.000249
167350,0.255428,3.264942,3.392656,0.000249
167400,0.313344,3.339083,3.495756,0.000249
167450,0.417644,3.812383,4.021205,0.000249
167500,0.591249,3.918235,4.213860,0.000249
167550,0.446413,3.339284,3.562490,0.000249
167600,0.163456,2.810138,2.891866,0.000249
167650,0.243376,2.979680,3.101368,0.000248
167700,0.316767,3.198482,3.356866,0.000248
167750,0.370097,3.498907,3.683955,0.000248
167800,0.390645,3.639262,3.834585,0.000248
167850,0.359352,3.517105,3.696781,0.000248
167900,0.330501,3.435218,3.600468,0.000248
167950,0.319674,3.371243,3.531080,0.000248
168000,0.299659,3.309434,3.459264,0.000248
168050,0.328634,3.401516,3.565833,0.000248
168100,1.180476,3.850971,4.441208,0.000248
168150,1.395444,4.114174,4.811896,0.000248
168200,0.632326,3.900752,4.216916,0.000248
168250,0.414304,3.679894,3.887047,0.000248
168300,0.276207,3.290865,3.428968,0.000248
168350,0.180441,2.917217,3.007438,0.000248
168400,0.276761,3.372974,3.511354,0.000248
168450,0.339678,3.677860,3.847699,0.000248
168500,0.357266,3.761620,3.940253,0.000248
168550,0.394200,3.907835,4.104935,0.000248
168600,0.401698,3.848264,4.049112,0.000248
168650,0.410986,3.907650,4.113143,0.000248
168700,0.396492,3.829321,4.027567,0.000248
168750,0.386439,3.781686,3.974906,0.000248
168800,0.340365,3.602296,3.772479,0.000248
168850,0.313836,3.479898,3.636816,0.000248
168900,0.306383,3.530470,3.683661,0.000248
168950,0.290052,3.447317,3.592343,0.000248
169000,0.253372,3.247005,3.373691,0.000248
169050,0.436967,3.638609,3.857093,0.000248
169100,0.544730,3.927013,4.199378,0.000248
169150,0.390997,3.610508,3.806007,0.000248
169200,0.302271,3.433008,3.584143,0.000248
169250,0.255965,3.342790,3.470772,0.000248
169300,0.299634,3.448670,3.598488,0.000248
169350,0.361636,3.481220,3.662038,0.000247
169400,0.363858,3.393090,3.575019,0.000247
169450,0.364630,3.525951,3.708266,0.000247
169500,0.440930,3.812442,4.032907,0.000247
169550,0.417760,3.609704,3.818584,0.000247
169600,0.279859,3.029016,3.168946,0.000247
169650,0.246826,2.951815,3.075228,0.000247
169700,0.364964,3.401073,3.583555,0.000247
169750,0.413019,3.676681,3.883190,0.000247
169800,1.048534,3.822210,4.346477,0.000247
169850,1.199014,3.797380,4.396887,0.000247
169900,0.487387,3.429293,3.672987,0.000247
169950,0.365389,3.340270,3.522964,0.000247
170000,0.377558,3.323941,3.512720,0.000247
170050,0.411726,3.496397,3.702260,0.000247
170100,0.432125,3.680274,3.896336,0.000247
170150,0.390131,3.705730,3.900796,0.000247
170200,0.327776,3.678917,3.842805,0.000247
170250,0.252210,3.484432,3.610537,0.000247
170300,0.277186,3.392384,3.530977,0.000247
170350,0.320288,3.582530,3.742674,0.000247
170400,0.298305,3.710198,3.859350,0.000247
170450,0.268775,3.602876,3.737263,0.000247
170500,0.269787,3.558368,3.693262,0.000247
170550,0.324576,3.601215,3.763503,0.000247
170600,0.377004,3.578312,3.766814,0.000247
170650,0.370004,3.586845,3.771848,0.000247
170700,0.327292,3.558954,3.722600,0.000247
170750,0.253097,3.265410,3.391959,0.000247
170800,0.196912,2.994260,3.092716,0.000247
170850,0.184483,2.906081,2.998323,0.000247
170900,0.202931,2.958573,3.060039,0.000247
170950,0.236026,3.094318,3.212331,0.000247
171000,0.270373,3.215236,3.350422,0.000247
171050,0.317005,3.403410,3.561912,0.000246
171100,0.385883,3.480197,3.673138,0.000246
171150,0.487274,3.433920,3.677557,0.000246
171200,0.495783,3.583372,3.831264,0.000246
171250,1.133454,3.820735,4.387461,0.000246
171300,1.240057,3.655708,4.275736,0.000246
171350,0.600696,3.568918,3.869266,0.000246
171400,0.495804,3.703232,3.951134,0.000246
171450,0.362033,3.466578,3.647594,0.000246
171500,0.253841,3.222493,3.349413,0.000246
171550,0.242187,3.186550,3.307643,0.000246
171600,0.266318,3.216657,3.349816,0.000246
171650,0.345193,3.301827,3.474424,0.000246
171700,0.359807,3.494752,3.674656,0.000246
171750,0.307301,3.610832,3.764482,0.000246
171800,0.314422,3.639163,3.796374,0.000246
171850,0.267511,3.449046,3.582801,0.000246
171900,0.202289,3.189407,3.290552,0.000246
171950,0.212871,3.221233,3.327668,0.000246
172000,0.361017,3.581443,3.761952,0.000246
172050,0.444910,3.870704,4.093159,0.000246
172100,0.371192,3.717975,3.903571,0.000246
172150,0.312806,3.365499,3.521902,0.000246
172200,0.378613,3.532003,3.721309,0.000246
172250,0.452834,3.784032,4.010449,0.000246
172300,0.459246,3.713935,3.943558,0.000246
172350,0.529205,3.791428,4.056031,0.000246
172400,0.571033,3.905288,4.190804,0.000246
172450,0.619222,4.107667,4.417278,0.000246
172500,0.633805,4.199827,4.516730,0.000246
172550,0.473462,4.010039,4.246770,0.000246
172600,0.334390,3.801553,3.968748,0.000246
172650,0.996922,3.848901,4.347362,0.000246
172700,1.236232,3.872858,4.490974,0.000246
172750,0.691055,3.880022,4.225549,0.000245
172800,0.553242,4.032405,4.309025,0.000245
172850,0.475254,3.998143,4.235770,0.000245
172900,0.401621,3.791707,3.992518,0.000245
172950,0.375342,3.592221,3.779892,0.000245
173000,0.385515,3.735806,3.928564,0.000245
173050,0.383898,3.917594,4.109543,0.000245
173100,0.328755,3.698194,3.862572,0.000245
173150,0.353850,3.777961,3.954886,0.000245
173200,0.314472,3.620076,3.777313,0.000245
173250,0.277437,3.400822,3.539541,0.000245
173300,0.418057,3.715042,3.924071,0.000245
173350,0.388312,3.690226,3.884382,0.000245
173400,0.298675,3.464063,3.613401,0.000245
173450,0.633613,3.337190,3.653996,0.000245
173500,1.110906,3.502412,4.057864,0.000245
173550,0.882423,3.739338,4.180549,0.000245
173600,0.545226,4.062844,4.335456,0.000245
173650,0.447102,4.043800,4.267351,0.000245
173700,0.266526,3.624275,3.757538,0.000245
173750,0.243508,3.563836,3.685590,0.000245
173800,0.292905,3.668586,3.815038,0.000245
173850,0.341884,3.708489,3.879431,0.000245
173900,0.373979,3.648997,3.835986,0.000245
173950,0.337175,3.532599,3.701187,0.000245
174000,0.317216,3.462134,3.620742,0.000245
174050,0.373752,3.589642,3.776519,0.000245
174100,0.462917,3.897495,4.128954,0.000245
174150,0.548917,4.134094,4.408552,0.000245
174200,0.619426,4.114031,4.423744,0.000245
174250,0.485692,3.723291,3.966137,0.000245
174300,0.407241,3.632458,3.836079,0.000245
174350,0.500356,3.872608,4.122786,0.000245
174400,0.409632,3.703385,3.908201,0.000244
174450,0.312836,3.482600,3.639017,0.000244
174500,0.516654,3.506969,3.765296,0.000244
174550,1.278213,3.948029,4.587136,0.000244
174600,1.205777,4.136441,4.739330,0.000244
174650,0.512593,3.932782,4.189079,0.000244
174700,0.437845,3.737870,3.956792,0.000244
174750,0.391520,3.616098,3.811858,0.000244
174800,0.286834,3.521502,3.664919,0.000244
174850,0.215968,3.278574,3.386558,0.000244
174900,0.244835,3.378248,3.500666,0.000244
174950,0.285587,3.499416,3.642209,0.000244
175000,0.252425,3.285384,3.411596,0.000244
175050,0.302681,3.266071,3.417412,0.000244
175100,0.318392,3.368367,3.527563,0.000244
175150,0.328025,3.436275,3.600287,0.000244
175200,0.392286,3.576419,3.772562,0.000244
175250,0.318287,3.455812,3.614955,0.000244
175300,0.262641,3.319922,3.451243,0.000244
175350,0.351934,3.652177,3.828144,0.000244
175400,0.396630,3.884455,4.082770,0.000244
175450,0.348488,3.762736,3.936980,0.000244
175500,0.287033,3.431917,3.575434,0.000244
175550,0.363445,3.564691,3.746414,0.000244
175600,0.406759,3.721890,3.925270,0.000244
175650,0.342735,3.548399,3.719767,0.000244
175700,0.339755,3.448444,3.618321,0.000244
175750,0.278620,3.159336,3.298646,0.000244
175800,0.349769,3.369569,3.544454,0.000244
175850,0.433330,3.741782,3.958446,0.000244
175900,0.521133,3.967864,4.228430,0.000244
175950,0.600727,4.083492,4.383856,0.000244
176000,0.416583,3.631788,3.840079,0.000244
176050,1.308447,3.697536,4.351759,0.000243
176100,1.489378,4.033519,4.778208,0.000243
176150,0.511466,3.823413,4.079146,0.000243
176200,0.357644,3.690579,3.869401,0.000243
176250,0.302293,3.588687,3.739834,0.000243
176300,0.290959,3.532845,3.678325,0.000243
176350,0.290176,3.487860,3.632948,0.000243
176400,0.319047,3.623942,3.783465,0.000243
176450,0.335963,3.754106,3.922088,0.000243
176500,0.268258,3.574514,3.708643,0.000243
176550,0.168486,3.140916,3.225159,0.000243
176600,0.258602,3.238778,3.368079,0.000243
176650,0.416655,3.790276,3.998603,0.000243
176700,0.405067,3.826676,4.029209,0.000243
176750,0.334902,3.620655,3.788106,0.000243
176800,0.382190,3.851303,4.042398,0.000243
176850,0.404033,3.847689,4.049705,0.000243
176900,0.334340,3.532445,3.699615,0.000243
176950,0.385651,3.633894,3.826720,0.000243
177000,0.404540,3.727813,3.930083,0.000243
177050,0.402275,3.633489,3.834626,0.000243
177100,0.419855,3.466412,3.676339,0.000243
177150,0.489898,3.600790,3.845739,0.000243
177200,0.589130,3.949868,4.244433,0.000243
177250,0.456177,3.745182,3.973270,0.000243
177300,0.273261,3.281493,3.418123,0.000243
177350,0.318615,3.396972,3.556279,0.000243
177400,0.369447,3.550185,3.734908,0.000243
177450,0.291649,3.430963,3.576788,0.000243
177500,0.241414,3.283974,3.404681,0.000243
177550,0.376414,3.381951,3.570158,0.000243
177600,0.514960,3.725853,3.983333,0.000243
177650,0.450207,3.783954,4.009057,0.000243
177700,0.417116,3.649659,3.858217,0.000242
177750,0.411997,3.495395,3.701394,0.000242
177800,0.402958,3.607849,3.809328,0.000242
177850,0.981608,3.860948,4.351752,0.000242
177900,1.521911,4.137665,4.898621,0.000242
177950,1.056066,4.102693,4.630727,0.000242
178000,0.455508,3.608014,3.835768,0.000242
178050,0.273413,3.290715,3.427422,0.000242
178100,0.281050,3.343187,3.483712,0.000242
178150,0.315245,3.508580,3.666202,0.000242
178200,0.318777,3.592017,3.751405,0.000242
178250,0.313296,3.599174,3.755822,0.000242
178300,0.338532,3.571719,3.740984,0.000242
178350,0.353127,3.631867,3.808430,0.000242
178400,0.339933,3.721161,3.891127,0.000242
178450,0.349295,3.582660,3.757307,0.000242
178500,0.259606,3.178095,3.307897,0.000242
178550,0.882816,3.224859,3.666267,0.000242
178600,0.952465,3.231627,3.707860,0.000242
178650,0.301390,3.153926,3.304621,0.000242
178700,0.323142,3.463079,3.624650,0.000242
178750,0.334737,3.572731,3.740099,0.000242
178800,0.278290,3.484471,3.623616,0.000242
178850,0.233651,3.374999,3.491824,0.000242
178900,0.207568,3.297308,3.401092,0.000242
178950,0.217967,3.319997,3.428981,0.000242
179000,0.248533,3.421558,3.545824,0.000242
179050,0.312046,3.634515,3.790538,0.000242
179100,0.338327,3.753936,3.923100,0.000242
179150,0.344772,3.623867,3.796253,0.000242
179200,0.323677,3.280297,3.442136,0.000242
179250,0.325450,3.391295,3.554020,0.000242
179300,0.345172,3.672303,3.844889,0.000242
179350,0.336512,3.592619,3.760875,0.000241
179400,0.363570,3.668476,3.850261,0.000241
179450,0.351635,3.691503,3.867320,0.000241
179500,0.343737,3.650271,3.822139,0.000241
179550,0.348621,3.597265,3.771575,0.000241
179600,0.353141,3.466230,3.642801,0.000241
179650,0.919011,3.562505,4.022010,0.000241
179700,1.072978,3.590819,4.127308,0.000241
179750,0.488243,3.419229,3.663351,0.000241
179800,0.324430,3.361375,3.523590,0.000241
179850,0.329627,3.489771,3.654585,0.000241
179900,0.293771,3.515779,3.662665,0.000241
179950,0.252864,3.360228,3.486660,0.000241
180000,0.301524,3.595510,3.746272,0.000241
180050,0.370194,3.878598,4.063695,0.000241
180100,0.323937,3.674591,3.836559,0.000241
180150,0.170306,3.010603,3.095756,0.000241
180200,0.223312,3.153586,3.265242,0.000241
180250,0.332362,3.554710,3.720891,0.000241
180300,0.304841,3.465127,3.617548,0.000241
180350,0.357201,3.487170,3.665770,0.000241
180400,0.444503,3.602062,3.824314,0.000241
180450,0.482373,3.851360,4.092547,0.000241
180500,0.423003,3.516562,3.728063,0.000241
180550,0.344620,3.014201,3.186511,0.000241
180600,0.282035,2.871425,3.012443,0.000241
180650,0.246846,2.816555,2.939978,0.000241
180700,0.290388,3.194339,3.339533,0.000241
180750,0.332967,3.645536,3.812020,0.000241
180800,0.260484,3.371990,3.502232,0.000241
180850,0.394911,2.926688,3.124144,0.000241
180900,0.810438,2.986820,3.392040,0.000241
180950,0.704871,3.219039,3.571475,0.000241
181000,0.302922,3.018819,3.170280,0.000240
181050,0.209660,2.644039,2.748869,0.000240
181100,0.188505,2.461307,2.555560,0.000240
181150,0.303651,3.039465,3.191291,0.000240
181200,0.347161,3.435987,3.609567,0.000240
181250,0.247451,3.130406,3.254132,0.000240
181300,0.268380,3.267508,3.401698,0.000240
181350,0.334856,3.587074,3.754502,0.000240
181400,0.307121,3.513715,3.667276,0.000240
181450,0.245530,3.232832,3.355597,0.000240
181500,0.323514,3.453410,3.615167,0.000240
181550,0.374504,3.661272,3.848523,0.000240
181600,0.376405,3.578963,3.767166,0.000240
181650,0.344422,3.431517,3.603728,0.000240
181700,0.227305,3.096532,3.210184,0.000240
181750,0.237921,3.093830,3.212791,0.000240
181800,0.321689,3.356592,3.517437,0.000240
181850,0.330736,3.457076,3.622444,0.000240
181900,0.303729,3.461983,3.613847,0.000240
181950,0.306920,3.449319,3.602779,0.000240
182000,0.374842,3.371122,3.558543,0.000240
182050,0.385514,3.340493,3.533250,0.000240
182100,0.392832,3.508979,3.705395,0.000240
182150,0.416121,3.721789,3.929849,0.000240
182200,0.401408,3.785767,3.986471,0.000240
182250,0.418097,3.785755,3.994803,0.000240
182300,0.907758,3.761526,4.215405,0.000240
182350,1.231446,3.735100,4.350823,0.000240
182400,0.752754,3.591888,3.968265,0.000240
182450,0.358855,3.292469,3.471897,0.000240
182500,0.246374,2.961276,3.084463,0.000240
182550,0.238596,2.863597,2.982894,0.000240
182600,0.340956,3.260077,3.430555,0.000239
182650,0.358401,3.485194,3.664395,0.000239
182700,0.315974,3.386879,3.544866,0.000239
182750,0.316428,3.331858,3.490072,0.000239
182800,0.277021,3.365329,3.503839,0.000239
182850,0.236190,3.387035,3.505130,0.000239
182900,0.222724,3.315286,3.426648,0.000239
182950,0.217336,3.249727,3.358395,0.000239
183000,0.401291,3.788456,3.989102,0.000239
183050,0.535864,4.267808,4.535740,0.000239
183100,0.474720,4.119027,4.356386,0.000239
183150,1.221980,4.072288,4.683278,0.000239
183200,1.330224,3.996916,4.662028,0.000239
183250,0.564936,3.734625,4.017093,0.000239
183300,0.332873,3.373294,3.539730,0.000239
183350,0.208994,3.160457,3.264954,0.000239
183400,0.246798,3.303771,3.427170,0.000239
183450,0.277229,3.516436,3.655050,0.000239
183500,0.268486,3.573034,3.707277,0.000239
183550,0.281568,3.616282,3.757065,0.000239
183600,0.294498,3.545032,3.692281,0.000239
183650,0.290458,3.367277,3.512507,0.000239
183700,0.278579,3.352821,3.492111,0.000239
183750,0.254219,3.214255,3.341364,0.000239
183800,0.999113,3.178458,3.678014,0.000239
183850,1.274803,3.664345,4.301746,0.000239
183900,0.533392,3.727676,3.994372,0.000239
183950,0.345767,3.668119,3.841003,0.000239
184000,0.355459,3.800766,3.978496,0.000239
184050,0.287868,3.702072,3.846006,0.000239
184100,0.274206,3.577288,3.714391,0.000239
184150,0.258358,3.456196,3.585375,0.000239
184200,0.305746,3.605310,3.758183,0.000238
184250,0.362328,3.748825,3.929990,0.000238
184300,0.364280,3.781070,3.963210,0.000238
184350,0.363092,3.774832,3.956378,0.000238
184400,0.789311,3.681573,4.076229,0.000238
184450,1.169441,3.497810,4.082531,0.000238
184500,0.794672,3.562139,3.959475,0.000238
184550,0.480083,3.823727,4.063769,0.000238
184600,0.416833,3.644116,3.852532,0.000238
184650,0.309343,3.318226,3.472897,0.000238
184700,0.328826,3.499686,3.664099,0.000238
184750,0.340917,3.686114,3.856573,0.000238
184800,0.254498,3.370142,3.497391,0.000238
184850,0.222711,3.202976,3.314331,0.000238
184900,0.261860,3.426559,3.557489,0.000238
184950,0.259941,3.512559,3.642530,0.000238
185000,0.249322,3.489327,3.613988,0.000238
185050,0.253255,3.513377,3.640004,0.000238
185100,0.241203,3.442286,3.562888,0.000238
185150,0.318838,3.573351,3.732770,0.000238
185200,0.408509,3.758620,3.962875,0.000238
185250,0.513819,3.983481,4.240390,0.000238
185300,0.576344,4.134993,4.423166,0.000238
185350,0.521041,3.941954,4.202475,0.000238
185400,0.485805,3.913489,4.156392,0.000238
185450,0.442159,3.878533,4.099612,0.000238
185500,0.418204,3.652746,3.861848,0.000238
185550,1.148403,3.653481,4.227682,0.000238
185600,1.152547,3.555477,4.131750,0.000238
185650,0.367628,3.356962,3.540776,0.000238
185700,0.350312,3.477550,3.652706,0.000238
185750,0.369291,3.567545,3.752191,0.000238
185800,0.266954,3.385696,3.519172,0.000237
185850,0.279300,3.614823,3.754473,0.000237
185900,0.318095,3.673357,3.832405,0.000237
185950,0.190529,2.956984,3.052248,0.000237
186000,0.150242,2.782117,2.857238,0.000237
186050,0.215877,3.223217,3.331156,0.000237
186100,0.264085,3.521289,3.653332,0.000237
186150,0.343053,3.750519,3.922045,0.000237
186200,0.369659,3.783788,3.968617,0.000237
186250,0.395920,3.679125,3.877085,0.000237
186300,0.348000,3.437741,3.611741,0.000237
186350,0.303531,3.429196,3.580961,0.000237
186400,0.338883,3.591198,3.760639,0.000237
186450,0.297634,3.485991,3.634808,0.000237
186500,0.334560,3.501539,3.668819,0.000237
186550,0.783054,3.425351,3.816878,0.000237
186600,1.039568,3.366988,3.886772,0.000237
186650,0.676869,3.495542,3.833976,0.000237
186700,0.453221,3.777120,4.003730,0.000237
186750,0.386486,3.703071,3.896314,0.000237
186800,0.357546,3.490727,3.669500,0.000237
186850,0.399707,3.724033,3.923887,0.000237
186900,0.370894,3.788663,3.974110,0.000237
186950,0.315437,3.650844,3.808563,0.000237
187000,0.246892,3.500217,3.623663,0.000237
187050,0.284725,3.627118,3.769480,0.000237
187100,0.315475,3.587387,3.745125,0.000237
187150,0.220691,3.143509,3.253854,0.000237
187200,0.233788,3.039506,3.156400,0.000237
187250,0.368740,3.472075,3.656445,0.000237
187300,0.922437,3.731402,4.192620,0.000237
187350,1.093092,3.761774,4.308320,0.000237
187400,0.571112,3.691368,3.976924,0.000236
187450,0.328346,3.443727,3.607900,0.000236
187500,0.315441,3.456186,3.613907,0.000236
187550,0.303247,3.427586,3.579209,0.000236
187600,0.351886,3.567062,3.743005,0.000236
187650,0.390002,3.797843,3.992844,0.000236
187700,0.332065,3.655751,3.821784,0.000236
187750,0.341463,3.598191,3.768923,0.000236
187800,0.294514,3.455489,3.602746,0.000236
