step,loss,lr
20700,3.029518,0.024904
20750,3.008470,0.024904
20800,3.344869,0.024903
20850,2.739599,0.024903
20900,2.565073,0.024902
20950,2.520381,0.024902
21000,2.423428,0.024901
21050,3.060239,0.024901
21100,3.186953,0.024900
21150,3.301355,0.024900
21200,3.557646,0.024899
21250,2.995869,0.024899
21300,3.207688,0.024898
21350,3.209529,0.024898
21400,3.461442,0.024897
21450,3.242997,0.024897
21500,3.213662,0.024896
21550,3.371083,0.024896
21600,3.350492,0.024895
21650,3.184974,0.024895
21700,3.160216,0.024894
21750,2.139358,0.024894
21800,1.969307,0.024893
21850,1.899845,0.024893
21900,2.302666,0.024892
21950,3.438001,0.024892
22000,3.104776,0.024891
22050,3.295405,0.024891
22100,3.205803,0.024890
22150,3.206529,0.024890
22200,2.878070,0.024889
22250,2.888129,0.024889
22300,3.529825,0.024888
22350,3.454916,0.024888
22400,3.188392,0.024887
22450,3.196417,0.024887
22500,3.014746,0.024886
22550,3.213874,0.024886
22600,3.608069,0.024885
22650,3.290834,0.024885
22700,3.416193,0.024884
22750,3.272073,0.024883
22800,3.289791,0.024883
22850,3.375845,0.024882
22900,3.074687,0.024882
22950,3.249687,0.024881
23000,2.807717,0.024881
23050,2.688504,0.024880
23100,2.643086,0.024880
23150,2.608247,0.024879
23200,2.587704,0.024879
23250,2.830841,0.024878
23300,3.341900,0.024878
23350,3.075312,0.024877
23400,2.995599,0.024876
23450,2.951257,0.024876
23500,2.926264,0.024875
23550,3.060088,0.024875
23600,3.453103,0.024874
23650,3.126116,0.024874
23700,3.414046,0.024873
23750,3.054717,0.024873
23800,3.542388,0.024872
23850,2.399281,0.024871
23900,3.340597,0.024871
23950,3.225678,0.024870
24000,3.221671,0.024870
24050,3.019638,0.024869
24100,3.388173,0.024869
24150,3.588915,0.024868
24200,3.261739,0.024867
24250,3.255871,0.024867
24300,3.403713,0.024866
24350,3.246929,0.024866
24400,3.024567,0.024865
24450,3.350194,0.024865
24500,3.201526,0.024864
24550,3.395172,0.024863
24600,3.097305,0.024863
24650,3.395503,0.024862
24700,3.509643,0.024862
24750,3.380406,0.024861
24800,2.829861,0.024861
24850,2.681394,0.024860
24900,2.907136,0.024859
24950,3.366265,0.024859
25000,3.299000,0.024858
25050,3.386405,0.024858
25100,3.405328,0.024857
25150,3.347291,0.024856
25200,3.222682,0.024856
25250,3.321256,0.024855
25300,3.154469,0.024855
25350,3.404341,0.024854
25400,3.307546,0.024853
25450,3.336690,0.024853
25500,3.359086,0.024852
25550,3.059486,0.024852
25600,2.950034,0.024851
25650,2.897413,0.024850
25700,3.321121,0.024850
25750,3.596697,0.024849
25800,3.439135,0.024849
25850,3.416215,0.024848
25900,3.472308,0.024847
25950,3.405876,0.024847
26000,3.231738,0.024846
26050,3.215322,0.024846
26100,3.458718,0.024845
26150,3.428308,0.024844
26200,3.222825,0.024844
26250,3.038613,0.024843
26300,3.338332,0.024842
26350,3.322098,0.024842
26400,3.080196,0.024841
26450,3.166271,0.024841
26500,3.440802,0.024840
26550,3.420879,0.024839
26600,3.091950,0.024839
26650,3.381020,0.024838
26700,3.452620,0.024837
26750,3.329558,0.024837
26800,3.265976,0.024836
26850,2.971270,0.024835
26900,3.433486,0.024835
26950,3.384133,0.024834
27000,3.123175,0.024834
27050,3.322059,0.024833
27100,3.044812,0.024832
27150,3.422106,0.024832
27200,3.551432,0.024831
27250,3.492924,0.024830
27300,3.161577,0.024830
27350,3.002520,0.024829
27400,3.345211,0.024828
27450,2.997127,0.024828
27500,3.408488,0.024827
27550,3.176702,0.024826
27600,3.349746,0.024826
27650,3.218760,0.024825
27700,2.720164,0.024825
27750,3.376052,0.024824
27800,3.110260,0.024823
27850,3.363470,0.024823
27900,3.175067,0.024822
27950,3.280132,0.024821
28000,3.287501,0.024821
28050,3.087543,0.024820
28100,3.018898,0.024819
28150,3.274613,0.024819
28200,3.380060,0.024818
28250,3.291454,0.024817
28300,2.699725,0.024817
28350,3.531432,0.024816
28400,3.362810,0.024815
28450,3.098373,0.024815
28500,3.139369,0.024814
28550,3.357196,0.024813
28600,3.234990,0.024813
28650,3.232997,0.024812
28700,3.453045,0.024811
28750,3.162831,0.024810
28800,3.165498,0.024810
28850,3.255146,0.024809
28900,3.035657,0.024808
28950,3.436878,0.024808
29000,3.431795,0.024807
29050,3.405013,0.024806
29100,3.341005,0.024806
29150,2.700524,0.024805
29200,2.503242,0.024804
29250,3.437085,0.024804
29300,3.391016,0.024803
29350,3.439841,0.024802
29400,2.974037,0.024802
29450,3.116798,0.024801
29500,3.377065,0.024800
29550,3.125025,0.024799
29600,3.381846,0.024799
29650,3.141047,0.024798
29700,3.061293,0.024797
29750,3.314388,0.024797
29800,3.436686,0.024796
29850,3.275294,0.024795
29900,3.210605,0.024795
29950,3.420793,0.024794
30000,3.156512,0.024793
30050,3.578666,0.024792
30100,3.251268,0.024792
30150,3.041585,0.024791
30200,3.543354,0.024790
30250,3.449836,0.024790
30300,3.295922,0.024789
30350,3.405662,0.024788
30400,3.429893,0.024787
30450,3.236909,0.024787
30500,3.324377,0.024786
30550,3.069856,0.024785
30600,3.470381,0.024784
30650,3.441379,0.024784
30700,3.295728,0.024783
30750,3.375994,0.024782
30800,2.545852,0.024782
30850,3.546606,0.024781
30900,3.532474,0.024780
30950,3.518371,0.024779
31000,3.273543,0.024779
31050,3.312044,0.024778
31100,3.214497,0.024777
31150,3.394158,0.024776
31200,3.138594,0.024776
31250,3.405949,0.024775
31300,3.249438,0.024774
31350,3.261618,0.024773
31400,3.410549,0.024773
31450,3.088578,0.024772
31500,3.142979,0.024771
31550,2.080087,0.024770
31600,2.695966,0.024770
31650,3.287497,0.024769
31700,2.785949,0.024768
31750,3.050944,0.024767
31800,2.868366,0.024767
31850,3.554333,0.024766
31900,3.390206,0.024765
31950,2.897654,0.024764
32000,2.880613,0.024764
32050,3.319220,0.024763
32100,3.082745,0.024762
32150,3.149111,0.024761
32200,3.247869,0.024761
32250,3.296681,0.024760
32300,3.475933,0.024759
32350,3.409742,0.024758
32400,3.198698,0.024758
32450,2.785812,0.024757
32500,3.274858,0.024756
32550,3.137074,0.024755
32600,3.449564,0.024754
32650,3.013984,0.024754
32700,3.465682,0.024753
32750,3.239680,0.024752
32800,3.009907,0.024751
32850,3.216502,0.024751
32900,3.306180,0.024750
32950,3.194638,0.024749
33000,2.991787,0.024748
33050,3.137869,0.024747
33100,3.205911,0.024747
33150,3.335710,0.024746
33200,3.094058,0.024745
33250,3.421314,0.024744
33300,3.393344,0.024743
33350,3.171155,0.024743
33400,3.598559,0.024742
33450,3.455861,0.024741
33500,3.444661,0.024740
33550,3.337783,0.024740
33600,3.082936,0.024739
33650,3.099284,0.024738
33700,3.168770,0.024737
33750,3.567946,0.024736
33800,3.209474,0.024736
33850,3.444943,0.024735
33900,3.467314,0.024734
33950,3.290576,0.024733
34000,3.197820,0.024732
34050,3.669023,0.024731
34100,3.274738,0.024731
34150,3.134465,0.024730
34200,3.423423,0.024729
34250,3.182012,0.024728
34300,3.385813,0.024727
34350,2.766481,0.024727
34400,3.498193,0.024726
34450,3.226414,0.024725
34500,3.426869,0.024724
34550,2.424154,0.024723
34600,1.992967,0.024722
34650,2.277600,0.024722
34700,3.575426,0.024721
34750,3.253814,0.024720
34800,3.394241,0.024719
34850,3.123419,0.024718
34900,3.440457,0.024718
34950,3.466014,0.024717
35000,3.205589,0.024716
35050,3.004141,0.024715
35100,3.162585,0.024714
35150,2.086516,0.024713
35200,3.574985,0.024713
35250,3.270968,0.024712
35300,3.488870,0.024711
35350,3.020655,0.024710
35400,2.879253,0.024709
35450,3.264688,0.024708
35500,3.318353,0.024707
35550,3.288093,0.024707
35600,3.323908,0.024706
35650,3.099068,0.024705
35700,3.013430,0.024704
35750,3.287312,0.024703
35800,3.390845,0.024702
35850,3.287287,0.024702
35900,3.549888,0.024701
35950,3.026979,0.024700
36000,3.153151,0.024699
36050,3.172224,0.024698
36100,3.295302,0.024697
36150,3.294010,0.024696
36200,2.821965,0.024696
36250,3.444288,0.024695
36300,3.228031,0.024694
36350,3.115566,0.024693
36400,3.521069,0.024692
36450,3.183319,0.024691
36500,3.341305,0.024690
36550,3.355809,0.024689
36600,3.142981,0.024689
36650,3.385299,0.024688
36700,3.478604,0.024687
36750,3.295376,0.024686
36800,3.338919,0.024685
36850,3.136305,0.024684
36900,3.388281,0.024683
36950,3.135852,0.024682
37000,3.286639,0.024682
37050,3.451666,0.024681
37100,3.313834,0.024680
37150,3.501314,0.024679
37200,3.422150,0.024678
37250,3.462912,0.024677
37300,3.275131,0.024676
37350,3.398253,0.024675
37400,3.011047,0.024675
37450,3.159898,0.024674
37500,3.445732,0.024673
37550,3.334748,0.024672
37600,3.047792,0.024671
37650,3.396401,0.024670
37700,3.327061,0.024669
37750,3.072394,0.024668
37800,3.655930,0.024667
37850,3.371219,0.024666
37900,3.092911,0.024666
37950,3.051712,0.024665
38000,3.408648,0.024664
38050,3.342655,0.024663
38100,3.001101,0.024662
38150,3.311585,0.024661
38200,3.406831,0.024660
38250,3.252571,0.024659
38300,3.116824,0.024658
38350,3.169454,0.024657
38400,2.520064,0.024656
38450,2.755399,0.024656
38500,3.582886,0.024655
38550,3.462676,0.024654
38600,3.624349,0.024653
38650,2.498385,0.024652
38700,2.191348,0.024651
38750,3.398807,0.024650
38800,3.082751,0.024649
38850,3.638186,0.024648
38900,3.206000,0.024647
38950,3.234761,0.024646
39000,3.362941,0.024645
39050,3.201946,0.024644
39100,3.412885,0.024644
39150,2.960247,0.024643
39200,3.061795,0.024642
39250,3.340202,0.024641
39300,3.415640,0.024640
39350,3.252267,0.024639
39400,3.435158,0.024638
39450,3.550756,0.024637
39500,3.116562,0.024636
39550,3.354778,0.024635
39600,3.343178,0.024634
39650,3.420715,0.024633
39700,3.617417,0.024632
39750,3.530967,0.024631
39800,3.438960,0.024630
39850,3.390027,0.024629
39900,3.359246,0.024629
39950,3.336485,0.024628
40000,3.319410,0.024627
40050,3.306343,0.024626
40100,3.295183,0.024625
40150,3.286260,0.024624
40200,3.277684,0.024623
40250,3.272513,0.024622
40300,3.261845,0.024621
40350,3.393851,0.024620
40400,3.384471,0.024619
40450,3.495217,0.024618
40500,3.304981,0.024617
40550,3.278576,0.024616
40600,3.316568,0.024615
40650,3.073742,0.024614
40700,3.324863,0.024613
40750,3.356633,0.024612
40800,3.520688,0.024611
40850,3.319220,0.024610
40900,3.307098,0.024609
40950,3.074798,0.024608
41000,3.408410,0.024607
41050,3.204733,0.024606
41100,3.190181,0.024605
41150,3.353115,0.024604
41200,2.931701,0.024603
41250,2.429050,0.024602
41300,2.313323,0.024601
41350,2.240301,0.024600
41400,2.198101,0.024599
41450,2.164395,0.024598
41500,2.147742,0.024597
41550,2.119356,0.024597
41600,2.107620,0.024596
41650,2.096081,0.024595
41700,2.088479,0.024594
41750,3.402257,0.024593
41800,3.234678,0.024592
41850,2.950662,0.024591
41900,3.105561,0.024590
41950,3.546566,0.024589
42000,3.332086,0.024588
42050,3.191980,0.024587
42100,3.222797,0.024586
42150,3.100458,0.024585
42200,3.310697,0.024584
42250,3.321168,0.024583
42300,3.072725,0.024582
42350,3.405512,0.024581
42400,3.437572,0.024580
42450,3.382685,0.024578
42500,3.382970,0.024577
42550,3.139910,0.024576
42600,3.485546,0.024575
42650,3.312229,0.024574
42700,3.284308,0.024573
42750,3.299625,0.024572
42800,3.562454,0.024571
42850,3.219306,0.024570
42900,3.329797,0.024569
42950,3.268589,0.024568
43000,3.285320,0.024567
43050,3.358725,0.024566
43100,3.183938,0.024565
43150,2.902238,0.024564
43200,3.206600,0.024563
43250,2.981108,0.024562
43300,3.358123,0.024561
43350,3.403385,0.024560
43400,3.195297,0.024559
43450,3.436635,0.024558
43500,3.319839,0.024557
43550,3.233953,0.024556
43600,3.069568,0.024555
43650,3.286049,0.024554
43700,3.010708,0.024553
43750,3.308219,0.024552
43800,3.015205,0.024551
43850,3.240076,0.024550
43900,2.920005,0.024549
43950,3.023277,0.024548
44000,3.112899,0.024547
44050,3.473773,0.024546
44100,3.361719,0.024544
44150,3.353452,0.024543
44200,3.453359,0.024542
44250,3.246814,0.024541
44300,3.275740,0.024540
44350,3.362372,0.024539
44400,3.083475,0.024538
44450,2.946774,0.024537
44500,3.170155,0.024536
44550,2.910603,0.024535
44600,3.277269,0.024534
44650,3.453441,0.024533
44700,3.507482,0.024532
44750,3.358617,0.024531
44800,3.402432,0.024530
44850,3.246390,0.024529
44900,2.981304,0.024528
44950,3.267769,0.024526
45000,3.300415,0.024525
45050,3.081013,0.024524
45100,3.240416,0.024523
45150,3.198286,0.024522
45200,3.416107,0.024521
45250,3.364237,0.024520
45300,3.237552,0.024519
45350,3.522571,0.024518
45400,3.122628,0.024517
45450,2.930529,0.024516
45500,3.534655,0.024515
45550,3.401740,0.024514
45600,3.328822,0.024512
45650,3.292195,0.024511
45700,3.262044,0.024510
45750,3.240721,0.024509
45800,3.223174,0.024508
45850,2.342004,0.024507
45900,2.732803,0.024506
45950,3.379286,0.024505
46000,3.121762,0.024504
46050,3.547457,0.024503
46100,3.414807,0.024502
46150,3.389642,0.024500
46200,3.165039,0.024499
46250,3.369452,0.024498
46300,3.066016,0.024497
46350,3.444133,0.024496
46400,3.459345,0.024495
46450,3.014584,0.024494
46500,3.416045,0.024493
46550,3.360750,0.024492
46600,2.487859,0.024490
46650,2.221093,0.024489
46700,2.138717,0.024488
46750,2.535759,0.024487
46800,3.398587,0.024486
46850,3.471036,0.024485
46900,3.317776,0.024484
46950,3.081757,0.024483
47000,3.123553,0.024482
47050,3.540813,0.024480
47100,3.318470,0.024479
47150,3.393283,0.024478
47200,3.366539,0.024477
47250,3.016119,0.024476
47300,3.304138,0.024475
47350,3.381411,0.024474
47400,3.384401,0.024473
47450,3.349424,0.024471
47500,3.038006,0.024470
47550,2.959618,0.024469
47600,3.349354,0.024468
47650,3.040392,0.024467
47700,3.214236,0.024466
47750,3.482202,0.024465
47800,3.244855,0.024464
47850,3.319788,0.024462
47900,2.968623,0.024461
47950,3.290362,0.024460
48000,3.486949,0.024459
48050,3.469544,0.024458
48100,3.440563,0.024457
48150,3.332214,0.024456
48200,3.252410,0.024454
48250,3.087016,0.024453
48300,3.668482,0.024452
48350,3.182730,0.024451
48400,3.441063,0.024450
48450,3.000594,0.024449
48500,3.548044,0.024447
48550,3.174232,0.024446
48600,3.343025,0.024445
48650,3.188421,0.024444
48700,2.892940,0.024443
48750,2.937748,0.024442
48800,3.463569,0.024441
48850,3.639661,0.024439
48900,3.207534,0.024438
48950,3.125807,0.024437
49000,2.997846,0.024436
49050,3.428554,0.024435
49100,2.980833,0.024434
49150,2.942944,0.024432
49200,3.335611,0.024431
49250,3.431008,0.024430
49300,3.317173,0.024429
49350,3.365077,0.024428
49400,3.175727,0.024426
49450,3.560653,0.024425
49500,3.528989,0.024424
49550,3.325917,0.024423
49600,3.364601,0.024422
49650,3.024968,0.024421
49700,3.479801,0.024419
49750,3.222229,0.024418
49800,3.442533,0.024417
49850,3.055617,0.024416
49900,3.312267,0.024415
49950,3.540462,0.024413
50000,3.075454,0.024412
50050,3.327992,0.024411
50100,3.572212,0.024410
50150,3.473085,0.024409
50200,3.275248,0.024408
50250,3.188828,0.024406
50300,3.143282,0.024405
50350,3.101585,0.024404
50400,3.083397,0.024403
50450,3.129595,0.024402
50500,3.066240,0.024400
50550,3.559718,0.024399
50600,3.443865,0.024398
50650,2.908014,0.024397
50700,3.498059,0.024396
50750,3.067612,0.024394
50800,2.849153,0.024393
50850,3.187922,0.024392
50900,3.490751,0.024391
50950,3.348314,0.024389
51000,3.143276,0.024388
51050,3.159355,0.024387
51100,3.494591,0.024386
51150,3.258819,0.024385
51200,3.360110,0.024383
51250,3.347921,0.024382
51300,3.581106,0.024381
51350,3.292960,0.024380
51400,3.381928,0.024379
51450,3.490770,0.024377
51500,3.111572,0.024376
51550,3.328266,0.024375
51600,3.122726,0.024374
51650,3.278745,0.024372
51700,3.224137,0.024371
51750,3.261983,0.024370
51800,3.290957,0.024369
51850,3.289511,0.024367
51900,3.376599,0.024366
51950,3.519192,0.024365
52000,3.209657,0.024364
52050,3.262122,0.024363
52100,3.368609,0.024361
52150,3.405918,0.024360
52200,3.433397,0.024359
52250,2.899152,0.024358
52300,3.395797,0.024356
52350,3.126890,0.024355
52400,3.054776,0.024354
52450,3.010437,0.024353
52500,2.979825,0.024351
52550,3.407796,0.024350
52600,2.882939,0.024349
52650,2.808238,0.024348
52700,3.512419,0.024346
52750,3.454549,0.024345
52800,3.050095,0.024344
52850,3.355052,0.024343
52900,3.423983,0.024341
52950,3.141203,0.024340
53000,2.817042,0.024339
53050,2.699004,0.024338
53100,3.190925,0.024336
53150,3.172027,0.024335
53200,3.366702,0.024334
53250,3.482309,0.024332
53300,3.454631,0.024331
53350,3.344188,0.024330
53400,2.927955,0.024329
53450,3.252406,0.024327
53500,2.963950,0.024326
53550,3.182596,0.024325
53600,3.277833,0.024324
53650,3.403585,0.024322
53700,3.418715,0.024321
53750,3.321051,0.024320
53800,3.103371,0.024318
53850,3.451338,0.024317
