step,loss,lr
50,11.089400,0.001225
100,11.044753,0.002475
150,10.517507,0.003725
200,8.794211,0.004975
250,6.880842,0.006225
300,5.384580,0.007475
350,5.304477,0.008725
400,4.624844,0.009975
450,4.849240,0.011225
500,3.803841,0.012475
550,4.134464,0.013725
600,4.162344,0.014975
650,3.293619,0.016225
700,3.990830,0.017475
750,3.559975,0.018725
800,3.099685,0.019975
850,3.520662,0.021225
900,3.077907,0.022475
950,2.695794,0.023725
1000,2.457382,0.024975
1050,2.382558,0.025000
1100,2.342415,0.025000
1150,2.315297,0.025000
1200,2.283799,0.025000
1250,2.256545,0.025000
1300,2.231283,0.025000
1350,2.628501,0.025000
1400,3.137698,0.025000
1450,3.295615,0.025000
1500,2.873012,0.025000
1550,3.787482,0.025000
1600,3.529508,0.025000
1650,3.154161,0.025000
1700,3.392436,0.025000
1750,3.780494,0.025000
1800,3.458683,0.025000
1850,3.188775,0.025000
1900,3.458566,0.025000
1950,3.009182,0.025000
2000,3.474167,0.025000
2050,3.104071,0.025000
2100,3.310350,0.025000
2150,3.675404,0.025000
2200,2.696520,0.025000
2250,1.896659,0.025000
2300,1.793772,0.025000
2350,3.458086,0.025000
2400,2.710278,0.025000
2450,2.387539,0.024999
2500,2.586564,0.024999
2550,3.437029,0.024999
2600,2.907787,0.024999
2650,3.493835,0.024999
2700,3.432940,0.024999
2750,3.105014,0.024999
2800,3.576737,0.024999
2850,3.330185,0.024999
2900,3.274054,0.024999
2950,2.945037,0.024999
3000,3.125307,0.024999
3050,3.069175,0.024999
3100,3.531919,0.024999
3150,3.675147,0.024999
3200,3.032690,0.024999
3250,3.357763,0.024999
3300,3.217357,0.024999
3350,3.354570,0.024999
3400,3.365583,0.024999
3450,3.176858,0.024999
3500,3.291380,0.024998
3550,3.349014,0.024998
3600,3.125662,0.024998
3650,3.047392,0.024998
3700,3.001251,0.024998
3750,3.230370,0.024998
3800,3.741185,0.024998
3850,3.144583,0.024998
3900,3.375661,0.024998
3950,2.928749,0.024998
4000,2.778518,0.024998
4050,2.984604,0.024998
4100,3.634212,0.024998
4150,3.228422,0.024998
4200,2.995126,0.024997
4250,3.661611,0.024997
4300,1.957646,0.024997
4350,1.380844,0.024997
4400,1.243437,0.024997
4450,1.174890,0.024997
4500,1.973665,0.024997
4550,3.601787,0.024997
4600,3.089708,0.024997
4650,3.474883,0.024997
4700,3.051457,0.024997
4750,3.132325,0.024997
4800,2.899464,0.024996
4850,2.758011,0.024996
4900,3.399686,0.024996
4950,3.628380,0.024996
5000,3.527555,0.024996
5050,3.522407,0.024996
5100,3.094968,0.024996
5150,3.407547,0.024996
5200,3.126177,0.024996
5250,2.953194,0.024996
5300,3.640417,0.024995
5350,3.143156,0.024995
5400,3.374947,0.024995
5450,3.196529,0.024995
5500,3.293964,0.024995
5550,2.972591,0.024995
5600,3.450510,0.024995
5650,3.263709,0.024995
5700,3.310933,0.024995
5750,3.043255,0.024994
5800,3.190377,0.024994
5850,3.436966,0.024994
5900,3.340049,0.024994
5950,3.405219,0.024994
6000,3.226056,0.024994
6050,3.156794,0.024994
6100,3.358925,0.024994
6150,2.880527,0.024993
6200,2.997011,0.024993
6250,3.260050,0.024993
6300,3.380774,0.024993
6350,3.203053,0.024993
6400,3.399460,0.024993
6450,2.957060,0.024993
6500,3.259303,0.024993
6550,3.283010,0.024992
6600,2.917531,0.024992
6650,2.748838,0.024992
6700,3.477165,0.024992
6750,3.516879,0.024992
6800,3.365524,0.024992
6850,3.172921,0.024992
6900,3.145736,0.024991
6950,3.191878,0.024991
7000,2.916681,0.024991
7050,2.052307,0.024991
7100,3.147797,0.024991
7150,3.322834,0.024991
7200,3.150074,0.024991
7250,3.219812,0.024990
7300,3.366071,0.024990
7350,3.040625,0.024990
7400,3.159420,0.024990
7450,2.911892,0.024990
7500,3.128144,0.024990
7550,3.510414,0.024989
7600,2.842627,0.024989
7650,2.119271,0.024989
7700,3.218591,0.024989
7750,3.149836,0.024989
7800,3.316607,0.024989
7850,3.543129,0.024988
7900,3.185413,0.024988
7950,3.047753,0.024988
8000,3.015377,0.024988
8050,3.471561,0.024988
8100,2.726249,0.024988
8150,2.573033,0.024987
8200,2.741738,0.024987
8250,3.261223,0.024987
8300,3.456063,0.024987
8350,3.460403,0.024987
8400,2.965636,0.024986
8450,3.061470,0.024986
8500,2.979451,0.024986
8550,3.379301,0.024986
8600,3.344183,0.024986
8650,3.394853,0.024986
8700,3.138222,0.024985
8750,3.249612,0.024985
8800,3.238753,0.024985
8850,3.361480,0.024985
8900,3.796037,0.024985
8950,2.835513,0.024984
9000,2.311465,0.024984
9050,2.646435,0.024984
9100,3.562012,0.024984
9150,3.262719,0.024984
9200,3.364910,0.024983
9250,3.224703,0.024983
9300,3.561169,0.024983
9350,3.219802,0.024983
9400,3.302286,0.024983
9450,3.413363,0.024982
9500,3.053270,0.024982
9550,3.366917,0.024982
9600,3.278015,0.024982
9650,3.142975,0.024982
9700,3.547881,0.024981
9750,3.331161,0.024981
9800,3.338915,0.024981
9850,3.340101,0.024981
9900,3.317749,0.024980
9950,3.378973,0.024980
10000,3.232306,0.024980
10050,3.350233,0.024980
10100,3.294191,0.024980
10150,3.074308,0.024979
10200,3.496182,0.024979
10250,3.202315,0.024979
10300,3.328931,0.024979
10350,3.472372,0.024978
10400,3.444606,0.024978
10450,3.045671,0.024978
10500,3.386532,0.024978
10550,3.387163,0.024978
10600,3.037478,0.024977
10650,3.280829,0.024977
10700,2.714683,0.024977
10750,3.373473,0.024977
10800,3.499597,0.024976
10850,3.069110,0.024976
10900,2.920696,0.024976
10950,3.317372,0.024976
11000,3.376641,0.024975
11050,3.314930,0.024975
11100,3.370027,0.024975
11150,3.412197,0.024975
11200,3.089809,0.024974
11250,3.248239,0.024974
11300,3.323867,0.024974
11350,3.191288,0.024974
11400,2.987018,0.024973
11450,3.385253,0.024973
11500,3.439288,0.024973
11550,3.298501,0.024973
11600,3.143276,0.024972
11650,3.194165,0.024972
11700,3.023593,0.024972
11750,2.950340,0.024972
11800,2.846226,0.024971
11850,2.895796,0.024971
11900,3.431746,0.024971
11950,3.373461,0.024970
12000,3.129891,0.024970
12050,3.337940,0.024970
12100,3.275440,0.024970
12150,3.250761,0.024969
12200,3.109364,0.024969
12250,2.871567,0.024969
12300,2.545179,0.024969
12350,3.458304,0.024968
12400,3.145525,0.024968
12450,3.418155,0.024968
12500,3.141198,0.024967
12550,3.097618,0.024967
12600,2.971288,0.024967
12650,3.366292,0.024967
12700,2.924642,0.024966
12750,2.774611,0.024966
12800,2.723563,0.024966
12850,3.284430,0.024965
12900,3.340598,0.024965
12950,3.312032,0.024965
13000,3.330788,0.024964
13050,3.147219,0.024964
13100,3.057498,0.024964
13150,3.085046,0.024964
13200,3.625973,0.024963
13250,3.291670,0.024963
13300,3.313148,0.024963
13350,2.874822,0.024962
13400,3.311368,0.024962
13450,3.308542,0.024962
13500,3.324196,0.024961
13550,3.247030,0.024961
13600,3.338946,0.024961
13650,3.452617,0.024961
13700,2.963217,0.024960
13750,2.843604,0.024960
13800,3.045496,0.024960
13850,3.180360,0.024959
13900,2.455801,0.024959
13950,2.323255,0.024959
14000,2.259025,0.024958
14050,3.086658,0.024958
14100,3.422752,0.024958
14150,2.996157,0.024957
14200,2.879958,0.024957
14250,3.370170,0.024957
14300,3.366728,0.024956
14350,3.069722,0.024956
14400,3.137008,0.024956
14450,3.506702,0.024955
14500,3.230465,0.024955
14550,3.184624,0.024955
14600,3.403436,0.024954
14650,3.178578,0.024954
14700,2.803797,0.024954
14750,2.863004,0.024953
14800,3.643734,0.024953
14850,3.127808,0.024953
14900,3.152998,0.024952
14950,3.284158,0.024952
15000,3.369547,0.024952
15050,3.355062,0.024951
15100,3.101385,0.024951
15150,3.337583,0.024951
15200,3.159989,0.024950
15250,3.014562,0.024950
15300,3.246839,0.024950
15350,2.621798,0.024949
15400,2.451030,0.024949
15450,2.821749,0.024949
15500,3.450915,0.024948
15550,3.079241,0.024948
15600,3.331701,0.024947
15650,3.189538,0.024947
15700,3.386843,0.024947
15750,3.178638,0.024946
15800,3.367599,0.024946
15850,3.071738,0.024946
15900,3.050921,0.024945
15950,2.839709,0.024945
16000,3.302955,0.024945
16050,3.534135,0.024944
16100,2.880461,0.024944
16150,3.216189,0.024943
16200,3.422906,0.024943
16250,3.309084,0.024943
16300,2.944171,0.024942
16350,2.556566,0.024942
16400,2.457136,0.024942
16450,2.408985,0.024941
16500,3.077016,0.024941
16550,3.172986,0.024940
16600,2.785411,0.024940
16650,2.657035,0.024940
16700,3.429056,0.024939
16750,3.378727,0.024939
16800,3.072095,0.024938
16850,3.601960,0.024938
16900,3.201571,0.024938
16950,3.479513,0.024937
17000,3.455046,0.024937
17050,3.442690,0.024937
17100,3.203695,0.024936
17150,3.348210,0.024936
17200,0.684170,0.024935
17250,2.592790,0.024935
17300,3.262654,0.024935
17350,3.427864,0.024934
17400,3.219077,0.024934
17450,3.326046,0.024933
17500,3.351948,0.024933
17550,3.128730,0.024932
17600,3.280295,0.024932
17650,3.191602,0.024932
17700,3.326342,0.024931
17750,3.027472,0.024931
17800,3.125905,0.024930
17850,3.458106,0.024930
17900,3.175318,0.024930
17950,3.410963,0.024929
18000,3.212873,0.024929
18050,3.037441,0.024928
18100,3.067916,0.024928
18150,3.125333,0.024928
18200,3.057695,0.024927
18250,3.339137,0.024927
18300,3.051800,0.024926
18350,2.887796,0.024926
18400,2.814502,0.024925
18450,3.371530,0.024925
18500,3.463397,0.024925
18550,3.368655,0.024924
18600,3.187299,0.024924
18650,2.645894,0.024923
18700,2.026669,0.024923
18750,2.336928,0.024922
18800,2.555794,0.024922
18850,3.170813,0.024921
18900,3.753301,0.024921
18950,3.186295,0.024921
19000,2.739322,0.024920
19050,3.355629,0.024920
19100,3.195763,0.024919
19150,3.457140,0.024919
19200,3.189997,0.024918
19250,2.991315,0.024918
19300,2.913803,0.024917
19350,2.867141,0.024917
19400,3.054614,0.024917
19450,3.412400,0.024916
19500,3.332346,0.024916
19550,3.032234,0.024915
19600,3.365716,0.024915
19650,3.507212,0.024914
19700,3.217937,0.024914
19750,3.302069,0.024913
19800,3.472365,0.024913
19850,3.089453,0.024912
19900,3.207594,0.024912
19950,3.404059,0.024912
20000,3.009401,0.024911
20050,3.118965,0.024911
20100,3.520564,0.024910
20150,3.154684,0.024910
20200,3.135554,0.024909
20250,3.485971,0.024909
20300,3.296422,0.024908
20350,3.191724,0.024908
20400,3.276649,0.024907
20450,3.233234,0.024907
20500,3.109599,0.024906
20550,2.794633,0.024906
20600,2.695678,0.024905
20650,3.482186,0.024905
