timestamp,step,recon_loss,para_sim,neg_sim,word_order_sim,lr,elapsed_hours
2026-03-06T14:24:28.129479,500,6.419924,0.7611,0.8438,0.9281,7.500000e-05,0.0800
2026-03-06T14:26:51.349683,1000,5.333955,0.6426,0.5680,0.8831,1.500000e-04,0.1198
2026-03-06T14:29:12.203428,1500,4.671351,0.3845,-0.2931,0.8660,2.250000e-04,0.1589
2026-03-06T14:31:33.253770,2000,4.205534,0.4111,0.0617,0.9097,3.000000e-04,0.1981
2026-03-06T14:33:55.566754,2500,3.810686,0.4625,-0.1102,0.9315,2.999953e-04,0.2376
2026-03-06T14:36:16.888103,3000,3.570899,0.4861,0.2238,0.9284,2.999812e-04,0.2769
2026-03-06T14:38:38.854961,3500,3.168810,0.3177,0.1210,0.9138,2.999576e-04,0.3163
2026-03-06T14:40:59.823716,4000,2.327293,0.3551,0.5323,0.8802,2.999246e-04,0.3555
2026-03-06T14:43:21.203168,4500,1.729543,0.2547,0.5015,0.8425,2.998821e-04,0.3948
2026-03-06T14:45:42.352789,5000,1.410299,0.4549,0.3867,0.7373,2.998302e-04,0.4340
2026-03-06T14:48:03.783133,5500,1.177041,0.4349,0.6738,0.7612,2.997689e-04,0.4733
2026-03-06T14:50:25.609667,6000,1.040154,0.5101,0.5659,0.7886,2.996982e-04,0.5127
2026-03-06T14:52:47.087229,6500,0.917667,0.5264,0.5849,0.7771,2.996180e-04,0.5520
2026-03-06T14:55:09.808929,7000,0.869440,0.4710,0.4722,0.7492,2.995284e-04,0.5916
2026-03-06T14:57:32.399147,7500,0.810045,0.4108,0.4192,0.7829,2.994294e-04,0.6312
2026-03-06T14:59:54.163535,8000,0.738868,0.5526,0.3182,0.8396,2.993210e-04,0.6706
2026-03-06T15:02:17.251268,8500,0.721497,0.5072,0.5442,0.7961,2.992032e-04,0.7103
2026-03-06T15:04:38.152878,9000,0.664607,0.4063,0.4486,0.7479,2.990760e-04,0.7495
2026-03-06T15:06:58.739237,9500,0.638223,0.4524,0.5597,0.8103,2.989395e-04,0.7885
2026-03-06T15:09:20.681963,10000,0.600690,0.3988,0.5443,0.7753,2.987935e-04,0.8280
2026-03-06T15:11:43.925368,10500,0.574749,0.4219,0.4829,0.8644,2.986382e-04,0.8677
2026-03-06T15:14:05.695228,11000,0.554903,0.5116,0.4056,0.8695,2.984736e-04,0.9071
2026-03-06T15:16:27.400238,11500,0.536616,0.5393,0.3305,0.8900,2.982995e-04,0.9465
2026-03-06T15:18:47.770760,12000,0.518786,0.4711,0.4442,0.8700,2.981162e-04,0.9855
2026-03-06T15:21:09.593667,12500,0.522152,0.4391,0.3378,0.8697,2.979235e-04,1.0249
2026-03-06T15:23:30.698959,13000,0.493103,0.4977,0.3898,0.8157,2.977216e-04,1.0641
2026-03-06T15:25:52.692000,13500,0.491771,0.4984,0.4072,0.8071,2.975103e-04,1.1035
2026-03-06T15:28:13.488416,14000,0.454712,0.6071,0.3505,0.8917,2.972898e-04,1.1426
2026-03-06T15:30:35.580049,14500,0.453185,0.7123,0.4798,0.8611,2.970599e-04,1.1821
2026-03-06T15:32:58.539570,15000,0.412746,0.5554,0.5453,0.8268,2.968209e-04,1.2218
