step,loss,masked_loss,unmasked_loss,em_ema,mask_prob,lr
20950,1.065520,1.194000,0.981534,0.433280,0.250000,0.000298
21000,1.074355,1.154917,1.023087,0.329426,0.250000,0.000298
21050,1.127433,1.245870,1.055135,0.448220,0.250000,0.000298
21100,1.024839,1.199348,0.917274,0.479272,0.250000,0.000298
21150,0.851493,1.000070,0.757297,0.531656,0.250000,0.000298
21200,0.767256,0.881842,0.694718,0.543011,0.250000,0.000298
21250,0.725571,0.822252,0.664392,0.567834,0.250000,0.000298
21300,0.849525,0.957601,0.778395,0.450229,0.250000,0.000298
21350,1.149860,1.294943,1.051007,0.339745,0.250000,0.000298
21400,1.306738,1.459490,1.200946,0.340335,0.250000,0.000298
21450,1.145238,1.254822,1.069502,0.469097,0.250000,0.000298
21500,1.017772,1.141060,0.934379,0.503736,0.250000,0.000298
21550,1.104490,1.265578,0.994044,0.436168,0.250000,0.000298
21600,1.048858,1.205011,0.945816,0.496584,0.250000,0.000298
21650,0.932230,1.072514,0.844577,0.474302,0.250000,0.000298
21700,0.953511,1.075841,0.877563,0.460986,0.250000,0.000298
21750,0.871282,0.953176,0.820155,0.565597,0.250000,0.000298
21800,1.023007,1.116536,0.963003,0.350061,0.250000,0.000298
21850,1.163080,1.277264,1.087211,0.449769,0.250000,0.000298
21900,1.041959,1.138517,0.977100,0.415502,0.250000,0.000298
21950,1.008955,1.104903,0.944595,0.421327,0.250000,0.000298
22000,1.077457,1.177056,1.005364,0.371916,0.250000,0.000298
22050,1.105981,1.211694,1.028039,0.476515,0.250000,0.000298
22100,0.763300,0.857200,0.698444,0.719526,0.250000,0.000298
22150,0.638888,0.742852,0.566747,0.439811,0.250000,0.000298
22200,0.786197,0.907660,0.701543,0.609788,0.250000,0.000298
22250,0.691219,0.786517,0.629656,0.639365,0.250000,0.000298
22300,0.629795,0.699991,0.586116,0.554247,0.250000,0.000298
22350,0.754540,0.831681,0.705838,0.559619,0.250000,0.000298
22400,0.782141,0.885401,0.718142,0.607156,0.250000,0.000298
22450,0.769193,0.886017,0.696188,0.483620,0.250000,0.000298
22500,0.790042,0.884761,0.729661,0.501629,0.250000,0.000298
22550,0.829885,0.912532,0.775252,0.451348,0.250000,0.000298
22600,1.000292,1.100452,0.931704,0.443140,0.250000,0.000298
22650,1.035927,1.134978,0.969162,0.472570,0.250000,0.000298
22700,1.054213,1.144371,0.996848,0.387862,0.250000,0.000298
22750,0.926511,1.019545,0.871645,0.523730,0.250000,0.000298
22800,0.637591,0.721610,0.589987,0.588423,0.250000,0.000298
22850,0.489797,0.564583,0.445268,0.658439,0.250000,0.000298
22900,0.422234,0.502870,0.372748,0.663993,0.250000,0.000298
22950,0.695543,0.794556,0.636137,0.443174,0.250000,0.000298
23000,1.021590,1.158575,0.937526,0.658184,0.250000,0.000298
23050,0.747243,0.865932,0.676218,0.682266,0.250000,0.000298
23100,0.414983,0.487311,0.376614,0.674634,0.250000,0.000298
23150,0.860574,0.958293,0.803558,0.396961,0.250000,0.000298
23200,1.210748,1.334411,1.135903,0.429933,0.250000,0.000298
23250,0.984976,1.116151,0.906972,0.565111,0.250000,0.000298
23300,0.879315,1.013583,0.798889,0.470940,0.250000,0.000298
23350,0.883932,1.004779,0.810930,0.460834,0.250000,0.000298
23400,0.852066,0.957990,0.788496,0.558065,0.250000,0.000298
23450,0.871702,0.977842,0.807894,0.470700,0.250000,0.000298
23500,0.921381,1.044734,0.846640,0.511490,0.250000,0.000298
23550,0.924605,1.038478,0.853128,0.491727,0.250000,0.000298
23600,0.969014,1.060603,0.905887,0.502198,0.250000,0.000298
23650,0.898270,0.998560,0.833645,0.583441,0.250000,0.000298
23700,0.977129,1.111197,0.891750,0.372379,0.250000,0.000298
23750,1.141706,1.269530,1.053874,0.402783,0.250000,0.000298
23800,1.027704,1.113031,0.969889,0.413033,0.250000,0.000298
23850,0.981629,1.048203,0.939036,0.418279,0.250000,0.000298
23900,1.127472,1.208701,1.075040,0.401124,0.250000,0.000298
23950,1.082324,1.181103,1.009239,0.361485,0.250000,0.000298
24000,0.795573,0.877368,0.724725,0.414882,0.250000,0.000298
24050,0.639004,0.700882,0.582064,0.452027,0.250000,0.000298
24100,0.709752,0.767034,0.657781,0.301716,0.250000,0.000298
24150,0.979008,1.076226,0.903987,0.384616,0.250000,0.000298
24200,1.126347,1.259666,1.032161,0.416516,0.250000,0.000298
24250,0.986269,1.104814,0.904701,0.541328,0.250000,0.000298
24300,0.809963,0.914010,0.741137,0.557168,0.250000,0.000298
24350,0.743297,0.850973,0.676749,0.603426,0.250000,0.000298
24400,0.722118,0.826693,0.658331,0.585425,0.250000,0.000298
24450,0.765239,0.863360,0.704380,0.519658,0.250000,0.000298
24500,0.845916,0.944886,0.783628,0.459801,0.250000,0.000298
24550,0.901359,0.973326,0.855371,0.491925,0.250000,0.000298
24600,0.920766,0.962590,0.893772,0.475625,0.250000,0.000298
24650,1.014226,1.088810,0.967079,0.414547,0.250000,0.000298
24700,1.067343,1.171279,1.001826,0.459134,0.250000,0.000298
24750,0.904642,0.979520,0.857467,0.541644,0.250000,0.000298
24800,0.852379,0.925346,0.804663,0.488697,0.250000,0.000298
24850,0.969862,1.082745,0.889342,0.450183,0.250000,0.000298
24900,0.896924,1.006605,0.819798,0.465011,0.250000,0.000298
24950,0.782709,0.864219,0.729409,0.481196,0.250000,0.000298
25000,0.842159,0.933406,0.783152,0.477608,0.250000,0.000298
25050,0.750171,0.847646,0.690838,0.599805,0.250000,0.000298
25100,0.602300,0.689852,0.551237,0.621391,0.250000,0.000298
25150,0.618244,0.699259,0.571818,0.530637,0.250000,0.000298
25200,0.649492,0.720106,0.608976,0.573552,0.250000,0.000298
25250,0.711797,0.804291,0.656268,0.532241,0.250000,0.000298
25300,0.925421,1.065984,0.830810,0.447928,0.250000,0.000298
25350,1.026532,1.119952,0.958232,0.479496,0.250000,0.000298
25400,0.885094,0.903562,0.870536,0.495683,0.250000,0.000298
25450,0.780371,0.787746,0.774402,0.469994,0.250000,0.000298
25500,0.882509,0.905624,0.865597,0.429878,0.250000,0.000298
25550,0.944514,1.004502,0.905286,0.546989,0.250000,0.000298
25600,0.908931,1.003176,0.850675,0.483440,0.250000,0.000297
25650,0.784934,0.882526,0.726324,0.574346,0.250000,0.000297
25700,0.758163,0.835693,0.711712,0.471536,0.250000,0.000297
25750,0.815398,0.880409,0.774917,0.521250,0.250000,0.000297
25800,0.676619,0.732633,0.642939,0.594693,0.250000,0.000297
25850,0.810075,0.886576,0.756421,0.438879,0.250000,0.000297
25900,0.852109,0.938636,0.790511,0.423943,0.250000,0.000297
25950,0.866273,0.944321,0.814353,0.401859,0.250000,0.000297
26000,0.983465,1.050831,0.933712,0.429226,0.250000,0.000297
26050,0.858866,0.872122,0.845427,0.391606,0.250000,0.000297
26100,0.877154,0.892759,0.863472,0.458256,0.250000,0.000297
26150,0.784644,0.838800,0.747287,0.590034,0.250000,0.000297
26200,0.553161,0.596901,0.527028,0.597837,0.250000,0.000297
26250,0.499420,0.540678,0.475431,0.586130,0.250000,0.000297
26300,0.528450,0.564637,0.507107,0.620354,0.250000,0.000297
26350,0.487921,0.503253,0.478763,0.635088,0.250000,0.000297
26400,0.620610,0.638809,0.606562,0.477996,0.250000,0.000297
26450,0.791944,0.844595,0.753802,0.526707,0.250000,0.000297
26500,0.677208,0.742626,0.634220,0.577804,0.250000,0.000297
26550,0.699529,0.772519,0.654324,0.491576,0.250000,0.000297
26600,0.770056,0.846012,0.722742,0.523068,0.250000,0.000297
26650,0.808434,0.887771,0.755934,0.399208,0.250000,0.000297
26700,0.736433,0.824418,0.678538,0.614336,0.250000,0.000297
26750,0.567234,0.646885,0.519557,0.622095,0.250000,0.000297
26800,0.544552,0.626367,0.496972,0.599904,0.250000,0.000297
26850,0.511143,0.587931,0.465278,0.608821,0.250000,0.000297
26900,0.718627,0.771071,0.684559,0.385784,0.250000,0.000297
26950,0.891694,0.954283,0.850475,0.461840,0.250000,0.000297
27000,0.825824,0.888527,0.786258,0.410853,0.250000,0.000297
27050,0.794212,0.832016,0.769840,0.465761,0.250000,0.000297
27100,0.847345,0.923031,0.797938,0.431612,0.250000,0.000297
27150,0.776254,0.850533,0.727730,0.526171,0.250000,0.000297
27200,0.546549,0.598657,0.516080,0.587227,0.250000,0.000297
27250,0.534242,0.615361,0.487172,0.572735,0.250000,0.000297
27300,0.599482,0.692736,0.542756,0.547128,0.250000,0.000297
27350,0.685172,0.792328,0.619717,0.539951,0.250000,0.000297
27400,0.761837,0.864754,0.699440,0.588923,0.250000,0.000297
27450,0.606509,0.676843,0.566185,0.655948,0.250000,0.000297
27500,0.503663,0.572665,0.466851,0.593297,0.250000,0.000297
27550,0.630426,0.695220,0.595422,0.524506,0.250000,0.000297
27600,0.755165,0.799419,0.727391,0.593694,0.250000,0.000297
27650,0.682126,0.747305,0.632235,0.672621,0.250000,0.000297
27700,0.661748,0.743325,0.600387,0.510632,0.250000,0.000297
27750,0.767192,0.842000,0.714948,0.457648,0.250000,0.000297
27800,0.674932,0.754089,0.621431,0.661955,0.250000,0.000297
27850,0.518628,0.582472,0.475652,0.658815,0.250000,0.000297
27900,0.510287,0.569318,0.470239,0.592145,0.250000,0.000297
27950,0.620963,0.708055,0.563791,0.604567,0.250000,0.000297
28000,0.801598,0.926421,0.718683,0.445323,0.250000,0.000297
28050,0.881906,1.018818,0.788844,0.459789,0.250000,0.000297
28100,0.854276,0.975634,0.772440,0.479269,0.250000,0.000297
28150,0.810085,0.907635,0.746683,0.542288,0.250000,0.000297
28200,0.800541,0.917767,0.724873,0.483320,0.250000,0.000297
28250,0.793609,0.923183,0.706874,0.535873,0.250000,0.000297
28300,0.822685,0.919449,0.756551,0.496622,0.250000,0.000297
28350,0.926059,1.037748,0.846499,0.581668,0.250000,0.000297
28400,0.932195,1.077881,0.824189,0.646448,0.250000,0.000297
28450,0.877398,1.012749,0.776178,0.588718,0.250000,0.000297
28500,0.818559,0.936165,0.730360,0.671918,0.250000,0.000297
28550,0.810354,0.934777,0.722262,0.612116,0.250000,0.000297
28600,0.721015,0.830338,0.652828,0.647671,0.250000,0.000297
28650,0.584128,0.675411,0.532921,0.624465,0.250000,0.000297
28700,0.559203,0.643315,0.511013,0.644185,0.250000,0.000297
28750,0.557584,0.636893,0.510946,0.638491,0.250000,0.000297
28800,0.627748,0.694611,0.587447,0.515345,0.250000,0.000297
28850,0.722742,0.773110,0.691836,0.526328,0.250000,0.000297
28900,0.703876,0.758673,0.670886,0.546139,0.250000,0.000297
28950,0.683147,0.762551,0.632478,0.577646,0.250000,0.000297
29000,0.591922,0.692106,0.528242,0.660556,0.250000,0.000297
29050,0.435254,0.521779,0.383554,0.688597,0.250000,0.000297
29100,0.378197,0.444024,0.339910,0.623743,0.250000,0.000297
29150,0.366280,0.425168,0.331938,0.641969,0.250000,0.000297
29200,0.481415,0.543654,0.443927,0.539215,0.250000,0.000297
29250,0.617719,0.672165,0.583948,0.552710,0.250000,0.000297
29300,0.743309,0.814136,0.697828,0.497404,0.250000,0.000297
29350,0.797258,0.881974,0.742255,0.499494,0.250000,0.000297
29400,0.719353,0.793187,0.671391,0.547349,0.250000,0.000297
29450,0.763679,0.840322,0.713128,0.525404,0.250000,0.000297
29500,0.833241,0.901287,0.784088,0.487706,0.250000,0.000297
29550,0.737736,0.806797,0.687214,0.637092,0.250000,0.000297
29600,0.607790,0.681131,0.558137,0.666925,0.250000,0.000297
29650,0.600474,0.683453,0.544010,0.549445,0.250000,0.000297
29700,0.575293,0.671226,0.510936,0.684257,0.250000,0.000297
29750,0.359047,0.422754,0.319834,0.757582,0.250000,0.000297
29800,0.341794,0.362114,0.332325,0.508519,0.250000,0.000297
29850,0.448355,0.480994,0.430058,0.657537,0.250000,0.000297
29900,0.404579,0.458464,0.371902,0.642741,0.250000,0.000296
29950,0.400402,0.455699,0.364997,0.738439,0.250000,0.000296
30000,0.455797,0.512349,0.417929,0.645378,0.250000,0.000296
30050,0.532876,0.591098,0.492440,0.559405,0.250000,0.000296
30100,0.712373,0.794996,0.652415,0.509499,0.250000,0.000296
30150,0.822195,0.899933,0.766266,0.444591,0.250000,0.000296
30200,0.708259,0.763963,0.672286,0.524921,0.250000,0.000296
30250,0.741693,0.840969,0.675974,0.487505,0.250000,0.000296
30300,0.791758,0.912681,0.709271,0.542936,0.250000,0.000296
30350,0.745469,0.846056,0.678375,0.544220,0.250000,0.000296
30400,0.746014,0.836254,0.687870,0.523872,0.250000,0.000296
30450,0.692838,0.759200,0.650911,0.489491,0.250000,0.000296
30500,0.626941,0.684776,0.589113,0.506383,0.250000,0.000296
30550,0.610926,0.664694,0.573563,0.505162,0.250000,0.000296
30600,0.689498,0.745399,0.650766,0.571275,0.250000,0.000296
30650,0.687986,0.761872,0.638629,0.579899,0.250000,0.000296
30700,0.664643,0.749208,0.609579,0.519384,0.250000,0.000296
30750,0.701515,0.773460,0.655780,0.525588,0.250000,0.000296
30800,0.730262,0.782483,0.696930,0.537408,0.250000,0.000296
30850,0.670395,0.717972,0.639531,0.643977,0.250000,0.000296
30900,0.515932,0.565897,0.483653,0.672454,0.250000,0.000296
30950,0.559952,0.624828,0.515798,0.595986,0.250000,0.000296
31000,0.619723,0.699409,0.563598,0.605136,0.250000,0.000296
31050,0.627678,0.713410,0.569858,0.573020,0.250000,0.000296
31100,0.614092,0.688593,0.566320,0.627832,0.250000,0.000296
31150,0.538808,0.623385,0.489135,0.538032,0.250000,0.000296
31200,0.502331,0.613416,0.440170,0.606426,0.250000,0.000296
31250,0.651135,0.786092,0.565470,0.502175,0.250000,0.000296
31300,0.879543,1.007689,0.788958,0.444409,0.250000,0.000296
31350,0.772714,0.843994,0.721983,0.595341,0.250000,0.000296
31400,0.524625,0.566197,0.498121,0.693030,0.250000,0.000296
31450,0.496442,0.556564,0.457939,0.570562,0.250000,0.000296
31500,0.662551,0.724158,0.620051,0.538007,0.250000,0.000296
31550,0.733630,0.771581,0.705767,0.522699,0.250000,0.000296
31600,0.667778,0.702495,0.644060,0.473044,0.250000,0.000296
31650,0.716614,0.759424,0.688072,0.449937,0.250000,0.000296
31700,0.936099,1.061865,0.839675,0.473981,0.250000,0.000296
31750,0.919200,1.079354,0.794838,0.560039,0.250000,0.000296
31800,0.689944,0.790718,0.615897,0.556774,0.250000,0.000296
31850,0.594387,0.687708,0.533402,0.638392,0.250000,0.000296
31900,0.690223,0.797193,0.621254,0.513382,0.250000,0.000296
31950,0.965034,1.053684,0.901345,0.471331,0.250000,0.000296
32000,1.024073,1.078531,0.981354,0.501149,0.250000,0.000296
32050,0.890023,0.957028,0.842560,0.426350,0.250000,0.000296
32100,0.688625,0.776385,0.630044,0.525478,0.250000,0.000296
32150,0.474055,0.564951,0.418525,0.711505,0.250000,0.000296
32200,0.363068,0.440299,0.320872,0.721920,0.250000,0.000296
32250,0.381948,0.449135,0.345468,0.624941,0.250000,0.000296
32300,0.429585,0.486127,0.396539,0.648068,0.250000,0.000296
32350,0.470484,0.548064,0.422661,0.597881,0.250000,0.000296
32400,0.729453,0.872577,0.632500,0.524796,0.250000,0.000296
32450,0.757075,0.887387,0.666411,0.644386,0.250000,0.000296
32500,0.600411,0.679070,0.549890,0.536025,0.250000,0.000296
32550,0.553391,0.620752,0.510710,0.621039,0.250000,0.000296
32600,0.555396,0.656335,0.489193,0.550166,0.250000,0.000296
32650,0.656154,0.779140,0.571411,0.473934,0.250000,0.000296
32700,0.670979,0.751629,0.612173,0.519778,0.250000,0.000296
32750,0.591930,0.654543,0.548211,0.658435,0.250000,0.000296
32800,0.505583,0.570952,0.462448,0.620712,0.250000,0.000296
32850,0.469980,0.517298,0.439074,0.630540,0.250000,0.000296
32900,0.498105,0.548950,0.464563,0.600202,0.250000,0.000296
32950,0.486384,0.548431,0.446620,0.711846,0.250000,0.000296
33000,0.549329,0.613022,0.509803,0.551624,0.250000,0.000296
33050,0.644594,0.697383,0.611599,0.575026,0.250000,0.000296
33100,0.602152,0.641807,0.577558,0.559428,0.250000,0.000296
33150,0.587067,0.628268,0.561735,0.557936,0.250000,0.000296
33200,0.600383,0.642155,0.574619,0.565013,0.250000,0.000296
33250,0.627642,0.669692,0.601460,0.555102,0.250000,0.000296
33300,0.624925,0.664666,0.599990,0.575266,0.250000,0.000296
33350,0.578273,0.611605,0.557509,0.560192,0.250000,0.000296
33400,0.461731,0.501783,0.437873,0.615135,0.250000,0.000296
33450,0.488043,0.543444,0.451866,0.619497,0.250000,0.000296
33500,0.617029,0.676846,0.575034,0.541586,0.250000,0.000296
33550,0.589809,0.670174,0.538805,0.566690,0.250000,0.000296
33600,0.542034,0.672003,0.466882,0.519903,0.250000,0.000296
33650,0.523713,0.623912,0.465083,0.541932,0.250000,0.000295
33700,0.488080,0.535207,0.458649,0.607347,0.250000,0.000295
33750,0.504024,0.561885,0.468422,0.511396,0.250000,0.000295
33800,0.555380,0.624319,0.511335,0.614421,0.250000,0.000295
33850,0.497695,0.558902,0.460024,0.675872,0.250000,0.000295
33900,0.421485,0.459764,0.398195,0.660704,0.250000,0.000295
33950,0.598997,0.665627,0.550550,0.463323,0.250000,0.000295
34000,0.635457,0.736807,0.559560,0.705204,0.250000,0.000295
34050,0.476227,0.557674,0.414008,0.716956,0.250000,0.000295
34100,0.470001,0.541205,0.415366,0.755224,0.250000,0.000295
34150,0.477999,0.556925,0.417218,0.751611,0.250000,0.000295
34200,0.490153,0.573575,0.426259,0.758477,0.250000,0.000295
34250,0.485869,0.560942,0.428799,0.755460,0.250000,0.000295
34300,0.502131,0.586424,0.437810,0.748118,0.250000,0.000295
34350,0.475081,0.567863,0.404534,0.772797,0.250000,0.000295
34400,0.457078,0.537158,0.396083,0.762764,0.250000,0.000295
34450,0.491203,0.565913,0.433963,0.786088,0.250000,0.000295
34500,0.457747,0.535091,0.398853,0.783180,0.250000,0.000295
34550,0.421984,0.493762,0.367280,0.769887,0.250000,0.000295
34600,0.438331,0.510001,0.383282,0.793259,0.250000,0.000295
34650,0.430052,0.500165,0.376130,0.776183,0.250000,0.000295
34700,0.430322,0.490345,0.384216,0.804184,0.250000,0.000295
34750,0.435600,0.503418,0.383794,0.801794,0.250000,0.000295
34800,0.449873,0.525251,0.392225,0.740726,0.250000,0.000295
34850,0.439493,0.507267,0.387538,0.812845,0.250000,0.000295
34900,0.457735,0.528167,0.403784,0.713231,0.250000,0.000295
34950,0.609183,0.654773,0.574914,0.563517,0.250000,0.000295
35000,0.596617,0.630273,0.575796,0.625555,0.250000,0.000295
35050,0.452877,0.503541,0.422743,0.673389,0.250000,0.000295
35100,0.407312,0.453843,0.380975,0.686126,0.250000,0.000295
35150,0.500090,0.561668,0.461384,0.535075,0.250000,0.000295
35200,0.545463,0.626756,0.494197,0.666719,0.250000,0.000295
35250,0.463420,0.550440,0.411854,0.657008,0.250000,0.000295
35300,0.408025,0.463529,0.375424,0.600881,0.250000,0.000295
35350,0.787042,0.910659,0.690490,0.495044,0.250000,0.000295
35400,0.876265,1.010147,0.771988,0.536464,0.250000,0.000295
35450,0.533001,0.579707,0.501841,0.649780,0.250000,0.000295
35500,0.470976,0.513290,0.442477,0.666459,0.250000,0.000295
35550,0.443573,0.485959,0.416678,0.631340,0.250000,0.000295
35600,0.458990,0.513355,0.426673,0.646339,0.250000,0.000295
35650,0.383766,0.434021,0.354537,0.696392,0.250000,0.000295
35700,0.463972,0.510555,0.434316,0.589254,0.250000,0.000295
35750,0.475632,0.517121,0.447973,0.645574,0.250000,0.000295
35800,0.324072,0.345848,0.310060,0.716398,0.250000,0.000295
35850,0.373810,0.387635,0.364300,0.635416,0.250000,0.000295
35900,0.528161,0.554661,0.509994,0.656463,0.250000,0.000295
35950,0.510542,0.550826,0.484180,0.715081,0.250000,0.000295
36000,0.412811,0.459646,0.382916,0.710346,0.250000,0.000295
36050,0.362134,0.406752,0.333665,0.762243,0.250000,0.000295
36100,0.405458,0.454175,0.371385,0.536353,0.250000,0.000295
36150,0.524647,0.581892,0.485477,0.635079,0.250000,0.000295
36200,0.456499,0.516945,0.420066,0.651276,0.250000,0.000295
36250,0.397817,0.467595,0.357168,0.672440,0.250000,0.000295
36300,0.393474,0.464198,0.352660,0.696224,0.250000,0.000295
36350,0.453103,0.509920,0.418584,0.544805,0.250000,0.000295
36400,0.642829,0.702644,0.599687,0.427810,0.250000,0.000295
36450,0.735827,0.796656,0.689144,0.457621,0.250000,0.000295
36500,0.554175,0.601683,0.521021,0.688553,0.250000,0.000295
36550,0.354838,0.402613,0.326215,0.719346,0.250000,0.000295
36600,0.358006,0.398886,0.333942,0.604460,0.250000,0.000295
36650,0.346861,0.372374,0.331150,0.693250,0.250000,0.000295
36700,0.379785,0.403109,0.364636,0.539450,0.250000,0.000295
36750,0.474115,0.512695,0.449219,0.645926,0.250000,0.000295
36800,0.470399,0.526645,0.434040,0.703050,0.250000,0.000295
36850,0.430252,0.483693,0.394792,0.633965,0.250000,0.000295
36900,0.420894,0.461530,0.394125,0.626046,0.250000,0.000295
36950,0.391017,0.430339,0.366534,0.667976,0.250000,0.000295
37000,0.295881,0.328540,0.275587,0.735135,0.250000,0.000295
37050,0.397999,0.434267,0.374633,0.562857,0.250000,0.000294
37100,0.532399,0.597521,0.492031,0.615781,0.250000,0.000294
37150,0.538252,0.627507,0.484926,0.674499,0.250000,0.000294
37200,0.502524,0.570507,0.461315,0.593300,0.250000,0.000294
37250,0.426964,0.460114,0.405622,0.584149,0.250000,0.000294
37300,0.433335,0.458733,0.417252,0.603117,0.250000,0.000294
37350,0.473512,0.501401,0.456444,0.554833,0.250000,0.000294
37400,0.458485,0.488984,0.438978,0.629462,0.250000,0.000294
37450,0.394490,0.419012,0.378190,0.673268,0.250000,0.000294
37500,0.411147,0.445726,0.387388,0.639274,0.250000,0.000294
37550,0.408735,0.447912,0.382605,0.672746,0.250000,0.000294
37600,0.359753,0.390774,0.340850,0.709118,0.250000,0.000294
37650,0.363105,0.399096,0.341365,0.719177,0.250000,0.000294
37700,0.402667,0.450999,0.372755,0.635989,0.250000,0.000294
37750,0.429347,0.483098,0.395533,0.657798,0.250000,0.000294
37800,0.418671,0.462021,0.391323,0.675088,0.250000,0.000294
37850,0.426728,0.471688,0.398256,0.681712,0.250000,0.000294
37900,0.395012,0.437676,0.368114,0.687183,0.250000,0.000294
37950,0.352553,0.387565,0.330550,0.689220,0.250000,0.000294
38000,0.397897,0.441234,0.369891,0.654770,0.250000,0.000294
38050,0.437191,0.496836,0.399798,0.686519,0.250000,0.000294
38100,0.383192,0.435070,0.352610,0.694355,0.250000,0.000294
38150,0.388210,0.432633,0.362046,0.669473,0.250000,0.000294
38200,0.456499,0.488294,0.437132,0.612508,0.250000,0.000294
38250,0.454557,0.469837,0.444802,0.604864,0.250000,0.000294
38300,0.447009,0.449032,0.444933,0.558922,0.250000,0.000294
38350,0.415699,0.409529,0.418773,0.573460,0.250000,0.000294
38400,0.447954,0.491378,0.417619,0.572362,0.250000,0.000294
38450,0.434794,0.478088,0.404397,0.694076,0.250000,0.000294
38500,0.330571,0.331415,0.329593,0.693014,0.250000,0.000294
38550,0.376076,0.411820,0.352771,0.636133,0.250000,0.000294
38600,0.407631,0.459863,0.374147,0.657867,0.250000,0.000294
38650,0.303246,0.336531,0.283706,0.812538,0.250000,0.000294
38700,0.267945,0.304863,0.248011,0.720876,0.250000,0.000294
38750,0.296976,0.324350,0.282252,0.692584,0.250000,0.000294
38800,0.388517,0.420932,0.368024,0.563449,0.250000,0.000294
38850,0.477974,0.525819,0.446728,0.627763,0.250000,0.000294
38900,0.445743,0.506766,0.406545,0.705043,0.250000,0.000294
38950,0.367812,0.440101,0.323039,0.731960,0.250000,0.000294
39000,0.303920,0.366874,0.266244,0.706329,0.250000,0.000294
39050,0.374481,0.428158,0.341422,0.634856,0.250000,0.000294
39100,0.454364,0.508725,0.420199,0.672097,0.250000,0.000294
39150,0.510480,0.571896,0.470701,0.546506,0.250000,0.000294
39200,0.513758,0.562849,0.480490,0.598987,0.250000,0.000294
39250,0.499790,0.543638,0.468443,0.632901,0.250000,0.000294
39300,0.461146,0.512860,0.424408,0.678790,0.250000,0.000294
39350,0.377951,0.414255,0.353115,0.641034,0.250000,0.000294
39400,0.408656,0.421415,0.401537,0.525669,0.250000,0.000294
39450,0.418590,0.438643,0.407105,0.577083,0.250000,0.000294
39500,0.382226,0.422088,0.355929,0.624168,0.250000,0.000294
39550,0.350690,0.401593,0.316212,0.724684,0.250000,0.000294
39600,0.350232,0.411986,0.308174,0.678050,0.250000,0.000294
39650,0.401049,0.459177,0.361371,0.651380,0.250000,0.000294
39700,0.473602,0.539556,0.430021,0.584680,0.250000,0.000294
39750,0.513996,0.575523,0.474207,0.575829,0.250000,0.000294
39800,0.440807,0.490060,0.408941,0.694947,0.250000,0.000294
39850,0.428277,0.488933,0.388376,0.641328,0.250000,0.000294
