timestamp,step,epoch,loss,learning_rate,tokens_per_sec,elapsed_hours
2026-02-27T07:34:56.422067,10,1,0.949715,1.000000e-05,609,0.0162
2026-02-27T07:34:59.719464,20,1,0.955179,2.000000e-05,1217,0.0171
2026-02-27T07:35:03.022026,30,1,0.936364,3.000000e-05,1718,0.0180
2026-02-27T07:35:06.327401,40,1,0.885124,4.000000e-05,2155,0.0189
2026-02-27T07:35:09.642111,50,1,0.932158,5.000000e-05,2567,0.0198
2026-02-27T07:35:12.956947,60,1,0.932311,6.000000e-05,2917,0.0207
2026-02-27T07:35:16.275912,70,1,0.892087,7.000000e-05,3253,0.0217
2026-02-27T07:35:19.602247,80,1,0.883319,8.000000e-05,3557,0.0226
2026-02-27T07:35:22.933333,90,1,0.972285,9.000000e-05,3808,0.0235
2026-02-27T07:35:26.270542,100,1,0.938598,1.000000e-04,4092,0.0244
2026-02-27T07:35:29.601364,110,1,0.953004,9.999965e-05,4332,0.0254
2026-02-27T07:35:32.939221,120,1,0.991200,9.999845e-05,4592,0.0263
2026-02-27T07:35:36.284378,130,1,1.030370,9.999638e-05,4804,0.0272
2026-02-27T07:35:39.633024,140,1,1.006166,9.999345e-05,5000,0.0282
2026-02-27T07:35:42.956211,150,1,1.036879,9.998966e-05,5201,0.0291
2026-02-27T07:35:46.262731,160,1,1.058420,9.998501e-05,5347,0.0300
2026-02-27T07:35:49.537241,170,1,1.069196,9.997950e-05,5516,0.0309
2026-02-27T07:35:52.810916,180,1,1.070548,9.997313e-05,5663,0.0318
2026-02-27T07:35:56.084194,190,1,1.048443,9.996589e-05,5826,0.0327
2026-02-27T07:35:59.354569,200,1,1.041203,9.995780e-05,5942,0.0336
2026-02-27T07:36:10.332667,210,1,1.058195,9.994885e-05,5709,0.0367
2026-02-27T07:36:13.610823,220,1,1.102169,9.993903e-05,5832,0.0376
2026-02-27T07:36:16.889102,230,1,1.117907,9.992836e-05,5948,0.0385
2026-02-27T07:36:20.171229,240,1,1.150652,9.991682e-05,6076,0.0394
