step,recon_loss,contrastive_loss,variance_loss,covariance_loss,em_ema,contrastive_weight,lr
80250,4.045409,0.118998,0.979317,0.000007,0.015723,0.100000,0.000273
80300,4.161510,0.219031,0.979631,0.000008,0.004983,0.100000,0.000273
80350,4.302799,0.184728,0.978688,0.000009,0.000566,0.100000,0.000273
80400,3.928300,0.056238,0.978275,0.000009,0.005055,0.100000,0.000273
80450,3.825846,0.060461,0.979076,0.000007,0.008153,0.100000,0.000273
80500,4.119528,0.068192,0.979230,0.000007,0.009462,0.100000,0.000273
80550,4.149748,0.061055,0.979144,0.000007,0.017182,0.100000,0.000273
80600,4.054324,0.069097,0.979338,0.000007,0.014720,0.100000,0.000273
80650,3.911111,0.099024,0.979474,0.000007,0.015951,0.100000,0.000273
80700,4.150081,0.127177,0.979303,0.000008,0.003186,0.100000,0.000273
80750,4.199211,0.091229,0.978827,0.000008,0.002868,0.100000,0.000273
80800,3.903873,0.049283,0.978780,0.000007,0.012333,0.100000,0.000273
80850,3.922983,0.056385,0.979248,0.000007,0.007999,0.100000,0.000273
80900,3.982477,0.068469,0.979543,0.000006,0.004778,0.100000,0.000273
80950,3.850034,0.079179,0.979780,0.000006,0.005707,0.100000,0.000273
81000,3.892097,0.083174,0.979284,0.000008,0.003942,0.100000,0.000273
81050,3.671567,0.073383,0.978686,0.000008,0.023694,0.100000,0.000273
81100,3.269134,0.063824,0.978953,0.000007,0.018506,0.100000,0.000273
81150,3.445359,0.067077,0.979488,0.000006,0.004648,0.100000,0.000273
81200,3.677104,0.070787,0.979680,0.000006,0.007162,0.100000,0.000273
81250,4.004528,0.068799,0.979254,0.000008,0.004835,0.100000,0.000273
81300,3.918394,0.065425,0.979508,0.000007,0.001827,0.100000,0.000273
81350,3.620172,0.066987,0.979856,0.000006,0.014725,0.100000,0.000272
81400,3.710175,0.060992,0.979482,0.000006,0.001770,0.100000,0.000272
81450,3.613278,0.074190,0.979693,0.000006,0.003561,0.100000,0.000272
81500,3.787454,0.110807,0.979740,0.000007,0.002479,0.100000,0.000272
81550,3.822464,0.090780,0.979426,0.000007,0.005838,0.100000,0.000272
81600,3.446480,0.057625,0.979401,0.000006,0.008061,0.100000,0.000272
81650,3.465639,0.059429,0.979465,0.000006,0.004521,0.100000,0.000272
81700,3.850085,0.064804,0.979569,0.000006,0.002952,0.100000,0.000272
81750,4.264662,0.123745,0.979007,0.000009,0.005001,0.100000,0.000272
81800,3.860171,0.114821,0.978846,0.000009,0.008058,0.100000,0.000272
81850,3.295957,0.058546,0.979129,0.000007,0.023456,0.100000,0.000272
81900,3.689496,0.100075,0.978837,0.000010,0.012034,0.100000,0.000272
81950,3.644794,0.115740,0.979142,0.000009,0.020865,0.100000,0.000272
82000,3.538289,0.098959,0.979187,0.000008,0.008369,0.100000,0.000272
82050,3.737193,0.105885,0.978899,0.000009,0.009451,0.100000,0.000272
82100,3.519896,0.085343,0.979035,0.000008,0.017686,0.100000,0.000272
82150,3.559544,0.068300,0.979216,0.000007,0.015768,0.100000,0.000272
82200,3.562072,0.076440,0.979366,0.000007,0.028685,0.100000,0.000272
82250,3.431501,0.104057,0.979495,0.000007,0.033201,0.100000,0.000272
82300,3.687974,0.124183,0.979069,0.000008,0.015361,0.100000,0.000272
82350,3.449670,0.093904,0.978901,0.000008,0.017104,0.100000,0.000272
82400,2.845248,0.069637,0.979150,0.000007,0.029428,0.100000,0.000272
82450,3.014160,0.080222,0.979375,0.000007,0.034675,0.100000,0.000272
82500,3.355327,0.087644,0.979764,0.000006,0.011330,0.100000,0.000272
82550,3.622301,0.113198,0.979052,0.000009,0.016928,0.100000,0.000272
82600,3.508479,0.145475,0.978635,0.000011,0.021837,0.100000,0.000272
82650,3.493867,0.127468,0.979250,0.000009,0.018760,0.100000,0.000272
82700,3.461719,0.084204,0.979484,0.000007,0.008814,0.100000,0.000272
82750,3.256375,0.070786,0.979568,0.000006,0.009644,0.100000,0.000272
82800,3.333550,0.078702,0.979763,0.000006,0.005452,0.100000,0.000271
82850,3.727746,0.104594,0.979239,0.000009,0.032989,0.100000,0.000271
82900,3.946589,0.121326,0.978925,0.000010,0.021781,0.100000,0.000271
82950,3.555520,0.101654,0.979176,0.000009,0.008973,0.100000,0.000271
83000,3.478080,0.077076,0.979176,0.000008,0.014041,0.100000,0.000271
83050,3.337660,0.085240,0.979060,0.000008,0.020441,0.100000,0.000271
83100,2.917065,0.099140,0.978737,0.000009,0.024168,0.100000,0.000271
83150,3.040365,0.091700,0.978620,0.000010,0.021252,0.100000,0.000271
83200,3.107929,0.097063,0.978412,0.000011,0.029846,0.100000,0.000271
83250,2.954337,0.093804,0.978405,0.000010,0.022582,0.100000,0.000271
83300,2.935115,0.081850,0.978664,0.000009,0.031755,0.100000,0.000271
83350,2.810766,0.079683,0.979010,0.000008,0.019355,0.100000,0.000271
83400,2.654617,0.075478,0.979031,0.000008,0.030420,0.100000,0.000271
83450,2.797116,0.073805,0.978766,0.000009,0.009973,0.100000,0.000271
83500,3.245318,0.079045,0.978755,0.000009,0.007285,0.100000,0.000271
83550,3.432022,0.080621,0.979105,0.000008,0.005463,0.100000,0.000271
83600,3.295745,0.069243,0.979233,0.000008,0.013630,0.100000,0.000271
83650,3.043875,0.063652,0.978960,0.000008,0.015307,0.100000,0.000271
83700,3.165745,0.063581,0.978890,0.000009,0.013813,0.100000,0.000271
83750,3.271949,0.063267,0.979117,0.000008,0.011547,0.100000,0.000271
83800,3.112755,0.062938,0.979166,0.000008,0.019444,0.100000,0.000271
83850,3.027193,0.058043,0.979015,0.000008,0.028124,0.100000,0.000271
83900,2.917082,0.063834,0.979082,0.000008,0.029028,0.100000,0.000271
83950,2.945188,0.080766,0.979123,0.000008,0.025237,0.100000,0.000271
84000,2.974839,0.083685,0.979085,0.000009,0.032202,0.100000,0.000271
84050,3.023115,0.096343,0.979362,0.000008,0.033264,0.100000,0.000271
84100,2.942981,0.093159,0.979541,0.000007,0.026012,0.100000,0.000271
84150,2.639656,0.063704,0.979207,0.000008,0.025548,0.100000,0.000271
84200,2.545021,0.069258,0.979060,0.000009,0.019719,0.100000,0.000271
84250,2.434511,0.079965,0.978898,0.000009,0.035664,0.100000,0.000270
84300,2.391959,0.082421,0.978805,0.000009,0.040222,0.100000,0.000270
84350,2.817109,0.080156,0.979132,0.000008,0.014657,0.100000,0.000270
84400,2.998127,0.067017,0.979385,0.000008,0.015048,0.100000,0.000270
84450,2.701961,0.064047,0.979413,0.000008,0.021217,0.100000,0.000270
84500,2.705428,0.063166,0.979332,0.000008,0.013163,0.100000,0.000270
84550,3.054088,0.063974,0.979436,0.000008,0.005652,0.100000,0.000270
84600,3.227660,0.073085,0.979510,0.000007,0.006316,0.100000,0.000270
84650,3.054484,0.067820,0.979250,0.000008,0.018416,0.100000,0.000270
84700,2.768967,0.060872,0.979253,0.000008,0.024626,0.100000,0.000270
84750,2.758273,0.085709,0.979251,0.000009,0.067410,0.100000,0.000270
84800,2.851145,0.085589,0.979291,0.000009,0.034179,0.100000,0.000270
84850,2.689246,0.061195,0.979539,0.000007,0.029756,0.100000,0.000270
84900,2.416718,0.069457,0.979332,0.000008,0.054642,0.100000,0.000270
84950,2.504194,0.075605,0.979359,0.000008,0.040551,0.100000,0.000270
85000,2.332935,0.061926,0.979534,0.000007,0.048358,0.100000,0.000270
85050,2.084346,0.052352,0.979552,0.000007,0.030226,0.100000,0.000270
85100,2.601260,0.058623,0.979734,0.000007,0.021105,0.100000,0.000270
85150,2.703339,0.060372,0.979682,0.000007,0.027521,0.100000,0.000270
85200,2.485092,0.059200,0.979392,0.000007,0.047891,0.100000,0.000270
85250,2.355855,0.056779,0.979264,0.000008,0.066376,0.100000,0.000270
85300,2.143183,0.055280,0.979226,0.000008,0.064185,0.100000,0.000270
85350,2.428036,0.064222,0.979227,0.000008,0.039027,0.100000,0.000270
85400,2.701302,0.078842,0.979372,0.000008,0.058095,0.100000,0.000270
85450,2.245736,0.079540,0.979100,0.000008,0.108306,0.100000,0.000270
85500,2.165091,0.064803,0.979085,0.000008,0.053840,0.100000,0.000270
85550,2.447434,0.068313,0.979359,0.000008,0.092913,0.100000,0.000270
85600,2.293875,0.066693,0.979069,0.000009,0.107262,0.100000,0.000270
85650,2.373274,0.064469,0.979087,0.000009,0.061486,0.100000,0.000270
85700,2.860241,0.075441,0.979412,0.000008,0.051160,0.100000,0.000269
85750,3.056901,0.067459,0.979380,0.000008,0.059722,0.100000,0.000269
85800,2.938257,0.060540,0.979434,0.000008,0.063628,0.100000,0.000269
85850,2.869520,0.060599,0.979456,0.000008,0.052718,0.100000,0.000269
85900,2.822432,0.059012,0.979239,0.000008,0.073929,0.100000,0.000269
85950,2.802203,0.058175,0.979181,0.000008,0.073183,0.100000,0.000269
86000,2.789562,0.058046,0.979213,0.000008,0.074395,0.100000,0.000269
86050,2.759733,0.055136,0.979271,0.000008,0.068235,0.100000,0.000269
86100,2.751900,0.056294,0.979365,0.000008,0.067564,0.100000,0.000269
86150,2.747991,0.053946,0.979279,0.000008,0.073466,0.100000,0.000269
86200,2.689096,0.052189,0.979220,0.000008,0.078073,0.100000,0.000269
86250,2.630543,0.054961,0.979246,0.000008,0.071749,0.100000,0.000269
86300,2.591606,0.055329,0.979311,0.000008,0.057742,0.100000,0.000269
86350,2.413609,0.058415,0.979375,0.000008,0.054720,0.100000,0.000269
86400,2.024265,0.055401,0.979202,0.000008,0.112024,0.100000,0.000269
86450,1.711262,0.051184,0.979004,0.000008,0.126544,0.100000,0.000269
86500,2.249398,0.055580,0.979368,0.000008,0.049284,0.100000,0.000269
86550,2.622372,0.057659,0.979659,0.000007,0.055160,0.100000,0.000269
86600,2.403549,0.055353,0.979542,0.000008,0.088082,0.100000,0.000269
86650,2.592823,0.054414,0.979412,0.000008,0.061270,0.100000,0.000269
86700,2.691717,0.057189,0.979402,0.000008,0.043473,0.100000,0.000269
86750,2.453493,0.057585,0.979407,0.000008,0.068768,0.100000,0.000269
86800,2.011791,0.062368,0.979066,0.000008,0.159245,0.100000,0.000269
86850,1.962892,0.065078,0.979037,0.000008,0.098640,0.100000,0.000269
86900,2.215331,0.064360,0.979352,0.000008,0.074239,0.100000,0.000269
86950,2.547518,0.066802,0.979701,0.000007,0.035231,0.100000,0.000269
87000,2.765800,0.064032,0.979896,0.000007,0.063546,0.100000,0.000269
87050,2.584567,0.061009,0.979624,0.000008,0.077222,0.100000,0.000269
87100,2.350393,0.054417,0.979332,0.000008,0.080193,0.100000,0.000268
87150,2.130670,0.052559,0.979464,0.000007,0.095071,0.100000,0.000268
87200,2.098251,0.056007,0.979600,0.000007,0.068304,0.100000,0.000268
87250,2.096362,0.054779,0.979543,0.000007,0.082131,0.100000,0.000268
87300,2.327199,0.057966,0.979607,0.000007,0.052362,0.100000,0.000268
87350,2.603392,0.061118,0.979509,0.000008,0.070943,0.100000,0.000268
87400,2.497332,0.062286,0.979406,0.000008,0.067320,0.100000,0.000268
87450,2.355133,0.062153,0.979514,0.000008,0.091041,0.100000,0.000268
87500,2.303005,0.061603,0.979457,0.000007,0.060218,0.100000,0.000268
87550,2.505793,0.064986,0.979502,0.000007,0.047520,0.100000,0.000268
87600,2.693762,0.062632,0.979718,0.000007,0.058783,0.100000,0.000268
87650,2.458444,0.066904,0.979864,0.000007,0.066158,0.100000,0.000268
87700,2.090415,0.064819,0.979772,0.000007,0.090962,0.100000,0.000268
87750,1.878026,0.054343,0.979613,0.000007,0.111596,0.100000,0.000268
87800,1.781356,0.051398,0.979619,0.000007,0.105530,0.100000,0.000268
87850,1.721693,0.049966,0.979538,0.000007,0.112760,0.100000,0.000268
87900,1.702810,0.054696,0.979454,0.000007,0.115829,0.100000,0.000268
87950,1.700700,0.054242,0.979450,0.000007,0.120602,0.100000,0.000268
88000,2.181805,0.093860,0.979678,0.000007,0.051349,0.100000,0.000268
88050,2.523041,0.096784,0.979571,0.000008,0.059522,0.100000,0.000268
88100,2.402781,0.055404,0.979423,0.000008,0.065561,0.100000,0.000268
88150,2.400132,0.064336,0.979454,0.000008,0.102109,0.100000,0.000268
88200,2.307095,0.063511,0.979164,0.000008,0.087136,0.100000,0.000268
88250,2.139982,0.050776,0.978998,0.000008,0.105937,0.100000,0.000268
88300,2.087994,0.059497,0.979223,0.000008,0.128749,0.100000,0.000268
88350,2.125068,0.068906,0.979349,0.000008,0.115987,0.100000,0.000268
88400,2.270941,0.065044,0.979394,0.000008,0.060159,0.100000,0.000268
88450,2.391736,0.064830,0.979710,0.000007,0.075726,0.100000,0.000268
88500,2.089685,0.064882,0.979685,0.000007,0.134109,0.100000,0.000267
88550,1.810482,0.060313,0.979400,0.000007,0.123030,0.100000,0.000267
88600,1.832335,0.049356,0.979268,0.000008,0.141086,0.100000,0.000267
88650,1.776837,0.045967,0.979458,0.000007,0.130176,0.100000,0.000267
88700,1.668661,0.056627,0.979493,0.000007,0.134985,0.100000,0.000267
88750,1.879624,0.087503,0.979015,0.000010,0.197963,0.100000,0.000267
88800,2.106782,0.097032,0.978784,0.000011,0.150558,0.100000,0.000267
88850,2.249868,0.070281,0.979400,0.000008,0.048524,0.100000,0.000267
88900,2.470488,0.061146,0.979843,0.000007,0.047342,0.100000,0.000267
88950,2.493206,0.061223,0.979696,0.000007,0.059922,0.100000,0.000267
89000,2.428841,0.055991,0.979638,0.000007,0.073933,0.100000,0.000267
89050,2.239649,0.048824,0.979391,0.000007,0.119812,0.100000,0.000267
89100,1.849655,0.047338,0.979082,0.000008,0.163158,0.100000,0.000267
89150,1.747321,0.055382,0.979313,0.000007,0.113852,0.100000,0.000267
89200,1.909034,0.052261,0.979590,0.000007,0.085302,0.100000,0.000267
89250,1.981229,0.055251,0.979719,0.000007,0.060846,0.100000,0.000267
89300,2.065188,0.061526,0.979663,0.000007,0.145388,0.100000,0.000267
89350,1.923574,0.053532,0.979412,0.000007,0.120413,0.100000,0.000267
89400,1.798211,0.053616,0.979417,0.000007,0.097640,0.100000,0.000267
89450,1.890002,0.059461,0.979463,0.000007,0.100970,0.100000,0.000267
89500,2.033920,0.064209,0.979426,0.000007,0.073795,0.100000,0.000267
89550,2.244042,0.066841,0.979524,0.000007,0.079309,0.100000,0.000267
89600,2.235217,0.060590,0.979721,0.000007,0.070506,0.100000,0.000267
89650,2.142811,0.055849,0.979658,0.000007,0.097798,0.100000,0.000267
89700,2.300449,0.060441,0.979452,0.000008,0.058205,0.100000,0.000267
89750,2.436578,0.064140,0.979435,0.000007,0.066369,0.100000,0.000267
89800,2.389467,0.068071,0.979417,0.000008,0.124498,0.100000,0.000267
89850,2.189295,0.060615,0.979274,0.000008,0.133214,0.100000,0.000267
89900,1.996748,0.053860,0.979314,0.000008,0.119172,0.100000,0.000266
89950,2.002601,0.053803,0.979354,0.000008,0.137291,0.100000,0.000266
90000,2.110826,0.060753,0.979206,0.000008,0.091054,0.100000,0.000266
90050,2.219234,0.060486,0.979250,0.000008,0.098507,0.100000,0.000266
90100,2.015409,0.048616,0.979209,0.000008,0.166152,0.100000,0.000266
90150,1.507420,0.059968,0.978916,0.000009,0.259760,0.100000,0.000266
90200,1.276141,0.070801,0.978980,0.000009,0.155984,0.100000,0.000266
90250,1.532694,0.062043,0.979273,0.000008,0.159010,0.100000,0.000266
90300,1.608988,0.044688,0.979258,0.000008,0.207627,0.100000,0.000266
90350,1.523213,0.039045,0.979213,0.000008,0.158455,0.100000,0.000266
90400,1.779750,0.047086,0.979428,0.000007,0.086701,0.100000,0.000266
90450,2.146710,0.053245,0.979521,0.000007,0.117109,0.100000,0.000266
90500,1.975902,0.054542,0.979250,0.000008,0.157563,0.100000,0.000266
90550,1.590950,0.051759,0.979077,0.000008,0.175492,0.100000,0.000266
90600,1.509704,0.042801,0.979084,0.000008,0.182813,0.100000,0.000266
90650,1.657551,0.048669,0.979244,0.000008,0.221331,0.100000,0.000266
90700,2.405833,0.079159,0.979758,0.000007,0.038118,0.100000,0.000266
90750,2.552370,0.073028,0.979778,0.000007,0.122019,0.100000,0.000266
90800,1.755489,0.045360,0.979316,0.000007,0.225644,0.100000,0.000266
90850,1.464368,0.040676,0.979171,0.000008,0.182648,0.100000,0.000266
90900,1.763702,0.047925,0.979204,0.000007,0.137546,0.100000,0.000266
90950,2.065818,0.062929,0.979257,0.000008,0.110587,0.100000,0.000266
91000,2.105698,0.057734,0.979239,0.000008,0.141387,0.100000,0.000266
91050,2.041016,0.047422,0.979195,0.000008,0.143152,0.100000,0.000266
91100,2.122058,0.046297,0.979382,0.000007,0.113244,0.100000,0.000266
91150,2.163258,0.047898,0.979472,0.000007,0.117904,0.100000,0.000266
91200,2.054318,0.047776,0.979589,0.000007,0.074438,0.100000,0.000266
91250,2.021995,0.043039,0.979563,0.000007,0.142226,0.100000,0.000265
91300,2.036169,0.045129,0.979353,0.000007,0.139178,0.100000,0.000265
91350,2.140450,0.047302,0.979467,0.000007,0.100023,0.100000,0.000265
91400,2.120457,0.050250,0.979454,0.000007,0.116368,0.100000,0.000265
91450,1.858297,0.051429,0.979411,0.000007,0.140129,0.100000,0.000265
91500,2.042816,0.051855,0.979591,0.000007,0.066033,0.100000,0.000265
91550,2.335526,0.055310,0.979634,0.000007,0.085995,0.100000,0.000265
91600,2.105746,0.045911,0.979484,0.000007,0.116242,0.100000,0.000265
91650,1.916717,0.038818,0.979344,0.000007,0.142395,0.100000,0.000265
91700,1.798332,0.043972,0.979333,0.000007,0.170588,0.100000,0.000265
91750,1.885121,0.043340,0.979166,0.000008,0.144473,0.100000,0.000265
91800,2.175549,0.046257,0.979044,0.000008,0.118473,0.100000,0.000265
91850,2.083409,0.045011,0.979325,0.000007,0.116523,0.100000,0.000265
91900,1.911265,0.043430,0.979412,0.000007,0.135585,0.100000,0.000265
91950,1.783815,0.044757,0.979048,0.000008,0.209124,0.100000,0.000265
92000,1.570061,0.038249,0.978862,0.000008,0.235615,0.100000,0.000265
92050,1.572688,0.047008,0.979034,0.000008,0.179244,0.100000,0.000265
92100,1.667593,0.055461,0.979476,0.000007,0.174494,0.100000,0.000265
92150,1.882902,0.057722,0.979813,0.000006,0.080893,0.100000,0.000265
92200,1.853518,0.054416,0.979419,0.000007,0.143821,0.100000,0.000265
92250,1.628922,0.057510,0.979117,0.000008,0.166203,0.100000,0.000265
92300,1.605524,0.059799,0.978910,0.000009,0.191584,0.100000,0.000265
92350,1.869085,0.059794,0.978966,0.000008,0.106317,0.100000,0.000265
92400,2.204832,0.058593,0.979274,0.000008,0.121985,0.100000,0.000265
92450,2.271885,0.050128,0.979252,0.000008,0.108570,0.100000,0.000265
92500,2.148706,0.049923,0.979269,0.000007,0.072868,0.100000,0.000265
92550,2.100377,0.050207,0.979325,0.000007,0.115410,0.100000,0.000265
92600,1.814646,0.044287,0.979018,0.000008,0.285050,0.100000,0.000264
92650,1.581014,0.040295,0.979094,0.000008,0.116466,0.100000,0.000264
92700,1.895350,0.048942,0.979553,0.000007,0.097391,0.100000,0.000264
92750,2.142401,0.042895,0.979357,0.000007,0.092987,0.100000,0.000264
92800,2.237402,0.050095,0.979007,0.000008,0.142048,0.100000,0.000264
92850,2.333434,0.069820,0.979126,0.000008,0.068327,0.100000,0.000264
92900,2.451440,0.064105,0.979355,0.000008,0.076762,0.100000,0.000264
92950,2.392198,0.052533,0.979324,0.000007,0.063993,0.100000,0.000264
93000,2.269755,0.046794,0.979426,0.000007,0.088035,0.100000,0.000264
93050,2.106883,0.040576,0.979275,0.000007,0.117785,0.100000,0.000264
93100,1.770642,0.041065,0.979053,0.000008,0.175492,0.100000,0.000264
93150,1.700519,0.056281,0.979106,0.000008,0.161862,0.100000,0.000264
93200,1.822607,0.058950,0.979061,0.000008,0.108345,0.100000,0.000264
93250,1.952717,0.044543,0.978903,0.000008,0.137732,0.100000,0.000264
93300,2.332061,0.053958,0.979128,0.000008,0.120380,0.100000,0.000264
93350,2.331384,0.061923,0.979360,0.000008,0.100787,0.100000,0.000264
93400,1.898034,0.057094,0.979343,0.000007,0.174049,0.100000,0.000264
93450,1.664944,0.051317,0.979201,0.000008,0.119922,0.100000,0.000264
93500,1.885624,0.047008,0.979012,0.000008,0.126200,0.100000,0.000264
93550,1.872138,0.058203,0.978857,0.000009,0.213125,0.100000,0.000264
93600,2.125063,0.077773,0.978904,0.000009,0.121773,0.100000,0.000264
93650,2.402035,0.080842,0.978979,0.000009,0.120789,0.100000,0.000264
93700,2.153347,0.057218,0.978939,0.000008,0.106276,0.100000,0.000264
93750,2.058387,0.040991,0.978860,0.000008,0.190833,0.100000,0.000264
93800,1.942633,0.042604,0.978811,0.000008,0.162768,0.100000,0.000264
93850,2.031004,0.054085,0.979176,0.000008,0.088925,0.100000,0.000264
93900,2.249686,0.052927,0.979425,0.000007,0.075470,0.100000,0.000263
93950,2.368601,0.051527,0.979275,0.000007,0.077136,0.100000,0.000263
94000,2.317580,0.059840,0.979256,0.000007,0.094890,0.100000,0.000263
94050,2.123069,0.049313,0.979272,0.000007,0.148568,0.100000,0.000263
94100,1.969048,0.042932,0.979197,0.000007,0.150254,0.100000,0.000263
94150,2.040519,0.046827,0.979141,0.000008,0.097249,0.100000,0.000263
94200,2.016933,0.051016,0.979032,0.000008,0.166561,0.100000,0.000263
94250,1.779275,0.046973,0.979106,0.000007,0.190234,0.100000,0.000263
94300,1.694639,0.038383,0.979141,0.000007,0.132953,0.100000,0.000263
94350,1.882157,0.041704,0.979136,0.000007,0.063866,0.100000,0.000263
94400,2.000294,0.040808,0.979289,0.000007,0.152303,0.100000,0.000263
94450,1.956647,0.043935,0.979371,0.000007,0.116003,0.100000,0.000263
94500,2.223750,0.068031,0.979123,0.000008,0.100407,0.100000,0.000263
94550,2.361413,0.069973,0.979011,0.000008,0.093965,0.100000,0.000263
94600,2.270575,0.053138,0.978973,0.000008,0.082838,0.100000,0.000263
94650,2.067511,0.048486,0.979175,0.000007,0.126194,0.100000,0.000263
94700,1.586013,0.049602,0.979438,0.000007,0.166096,0.100000,0.000263
94750,1.876624,0.051468,0.979554,0.000007,0.057682,0.100000,0.000263
94800,2.272978,0.049446,0.979635,0.000006,0.109041,0.100000,0.000263
94850,2.029319,0.044222,0.979290,0.000007,0.110194,0.100000,0.000263
94900,1.858802,0.047099,0.979070,0.000007,0.108421,0.100000,0.000263
94950,1.734811,0.048768,0.979189,0.000007,0.089853,0.100000,0.000263
95000,1.850845,0.038940,0.979419,0.000007,0.088776,0.100000,0.000263
95050,2.071371,0.036632,0.979544,0.000006,0.121515,0.100000,0.000263
95100,1.875622,0.036272,0.979257,0.000007,0.132243,0.100000,0.000263
95150,1.623666,0.051372,0.979279,0.000007,0.169662,0.100000,0.000263
95200,1.534368,0.052549,0.979172,0.000007,0.210369,0.100000,0.000263
95250,1.516773,0.037572,0.978824,0.000008,0.157789,0.100000,0.000262
95300,1.632812,0.042415,0.979103,0.000007,0.164996,0.100000,0.000262
95350,1.853171,0.050300,0.979163,0.000007,0.158695,0.100000,0.000262
95400,1.887356,0.048075,0.979040,0.000008,0.165807,0.100000,0.000262
95450,1.880478,0.058020,0.978913,0.000008,0.145423,0.100000,0.000262
95500,1.955866,0.057071,0.978969,0.000008,0.159406,0.100000,0.000262
95550,1.924737,0.039704,0.979068,0.000007,0.140885,0.100000,0.000262
95600,1.914611,0.043873,0.978943,0.000008,0.170973,0.100000,0.000262
95650,1.822146,0.048790,0.978879,0.000008,0.205102,0.100000,0.000262
95700,1.774471,0.046761,0.978895,0.000008,0.150515,0.100000,0.000262
95750,1.675781,0.041542,0.978969,0.000008,0.219296,0.100000,0.000262
95800,1.513814,0.038883,0.978815,0.000008,0.234659,0.100000,0.000262
95850,1.495992,0.039979,0.978829,0.000008,0.211934,0.100000,0.000262
95900,1.686567,0.039141,0.978962,0.000008,0.119194,0.100000,0.000262
95950,2.026750,0.061393,0.979084,0.000008,0.135343,0.100000,0.000262
96000,1.867800,0.062528,0.979013,0.000008,0.164069,0.100000,0.000262
96050,2.042583,0.058854,0.979111,0.000008,0.115815,0.100000,0.000262
96100,2.227547,0.062351,0.979356,0.000007,0.192060,0.100000,0.000262
96150,1.948673,0.044744,0.979079,0.000008,0.106737,0.100000,0.000262
96200,1.906575,0.040053,0.979003,0.000008,0.135465,0.100000,0.000262
96250,1.732427,0.055213,0.978878,0.000008,0.261620,0.100000,0.000262
96300,1.524056,0.064397,0.978602,0.000009,0.377083,0.100000,0.000262
96350,1.780671,0.063111,0.978991,0.000008,0.106018,0.100000,0.000262
96400,2.078754,0.059837,0.979229,0.000007,0.147091,0.100000,0.000262
96450,2.049456,0.063268,0.979048,0.000008,0.166431,0.100000,0.000262
96500,2.002970,0.074150,0.978999,0.000008,0.158055,0.100000,0.000261
96550,1.729723,0.066806,0.978876,0.000008,0.200874,0.100000,0.000261
96600,1.762077,0.056172,0.978912,0.000008,0.178855,0.100000,0.000261
96650,1.786799,0.048144,0.978954,0.000008,0.242713,0.100000,0.000261
96700,1.606440,0.038739,0.978898,0.000008,0.215124,0.100000,0.000261
96750,1.697922,0.036653,0.978942,0.000008,0.201617,0.100000,0.000261
96800,1.945238,0.055912,0.979307,0.000007,0.138828,0.100000,0.000261
96850,2.095089,0.072251,0.979277,0.000008,0.163236,0.100000,0.000261
96900,1.925128,0.071814,0.978978,0.000009,0.216114,0.100000,0.000261
96950,2.050337,0.068087,0.979282,0.000008,0.131938,0.100000,0.000261
97000,2.244483,0.051571,0.979435,0.000007,0.130090,0.100000,0.000261
97050,2.037434,0.038055,0.979213,0.000007,0.143746,0.100000,0.000261
97100,1.928554,0.057955,0.978997,0.000008,0.121909,0.100000,0.000261
97150,2.078979,0.059998,0.979065,0.000007,0.098350,0.100000,0.000261
97200,2.084078,0.055365,0.979267,0.000007,0.103101,0.100000,0.000261
97250,1.962665,0.082128,0.979259,0.000008,0.131658,0.100000,0.000261
97300,1.750456,0.082289,0.979061,0.000008,0.208455,0.100000,0.000261
97350,1.771742,0.062591,0.978989,0.000008,0.158033,0.100000,0.000261
97400,1.899012,0.059417,0.978910,0.000008,0.239695,0.100000,0.000261
97450,1.506967,0.048287,0.978551,0.000009,0.288880,0.100000,0.000261
97500,1.488381,0.041072,0.978895,0.000008,0.129644,0.100000,0.000261
97550,1.781900,0.053885,0.979274,0.000007,0.114392,0.100000,0.000261
97600,1.731608,0.051226,0.979025,0.000008,0.151743,0.100000,0.000261
97650,1.656071,0.050087,0.979211,0.000007,0.184022,0.100000,0.000261
97700,1.545611,0.045607,0.979056,0.000007,0.245086,0.100000,0.000261
97750,1.632919,0.042697,0.978789,0.000008,0.140217,0.100000,0.000261
97800,1.698411,0.043800,0.978957,0.000008,0.217884,0.100000,0.000260
97850,1.510506,0.059815,0.979164,0.000007,0.150782,0.100000,0.000260
97900,1.601603,0.069176,0.979239,0.000007,0.137171,0.100000,0.000260
97950,1.984895,0.057052,0.979198,0.000007,0.103034,0.100000,0.000260
98000,2.009595,0.052116,0.979287,0.000007,0.124830,0.100000,0.000260
98050,2.056399,0.049213,0.979342,0.000007,0.084562,0.100000,0.000260
98100,2.315370,0.061998,0.979402,0.000007,0.076558,0.100000,0.000260
98150,2.195270,0.063697,0.979183,0.000007,0.102698,0.100000,0.000260
98200,2.113962,0.067446,0.979234,0.000007,0.078386,0.100000,0.000260
98250,2.137358,0.059323,0.979499,0.000007,0.068392,0.100000,0.000260
98300,2.001636,0.053931,0.979208,0.000008,0.209176,0.100000,0.000260
98350,1.732641,0.054530,0.978640,0.000009,0.290269,0.100000,0.000260
98400,1.819403,0.044898,0.978665,0.000008,0.116277,0.100000,0.000260
98450,1.784858,0.048621,0.978941,0.000008,0.159723,0.100000,0.000260
98500,1.646855,0.052865,0.978916,0.000008,0.196350,0.100000,0.000260
98550,1.874995,0.054065,0.979183,0.000007,0.138520,0.100000,0.000260
